Scenario,Region,Type,Year,Data,Unit
Reference,BC,Conventional Light,2030,5.625263376,Thousand cubic metres
Reference,BC,Conventional Heavy,2030,0,Thousand cubic metres
Reference,BC,C5+,2030,8.923049014,Thousand cubic metres
Reference,BC,Field Condensate,2030,22.9293562,Thousand cubic metres
Reference,BC,Mined Bitumen ,2030,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2030,0,Thousand cubic metres
Reference,BC,Total,2030,37.47766859,Thousand cubic metres
Reference,BC,Conventional Light,2031,5.747428058,Thousand cubic metres
Reference,BC,Conventional Heavy,2031,0,Thousand cubic metres
Reference,BC,C5+,2031,9.74385545,Thousand cubic metres
Reference,BC,Field Condensate,2031,25.08736014,Thousand cubic metres
Reference,BC,Mined Bitumen ,2031,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2031,0,Thousand cubic metres
Reference,BC,Total,2031,40.57864365,Thousand cubic metres
Reference,BC,Conventional Light,2032,5.878839943,Thousand cubic metres
Reference,BC,Conventional Heavy,2032,0,Thousand cubic metres
Reference,BC,C5+,2032,10.15011125,Thousand cubic metres
Reference,BC,Field Condensate,2032,26.17949717,Thousand cubic metres
Reference,BC,Mined Bitumen ,2032,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2032,0,Thousand cubic metres
Reference,BC,Total,2032,42.20844836,Thousand cubic metres
Reference,BC,Conventional Light,2033,6.019413834,Thousand cubic metres
Reference,BC,Conventional Heavy,2033,0,Thousand cubic metres
Reference,BC,C5+,2033,10.31490158,Thousand cubic metres
Reference,BC,Field Condensate,2033,26.64954471,Thousand cubic metres
Reference,BC,Mined Bitumen ,2033,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2033,0,Thousand cubic metres
Reference,BC,Total,2033,42.98386013,Thousand cubic metres
Reference,BC,Conventional Light,2034,6.169086474,Thousand cubic metres
Reference,BC,Conventional Heavy,2034,0,Thousand cubic metres
Reference,BC,C5+,2034,10.49866801,Thousand cubic metres
Reference,BC,Field Condensate,2034,27.16611369,Thousand cubic metres
Reference,BC,Mined Bitumen ,2034,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2034,0,Thousand cubic metres
Reference,BC,Total,2034,43.83386817,Thousand cubic metres
Reference,BC,Conventional Light,2035,6.319304268,Thousand cubic metres
Reference,BC,Conventional Heavy,2035,0,Thousand cubic metres
Reference,BC,C5+,2035,10.7309448,Thousand cubic metres
Reference,BC,Field Condensate,2035,27.80610943,Thousand cubic metres
Reference,BC,Mined Bitumen ,2035,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2035,0,Thousand cubic metres
Reference,BC,Total,2035,44.85635849,Thousand cubic metres
Reference,BC,Conventional Light,2036,6.470673914,Thousand cubic metres
Reference,BC,Conventional Heavy,2036,0,Thousand cubic metres
Reference,BC,C5+,2036,10.95424755,Thousand cubic metres
Reference,BC,Field Condensate,2036,28.42175881,Thousand cubic metres
Reference,BC,Mined Bitumen ,2036,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2036,0,Thousand cubic metres
Reference,BC,Total,2036,45.84668027,Thousand cubic metres
Reference,BC,Conventional Light,2037,6.632109985,Thousand cubic metres
Reference,BC,Conventional Heavy,2037,0,Thousand cubic metres
Reference,BC,C5+,2037,11.15988029,Thousand cubic metres
Reference,BC,Field Condensate,2037,28.98957496,Thousand cubic metres
Reference,BC,Mined Bitumen ,2037,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2037,0,Thousand cubic metres
Reference,BC,Total,2037,46.78156523,Thousand cubic metres
Reference,BC,Conventional Light,2038,6.801662073,Thousand cubic metres
Reference,BC,Conventional Heavy,2038,0,Thousand cubic metres
Reference,BC,C5+,2038,11.37615501,Thousand cubic metres
Reference,BC,Field Condensate,2038,29.5818327,Thousand cubic metres
Reference,BC,Mined Bitumen ,2038,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2038,0,Thousand cubic metres
Reference,BC,Total,2038,47.75964978,Thousand cubic metres
Reference,BC,Conventional Light,2039,6.975290328,Thousand cubic metres
Reference,BC,Conventional Heavy,2039,0,Thousand cubic metres
Reference,BC,C5+,2039,11.60028624,Thousand cubic metres
Reference,BC,Field Condensate,2039,30.19160242,Thousand cubic metres
Reference,BC,Mined Bitumen ,2039,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2039,0,Thousand cubic metres
Reference,BC,Total,2039,48.76717898,Thousand cubic metres
Reference,BC,Conventional Light,2040,7.160561274,Thousand cubic metres
Reference,BC,Conventional Heavy,2040,0,Thousand cubic metres
Reference,BC,C5+,2040,11.82315861,Thousand cubic metres
Reference,BC,Field Condensate,2040,30.79570726,Thousand cubic metres
Reference,BC,Mined Bitumen ,2040,0,Thousand cubic metres
Reference,BC,In Situ Bitumen ,2040,0,Thousand cubic metres
Reference,BC,Total,2040,49.77942714,Thousand cubic metres
Reference,AB,Conventional Light,2005,61.60888578,Thousand cubic metres
Reference,AB,Conventional Heavy,2005,29.19359381,Thousand cubic metres
Reference,AB,C5+,2005,15.72554464,Thousand cubic metres
Reference,AB,Field Condensate,2005,6.383229297,Thousand cubic metres
Reference,AB,Mined Bitumen ,2005,99.6,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2005,69.7,Thousand cubic metres
Reference,AB,Total,2005,282.2112535,Thousand cubic metres
Reference,AB,Conventional Light,2006,59.1605584,Thousand cubic metres
Reference,AB,Conventional Heavy,2006,27.16095214,Thousand cubic metres
Reference,AB,C5+,2006,16.43458509,Thousand cubic metres
Reference,AB,Field Condensate,2006,6.671039218,Thousand cubic metres
Reference,AB,Mined Bitumen ,2006,120.9,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2006,78.5,Thousand cubic metres
Reference,AB,Total,2006,308.8271348,Thousand cubic metres
Reference,AB,Conventional Light,2007,57.1569824,Thousand cubic metres
Reference,AB,Conventional Heavy,2007,26.21486345,Thousand cubic metres
Reference,AB,C5+,2007,16.60421199,Thousand cubic metres
Reference,AB,Field Condensate,2007,6.739893267,Thousand cubic metres
Reference,AB,Mined Bitumen ,2007,124.7,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2007,85.2,Thousand cubic metres
Reference,AB,Total,2007,316.6159511,Thousand cubic metres
Reference,AB,Conventional Light,2008,55.07942613,Thousand cubic metres
Reference,AB,Conventional Heavy,2008,24.85849053,Thousand cubic metres
Reference,AB,C5+,2008,15.94719046,Thousand cubic metres
Reference,AB,Field Condensate,2008,6.473198586,Thousand cubic metres
Reference,AB,Mined Bitumen ,2008,114.7,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2008,92.7,Thousand cubic metres
Reference,AB,Total,2008,309.7583057,Thousand cubic metres
Reference,AB,Conventional Light,2009,49.82793343,Thousand cubic metres
Reference,AB,Conventional Heavy,2009,23.4543297,Thousand cubic metres
Reference,AB,C5+,2009,14.94752259,Thousand cubic metres
Reference,AB,Field Condensate,2009,6.067418729,Thousand cubic metres
Reference,AB,Mined Bitumen ,2009,131.2,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2009,105.5,Thousand cubic metres
Reference,AB,Total,2009,330.9972044,Thousand cubic metres
Reference,AB,Conventional Light,2010,50.17521756,Thousand cubic metres
Reference,AB,Conventional Heavy,2010,22.78122119,Thousand cubic metres
Reference,AB,C5+,2010,14.19452097,Thousand cubic metres
Reference,AB,Field Condensate,2010,5.756703258,Thousand cubic metres
Reference,AB,Mined Bitumen ,2010,136.2429921,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2010,119.6291471,Thousand cubic metres
Reference,AB,Total,2010,348.7798022,Thousand cubic metres
Reference,AB,Conventional Light,2011,55.30174309,Thousand cubic metres
Reference,AB,Conventional Heavy,2011,22.57522424,Thousand cubic metres
Reference,AB,C5+,2011,13.09736312,Thousand cubic metres
Reference,AB,Field Condensate,2011,6.076228938,Thousand cubic metres
Reference,AB,Mined Bitumen ,2011,141.8990589,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2011,134.7195827,Thousand cubic metres
Reference,AB,Total,2011,373.669201,Thousand cubic metres
Reference,AB,Conventional Light,2012,64.89022813,Thousand cubic metres
Reference,AB,Conventional Heavy,2012,23.550747,Thousand cubic metres
Reference,AB,C5+,2012,11.97024047,Thousand cubic metres
Reference,AB,Field Condensate,2012,6.656045287,Thousand cubic metres
Reference,AB,Mined Bitumen ,2012,148.2161964,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2012,157.3852022,Thousand cubic metres
Reference,AB,Total,2012,412.6686595,Thousand cubic metres
Reference,AB,Conventional Light,2013,68.48931903,Thousand cubic metres
Reference,AB,Conventional Heavy,2013,24.03760658,Thousand cubic metres
Reference,AB,C5+,2013,11.70704875,Thousand cubic metres
Reference,AB,Field Condensate,2013,8.32996581,Thousand cubic metres
Reference,AB,Mined Bitumen ,2013,155.178086,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2013,175.8590717,Thousand cubic metres
Reference,AB,Total,2013,443.6010979,Thousand cubic metres
Reference,AB,Conventional Light,2014,70.11377795,Thousand cubic metres
Reference,AB,Conventional Heavy,2014,23.57817481,Thousand cubic metres
Reference,AB,C5+,2014,11.69433327,Thousand cubic metres
Reference,AB,Field Condensate,2014,12.54273672,Thousand cubic metres
Reference,AB,Mined Bitumen ,2014,152.653423,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2014,200.7486408,Thousand cubic metres
Reference,AB,Total,2014,471.3310865,Thousand cubic metres
Reference,AB,Conventional Light,2015,63.02136234,Thousand cubic metres
Reference,AB,Conventional Heavy,2015,21.28119784,Thousand cubic metres
Reference,AB,C5+,2015,11.42203349,Thousand cubic metres
Reference,AB,Field Condensate,2015,17.8576661,Thousand cubic metres
Reference,AB,Mined Bitumen ,2015,184.6506499,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2015,216.5169439,Thousand cubic metres
Reference,AB,Total,2015,514.7498536,Thousand cubic metres
Reference,AB,Conventional Light,2016,52.31091128,Thousand cubic metres
Reference,AB,Conventional Heavy,2016,18.5009496,Thousand cubic metres
Reference,AB,C5+,2016,10.93247853,Thousand cubic metres
Reference,AB,Field Condensate,2016,24.39930572,Thousand cubic metres
Reference,AB,Mined Bitumen ,2016,182.8334397,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2016,222.0092495,Thousand cubic metres
Reference,AB,Total,2016,510.9863343,Thousand cubic metres
Reference,AB,Conventional Light,2017,52.41820237,Thousand cubic metres
Reference,AB,Conventional Heavy,2017,18.44051862,Thousand cubic metres
Reference,AB,C5+,2017,10.9799397,Thousand cubic metres
Reference,AB,Field Condensate,2017,34.48340814,Thousand cubic metres
Reference,AB,Mined Bitumen ,2017,202.8157822,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2017,245.8026057,Thousand cubic metres
Reference,AB,Total,2017,564.9404567,Thousand cubic metres
Reference,AB,Conventional Light,2018,58.89197767,Thousand cubic metres
Reference,AB,Conventional Heavy,2018,18.89027592,Thousand cubic metres
Reference,AB,C5+,2018,17.59170032,Thousand cubic metres
Reference,AB,Field Condensate,2018,41.82170736,Thousand cubic metres
Reference,AB,Mined Bitumen ,2018,236.7156561,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2018,247.2227968,Thousand cubic metres
Reference,AB,Total,2018,621.1341142,Thousand cubic metres
Reference,AB,Conventional Light,2019,63.24011247,Thousand cubic metres
Reference,AB,Conventional Heavy,2019,16.85537083,Thousand cubic metres
Reference,AB,C5+,2019,18.67723393,Thousand cubic metres
Reference,AB,Field Condensate,2019,43.83861914,Thousand cubic metres
Reference,AB,Mined Bitumen ,2019,256.6117526,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2019,244.6581695,Thousand cubic metres
Reference,AB,Total,2019,643.8812584,Thousand cubic metres
Reference,AB,Conventional Light,2020,65.68141277,Thousand cubic metres
Reference,AB,Conventional Heavy,2020,16.1115726,Thousand cubic metres
Reference,AB,C5+,2020,17.73397783,Thousand cubic metres
Reference,AB,Field Condensate,2020,46.14323306,Thousand cubic metres
Reference,AB,Mined Bitumen ,2020,260.6659036,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2020,260.5355904,Thousand cubic metres
Reference,AB,Total,2020,666.8716902,Thousand cubic metres
Reference,AB,Conventional Light,2021,67.70669029,Thousand cubic metres
Reference,AB,Conventional Heavy,2021,14.93757212,Thousand cubic metres
Reference,AB,C5+,2021,18.43515179,Thousand cubic metres
Reference,AB,Field Condensate,2021,46.88791685,Thousand cubic metres
Reference,AB,Mined Bitumen ,2021,262.6452788,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2021,274.0931301,Thousand cubic metres
Reference,AB,Total,2021,684.7057399,Thousand cubic metres
Reference,AB,Conventional Light,2022,69.41342646,Thousand cubic metres
Reference,AB,Conventional Heavy,2022,14.03217568,Thousand cubic metres
Reference,AB,C5+,2022,19.0400867,Thousand cubic metres
Reference,AB,Field Condensate,2022,47.21053324,Thousand cubic metres
Reference,AB,Mined Bitumen ,2022,265.5717361,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2022,281.2868957,Thousand cubic metres
Reference,AB,Total,2022,696.5548539,Thousand cubic metres
Reference,AB,Conventional Light,2023,70.78039449,Thousand cubic metres
Reference,AB,Conventional Heavy,2023,13.31946578,Thousand cubic metres
Reference,AB,C5+,2023,18.5025647,Thousand cubic metres
Reference,AB,Field Condensate,2023,47.94816023,Thousand cubic metres
Reference,AB,Mined Bitumen ,2023,267.198086,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2023,288.4557881,Thousand cubic metres
Reference,AB,Total,2023,706.2044593,Thousand cubic metres
Reference,AB,Conventional Light,2024,72.00010864,Thousand cubic metres
Reference,AB,Conventional Heavy,2024,12.78147108,Thousand cubic metres
Reference,AB,C5+,2024,18.13556722,Thousand cubic metres
Reference,AB,Field Condensate,2024,49.67859787,Thousand cubic metres
Reference,AB,Mined Bitumen ,2024,267.9135301,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2024,298.3694972,Thousand cubic metres
Reference,AB,Total,2024,718.8787721,Thousand cubic metres
Reference,AB,Conventional Light,2025,73.16042377,Thousand cubic metres
Reference,AB,Conventional Heavy,2025,12.39082373,Thousand cubic metres
Reference,AB,C5+,2025,18.19428855,Thousand cubic metres
Reference,AB,Field Condensate,2025,51.86911361,Thousand cubic metres
Reference,AB,Mined Bitumen ,2025,270.1360438,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2025,312.0430664,Thousand cubic metres
Reference,AB,Total,2025,737.7937599,Thousand cubic metres
Reference,AB,Conventional Light,2026,74.27170587,Thousand cubic metres
Reference,AB,Conventional Heavy,2026,12.1210221,Thousand cubic metres
Reference,AB,C5+,2026,18.20290798,Thousand cubic metres
Reference,AB,Field Condensate,2026,54.21881044,Thousand cubic metres
Reference,AB,Mined Bitumen ,2026,273.6337703,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2026,331.0307339,Thousand cubic metres
Reference,AB,Total,2026,763.4789506,Thousand cubic metres
Reference,AB,Conventional Light,2027,75.50353352,Thousand cubic metres
Reference,AB,Conventional Heavy,2027,11.97315326,Thousand cubic metres
Reference,AB,C5+,2027,18.34468055,Thousand cubic metres
Reference,AB,Field Condensate,2027,56.66945881,Thousand cubic metres
Reference,AB,Mined Bitumen ,2027,275.6244271,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2027,342.9875332,Thousand cubic metres
Reference,AB,Total,2027,781.1027865,Thousand cubic metres
Reference,AB,Conventional Light,2028,76.99961509,Thousand cubic metres
Reference,AB,Conventional Heavy,2028,11.94694854,Thousand cubic metres
Reference,AB,C5+,2028,18.5254457,Thousand cubic metres
Reference,AB,Field Condensate,2028,59.24935988,Thousand cubic metres
Reference,AB,Mined Bitumen ,2028,275.6244271,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2028,352.3266801,Thousand cubic metres
Reference,AB,Total,2028,794.6724765,Thousand cubic metres
Reference,AB,Conventional Light,2029,78.74659189,Thousand cubic metres
Reference,AB,Conventional Heavy,2029,12.02366232,Thousand cubic metres
Reference,AB,C5+,2029,18.65585691,Thousand cubic metres
Reference,AB,Field Condensate,2029,61.9696143,Thousand cubic metres
Reference,AB,Mined Bitumen ,2029,275.6244271,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2029,361.7926169,Thousand cubic metres
Reference,AB,Total,2029,808.8127694,Thousand cubic metres
Reference,AB,Conventional Light,2030,80.52617204,Thousand cubic metres
Reference,AB,Conventional Heavy,2030,12.15799951,Thousand cubic metres
Reference,AB,C5+,2030,18.79814708,Thousand cubic metres
Reference,AB,Field Condensate,2030,64.78086367,Thousand cubic metres
Reference,AB,Mined Bitumen ,2030,275.6244271,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2030,377.190013,Thousand cubic metres
Reference,AB,Total,2030,829.0776224,Thousand cubic metres
Reference,AB,Conventional Light,2031,82.20810726,Thousand cubic metres
Reference,AB,Conventional Heavy,2031,12.31819833,Thousand cubic metres
Reference,AB,C5+,2031,18.90447547,Thousand cubic metres
Reference,AB,Field Condensate,2031,67.32759521,Thousand cubic metres
Reference,AB,Mined Bitumen ,2031,275.6244271,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2031,393.7377873,Thousand cubic metres
Reference,AB,Total,2031,850.1205907,Thousand cubic metres
Reference,AB,Conventional Light,2032,83.83460422,Thousand cubic metres
Reference,AB,Conventional Heavy,2032,12.50179983,Thousand cubic metres
Reference,AB,C5+,2032,18.99140517,Thousand cubic metres
Reference,AB,Field Condensate,2032,69.53345115,Thousand cubic metres
Reference,AB,Mined Bitumen ,2032,275.6244271,Thousand cubic metres
Reference,AB,In Situ Bitumen ,2032,400.9598758,Thousand cubic metres
Reference,AB,Total,2032,861.4455633,Thousand cubic metres
Reference,AB,Conventional Light,2033,85.45054418,Thousand cubic metres
Reference,AB,Conventional Heavy,2033,12.70698738,Thousand cubic metres
