province,source,scenario,year,value,unit
BC,total,reference,2032,78398.94,GW.h
MB,total,reference,2032,52341.63,GW.h
NB,total,reference,2032,12565.17,GW.h
NL,total,reference,2032,44129.09,GW.h
NS,total,reference,2032,8631.69,GW.h
NT,total,reference,2032,747.83,GW.h
NU,total,reference,2032,228.31,GW.h
ON,total,reference,2032,169584.54,GW.h
PE,total,reference,2032,873.84,GW.h
QC,total,reference,2032,227309.57,GW.h
SK,total,reference,2032,26452.55,GW.h
YT,total,reference,2032,480.87,GW.h
all,total,reference,2033,728500.59,
AB,total,reference,2033,103758.8,GW.h
BC,total,reference,2033,78748.7,GW.h
MB,total,reference,2033,52432.4,GW.h
NB,total,reference,2033,12588.18,GW.h
NL,total,reference,2033,44125.56,GW.h
NS,total,reference,2033,8701.16,GW.h
NT,total,reference,2033,747.83,GW.h
NU,total,reference,2033,228.53,GW.h
ON,total,reference,2033,170910,GW.h
PE,total,reference,2033,875.5,GW.h
QC,total,reference,2033,228419.85,GW.h
SK,total,reference,2033,26492.71,GW.h
YT,total,reference,2033,471.37,GW.h
all,total,reference,2034,732719.1000000002,
AB,total,reference,2034,104865.1,GW.h
BC,total,reference,2034,79137.25,GW.h
MB,total,reference,2034,52496.24,GW.h
NB,total,reference,2034,12607.95,GW.h
NL,total,reference,2034,44141.17,GW.h
NS,total,reference,2034,8913.64,GW.h
NT,total,reference,2034,747.83,GW.h
NU,total,reference,2034,230.02,GW.h
ON,total,reference,2034,171157.54,GW.h
PE,total,reference,2034,880.32,GW.h
QC,total,reference,2034,230540.83,GW.h
SK,total,reference,2034,26531.56,GW.h
YT,total,reference,2034,469.65,GW.h
all,total,reference,2035,735622.83,
AB,total,reference,2035,105914.2,GW.h
BC,total,reference,2035,79487.48,GW.h
MB,total,reference,2035,52559.09,GW.h
NB,total,reference,2035,12644.05,GW.h
NL,total,reference,2035,44164.38,GW.h
NS,total,reference,2035,8967.85,GW.h
NT,total,reference,2035,747.83,GW.h
NU,total,reference,2035,233.21,GW.h
ON,total,reference,2035,171242.17,GW.h
PE,total,reference,2035,880.39,GW.h
QC,total,reference,2035,231701.11,GW.h
SK,total,reference,2035,26609.22,GW.h
YT,total,reference,2035,471.85,GW.h
all,total,reference,2036,739703.2200000002,
AB,total,reference,2036,107111.3,GW.h
BC,total,reference,2036,79841.6,GW.h
MB,total,reference,2036,52615.43,GW.h
NB,total,reference,2036,12670.23,GW.h
NL,total,reference,2036,44200.74,GW.h
NS,total,reference,2036,8995.59,GW.h
NT,total,reference,2036,747.83,GW.h
NU,total,reference,2036,237.16,GW.h
ON,total,reference,2036,172446.98,GW.h
PE,total,reference,2036,885.28,GW.h
QC,total,reference,2036,232828.17,GW.h
SK,total,reference,2036,26654.31,GW.h
YT,total,reference,2036,468.6,GW.h
all,total,reference,2037,743855.32,
AB,total,reference,2037,108256.4,GW.h
BC,total,reference,2037,80196.94,GW.h
MB,total,reference,2037,52675.31,GW.h
NB,total,reference,2037,12701.65,GW.h
NL,total,reference,2037,44252.83,GW.h
NS,total,reference,2037,9058.2,GW.h
NT,total,reference,2037,747.83,GW.h
NU,total,reference,2037,237.16,GW.h
ON,total,reference,2037,173736.74,GW.h
PE,total,reference,2037,887,GW.h
QC,total,reference,2037,233952.77,GW.h
SK,total,reference,2037,26702.28,GW.h
YT,total,reference,2037,450.21,GW.h
all,total,reference,2038,747614.73,
AB,total,reference,2038,108862,GW.h
BC,total,reference,2038,80533,GW.h
MB,total,reference,2038,52731.23,GW.h
NB,total,reference,2038,12721.35,GW.h
NL,total,reference,2038,44285.71,GW.h
NS,total,reference,2038,9123.11,GW.h
NT,total,reference,2038,748.88,GW.h
NU,total,reference,2038,238.78,GW.h
ON,total,reference,2038,175216.09,GW.h
PE,total,reference,2038,891.27,GW.h
QC,total,reference,2038,235053.87,GW.h
SK,total,reference,2038,26757.57,GW.h
YT,total,reference,2038,451.87,GW.h
all,total,reference,2039,751507.94,
AB,total,reference,2039,109859.9,GW.h
BC,total,reference,2039,80815.48,GW.h
MB,total,reference,2039,52779.26,GW.h
NB,total,reference,2039,12740.4,GW.h
NL,total,reference,2039,44332.01,GW.h
NS,total,reference,2039,9177.34,GW.h
NT,total,reference,2039,748.88,GW.h
NU,total,reference,2039,239.52,GW.h
ON,total,reference,2039,176536.47,GW.h
PE,total,reference,2039,891.97,GW.h
QC,total,reference,2039,236137.81,GW.h
SK,total,reference,2039,26787.57,GW.h
YT,total,reference,2039,461.33,GW.h
all,total,reference,2040,755216.34,
AB,total,reference,2040,110795.5,GW.h
BC,total,reference,2040,81104.5,GW.h
MB,total,reference,2040,52830.44,GW.h
NB,total,reference,2040,12545.51,GW.h
NL,total,reference,2040,44392.57,GW.h
NS,total,reference,2040,9245.29,GW.h
NT,total,reference,2040,749.97,GW.h
NU,total,reference,2040,242.67,GW.h
ON,total,reference,2040,177889.7,GW.h
PE,total,reference,2040,892.04,GW.h
QC,total,reference,2040,237262.23,GW.h
SK,total,reference,2040,26814.75,GW.h
YT,total,reference,2040,451.17,GW.h
all,total,high,2005,607006.5700000001,
AB,total,high,2005,68435.34,GW.h
BC,total,high,2005,67108.36,GW.h
MB,total,high,2005,37057.17,GW.h
NB,total,high,2005,21333,GW.h
NL,total,high,2005,42074.94,GW.h
NS,total,high,2005,12498.75,GW.h
NT,total,high,2005,684.25,GW.h
NU,total,high,2005,142,GW.h
ON,total,high,2005,158207.48,GW.h
PE,total,high,2005,42.22,GW.h
QC,total,high,2005,179303.77,GW.h
SK,total,high,2005,19766.16,GW.h
YT,total,high,2005,353.13,GW.h
all,total,high,2006,603034.92,
AB,total,high,2006,71776.34,GW.h
BC,total,high,2006,60875.36,GW.h
MB,total,high,2006,34540.17,GW.h
NB,total,high,2006,18467,GW.h
NL,total,high,2006,42813.23,GW.h
NS,total,high,2006,12523.75,GW.h
NT,total,high,2006,684.25,GW.h
NU,total,high,2006,145,GW.h
ON,total,high,2006,158297.58,GW.h
PE,total,high,2006,38.22,GW.h
QC,total,high,2006,182904.73,GW.h
SK,total,high,2006,19616.16,GW.h
YT,total,high,2006,353.13,GW.h
all,total,high,2007,620671.93,
AB,total,high,2007,72535.54,GW.h
BC,total,high,2007,70223.36,GW.h
MB,total,high,2007,34402.17,GW.h
NB,total,high,2007,17269,GW.h
NL,total,high,2007,41593.94,GW.h
NS,total,high,2007,12570.75,GW.h
NT,total,high,2007,684.25,GW.h
NU,total,high,2007,149,GW.h
ON,total,high,2007,158622.68,GW.h
PE,total,high,2007,42.22,GW.h
QC,total,high,2007,191611.73,GW.h
SK,total,high,2007,20614.16,GW.h
YT,total,high,2007,353.13,GW.h
all,total,high,2008,624661.99,
AB,total,high,2008,71650.65,GW.h
BC,total,high,2008,64553.12,GW.h
MB,total,high,2008,35563.78,GW.h
NB,total,high,2008,14591,GW.h
NL,total,high,2008,43386,GW.h
NS,total,high,2008,12213.52,GW.h
NT,total,high,2008,739.58,GW.h
NU,total,high,2008,182,GW.h
ON,total,high,2008,165176.16,GW.h
PE,total,high,2008,148.37,GW.h
QC,total,high,2008,194321.17,GW.h
SK,total,high,2008,21765.58,GW.h
YT,total,high,2008,371.06,GW.h
all,total,high,2009,598166.7899999999,
AB,total,high,2009,72171.5,GW.h
BC,total,high,2009,61964.53,GW.h
MB,total,high,2009,34096.94,GW.h
NB,total,high,2009,13459,GW.h
NL,total,high,2009,38399.22,GW.h
NS,total,high,2009,11624.1,GW.h
NT,total,high,2009,641.95,GW.h
NU,total,high,2009,162,GW.h
ON,total,high,2009,147621.99,GW.h
PE,total,high,2009,359.54,GW.h
QC,total,high,2009,196499.71,GW.h
SK,total,high,2009,20768.48,GW.h
YT,total,high,2009,397.83,GW.h
all,total,high,2010,590547.74,
AB,total,high,2010,73568.78,GW.h
BC,total,high,2010,61549.79,GW.h
MB,total,high,2010,33777.8,GW.h
NB,total,high,2010,11416,GW.h
NL,total,high,2010,41934.2,GW.h
NS,total,high,2010,12143.96,GW.h
NT,total,high,2010,520.76,GW.h
NU,total,high,2010,162,GW.h
ON,total,high,2010,150270.2,GW.h
PE,total,high,2010,463.77,GW.h
QC,total,high,2010,183926.68,GW.h
SK,total,high,2010,20408.5,GW.h
YT,total,high,2010,405.3,GW.h
all,total,high,2011,615163.1599999999,
AB,total,high,2011,73054.19,GW.h
BC,total,high,2011,67964.79,GW.h
MB,total,high,2011,35139.84,GW.h
NB,total,high,2011,11802,GW.h
NL,total,high,2011,41703.65,GW.h
NS,total,high,2011,11965.12,GW.h
NT,total,high,2011,452.34,GW.h
NU,total,high,2011,98,GW.h
ON,total,high,2011,154572.9,GW.h
PE,total,high,2011,494.04,GW.h
QC,total,high,2011,196296.13,GW.h
SK,total,high,2011,21194.82,GW.h
YT,total,high,2011,425.34,GW.h
all,total,high,2012,623343.09,
AB,total,high,2012,75077.12,GW.h
BC,total,high,2012,71951.28,GW.h
MB,total,high,2012,33203.4,GW.h
NB,total,high,2012,10288,GW.h
NL,total,high,2012,43798.73,GW.h
NS,total,high,2012,11403.93,GW.h
NT,total,high,2012,446.7,GW.h
NU,total,high,2012,98,GW.h
ON,total,high,2012,154329.69,GW.h
PE,total,high,2012,481.96,GW.h
QC,total,high,2012,200559.4,GW.h
SK,total,high,2012,21249.88,GW.h
YT,total,high,2012,455,GW.h
all,total,high,2013,645823.23,
AB,total,high,2013,78052.1,GW.h
BC,total,high,2013,65994.23,GW.h
MB,total,high,2013,36346.72,GW.h
NB,total,high,2013,15070,GW.h
NL,total,high,2013,43240.08,GW.h
NS,total,high,2013,11040.35,GW.h
NT,total,high,2013,561.28,GW.h
NU,total,high,2013,98,GW.h
ON,total,high,2013,161907.28,GW.h
PE,total,high,2013,507.23,GW.h
QC,total,high,2013,209467.74,GW.h
SK,total,high,2013,23167.46,GW.h
YT,total,high,2013,370.76,GW.h
all,total,high,2014,645834.32,
AB,total,high,2014,82823.15,GW.h
BC,total,high,2014,64642.39,GW.h
MB,total,high,2014,35636.08,GW.h
NB,total,high,2014,16470,GW.h
NL,total,high,2014,41064.74,GW.h
NS,total,high,2014,10709.03,GW.h
NT,total,high,2014,708.2,GW.h
NU,total,high,2014,158,GW.h
ON,total,high,2014,163719.22,GW.h
PE,total,high,2014,604.29,GW.h
QC,total,high,2014,206677.28,GW.h
SK,total,high,2014,22207.5,GW.h
YT,total,high,2014,414.44,GW.h
all,total,high,2015,652917.9299999999,
AB,total,high,2015,82517.17,GW.h
BC,total,high,2015,66317.79,GW.h
MB,total,high,2015,37927.9,GW.h
NB,total,high,2015,13061.85,GW.h
NL,total,high,2015,41447,GW.h
NS,total,high,2015,10948.8,GW.h
NT,total,high,2015,715.4,GW.h
NU,total,high,2015,172.96,GW.h
ON,total,high,2015,167050.53,GW.h
PE,total,high,2015,592.24,GW.h
QC,total,high,2015,207400.34,GW.h
SK,total,high,2015,24340.38,GW.h
YT,total,high,2015,425.57,GW.h
all,total,high,2016,666290.35,
AB,total,high,2016,83945.66,GW.h
BC,total,high,2016,68133,GW.h
MB,total,high,2016,37816.25,GW.h
NB,total,high,2016,12666.59,GW.h
NL,total,high,2016,41586.17,GW.h
NS,total,high,2016,10967.12,GW.h
NT,total,high,2016,741.52,GW.h
NU,total,high,2016,181.63,GW.h
ON,total,high,2016,173756.41,GW.h
PE,total,high,2016,550.36,GW.h
QC,total,high,2016,211008.38,GW.h
SK,total,high,2016,24524.79,GW.h
YT,total,high,2016,412.47,GW.h
all,total,high,2017,641056.8,
AB,total,high,2017,86360,GW.h
BC,total,high,2017,68812.56,GW.h
MB,total,high,2017,37714.88,GW.h
NB,total,high,2017,12470.71,GW.h
NL,total,high,2017,40849.54,GW.h
NS,total,high,2017,10910.48,GW.h
NT,total,high,2017,758.37,GW.h
NU,total,high,2017,190.48,GW.h
ON,total,high,2017,150539.15,GW.h
PE,total,high,2017,553.06,GW.h
QC,total,high,2017,206630.56,GW.h
SK,total,high,2017,24877.01,GW.h
YT,total,high,2017,390,GW.h
all,total,high,2018,645419.8399999999,
AB,total,high,2018,89530.55,GW.h
BC,total,high,2018,69064.47,GW.h
MB,total,high,2018,37956.99,GW.h
NB,total,high,2018,12611.55,GW.h
NL,total,high,2018,40608.38,GW.h
NS,total,high,2018,10914.91,GW.h
NT,total,high,2018,765.87,GW.h
NU,total,high,2018,191.66,GW.h
ON,total,high,2018,150427.58,GW.h
PE,total,high,2018,556.6,GW.h
QC,total,high,2018,207873.55,GW.h
