province,source,scenario,year,value,unit
SK,hydro,low,2015,4524.049,GW.h
YT,hydro,low,2015,425.3011,GW.h
AB,hydro,low,2016,2381.805,GW.h
BC,hydro,low,2016,54618.41,GW.h
MB,hydro,low,2016,36803.18,GW.h
NB,hydro,low,2016,2934.631,GW.h
NL,hydro,low,2016,37622.36,GW.h
NS,hydro,low,2016,957.0429,GW.h
NT,hydro,low,2016,227.6326,GW.h
NU,hydro,low,2016,0,GW.h
ON,hydro,low,2016,43727.47,GW.h
PE,hydro,low,2016,0,GW.h
QC,hydro,low,2016,193195.7,GW.h
SK,hydro,low,2016,4524.046,GW.h
YT,hydro,low,2016,409.7092,GW.h
AB,hydro,low,2017,2381.805,GW.h
BC,hydro,low,2017,55307.25,GW.h
MB,hydro,low,2017,36788.2,GW.h
NB,hydro,low,2017,2934.704,GW.h
NL,hydro,low,2017,37099.84,GW.h
NS,hydro,low,2017,951.737,GW.h
NT,hydro,low,2017,227.6258,GW.h
NU,hydro,low,2017,0,GW.h
ON,hydro,low,2017,44023.45,GW.h
PE,hydro,low,2017,0,GW.h
QC,hydro,low,2017,186653.6,GW.h
SK,hydro,low,2017,4524.041,GW.h
YT,hydro,low,2017,387.3869,GW.h
AB,hydro,low,2018,2383.442,GW.h
BC,hydro,low,2018,61368.38,GW.h
MB,hydro,low,2018,36994.09,GW.h
NB,hydro,low,2018,2936.525,GW.h
NL,hydro,low,2018,36900.69,GW.h
NS,hydro,low,2018,948.5916,GW.h
NT,hydro,low,2018,229.9005,GW.h
NU,hydro,low,2018,0,GW.h
ON,hydro,low,2018,44023.41,GW.h
PE,hydro,low,2018,0,GW.h
QC,hydro,low,2018,194999.3,GW.h
SK,hydro,low,2018,4524.649,GW.h
YT,hydro,low,2018,448.1911,GW.h
AB,hydro,low,2019,2383.929,GW.h
BC,hydro,low,2019,62107.38,GW.h
MB,hydro,low,2019,36783.62,GW.h
NB,hydro,low,2019,2936.98,GW.h
NL,hydro,low,2019,42279.21,GW.h
NS,hydro,low,2019,938.0414,GW.h
NT,hydro,low,2019,229.9042,GW.h
NU,hydro,low,2019,68.7648,GW.h
ON,hydro,low,2019,44201.56,GW.h
PE,hydro,low,2019,0,GW.h
QC,hydro,low,2019,197277.2,GW.h
SK,hydro,low,2019,4524.84,GW.h
YT,hydro,low,2019,551.5646,GW.h
AB,hydro,low,2020,2384.18,GW.h
BC,hydro,low,2020,62240.97,GW.h
MB,hydro,low,2020,38120.04,GW.h
NB,hydro,low,2020,2937.226,GW.h
NL,hydro,low,2020,42143.34,GW.h
NS,hydro,low,2020,1067.5012,GW.h
NT,hydro,low,2020,229.9445,GW.h
NU,hydro,low,2020,68.7594,GW.h
ON,hydro,low,2020,44201.59,GW.h
PE,hydro,low,2020,0,GW.h
QC,hydro,low,2020,198366.3,GW.h
SK,hydro,low,2020,4524.923,GW.h
YT,hydro,low,2020,551.5522,GW.h
AB,hydro,low,2021,2384.999,GW.h
BC,hydro,low,2021,61989.81,GW.h
MB,hydro,low,2021,41391.18,GW.h
NB,hydro,low,2021,2937.491,GW.h
NL,hydro,low,2021,42068.94,GW.h
NS,hydro,low,2021,1074.4141,GW.h
NT,hydro,low,2021,229.9174,GW.h
NU,hydro,low,2021,68.7696,GW.h
ON,hydro,low,2021,44379.76,GW.h
PE,hydro,low,2021,0,GW.h
QC,hydro,low,2021,199641.5,GW.h
SK,hydro,low,2021,4756.025,GW.h
YT,hydro,low,2021,551.5714,GW.h
AB,hydro,low,2022,2386.325,GW.h
BC,hydro,low,2022,62402.02,GW.h
MB,hydro,low,2022,41349.12,GW.h
NB,hydro,low,2022,2937.788,GW.h
NL,hydro,low,2022,42052.12,GW.h
NS,hydro,low,2022,1076.7707,GW.h
NT,hydro,low,2022,273.4938,GW.h
NU,hydro,low,2022,68.7629,GW.h
ON,hydro,low,2022,44379.78,GW.h
PE,hydro,low,2022,0,GW.h
QC,hydro,low,2022,200509.1,GW.h
SK,hydro,low,2022,4756.167,GW.h
YT,hydro,low,2022,595.1513,GW.h
AB,hydro,low,2023,2387.858,GW.h
BC,hydro,low,2023,61960.93,GW.h
MB,hydro,low,2023,41406.33,GW.h
NB,hydro,low,2023,2938.146,GW.h
NL,hydro,low,2023,42128.86,GW.h
NS,hydro,low,2023,1073.8697,GW.h
NT,hydro,low,2023,273.4895,GW.h
NU,hydro,low,2023,68.7798,GW.h
ON,hydro,low,2023,44557.95,GW.h
PE,hydro,low,2023,0,GW.h
QC,hydro,low,2023,201500.5,GW.h
SK,hydro,low,2023,4756.332,GW.h
YT,hydro,low,2023,516.2546,GW.h
AB,hydro,low,2024,2389.549,GW.h
BC,hydro,low,2024,62527.5,GW.h
MB,hydro,low,2024,41386.49,GW.h
NB,hydro,low,2024,2938.563,GW.h
NL,hydro,low,2024,42211.87,GW.h
NS,hydro,low,2024,1080.1025,GW.h
NT,hydro,low,2024,273.4943,GW.h
NU,hydro,low,2024,68.7749,GW.h
ON,hydro,low,2024,44557.87,GW.h
PE,hydro,low,2024,0,GW.h
QC,hydro,low,2024,202507,GW.h
SK,hydro,low,2024,4756.522,GW.h
YT,hydro,low,2024,502.1732,GW.h
AB,hydro,low,2025,2391.26,GW.h
BC,hydro,low,2025,63535.22,GW.h
MB,hydro,low,2025,45419.05,GW.h
NB,hydro,low,2025,2938.973,GW.h
NL,hydro,low,2025,42216.3,GW.h
NS,hydro,low,2025,1084.5065,GW.h
NT,hydro,low,2025,273.5019,GW.h
NU,hydro,low,2025,68.7989,GW.h
ON,hydro,low,2025,44736.06,GW.h
PE,hydro,low,2025,0,GW.h
QC,hydro,low,2025,203260.1,GW.h
SK,hydro,low,2025,4859.164,GW.h
YT,hydro,low,2025,461.2037,GW.h
AB,hydro,low,2026,2393.132,GW.h
BC,hydro,low,2026,63862.35,GW.h
MB,hydro,low,2026,45348.2,GW.h
NB,hydro,low,2026,2939.446,GW.h
NL,hydro,low,2026,42273.22,GW.h
NS,hydro,low,2026,998.6702,GW.h
NT,hydro,low,2026,273.5101,GW.h
NU,hydro,low,2026,68.8038,GW.h
ON,hydro,low,2026,44736.06,GW.h
PE,hydro,low,2026,0,GW.h
QC,hydro,low,2026,203972.7,GW.h
SK,hydro,low,2026,4859.417,GW.h
YT,hydro,low,2026,443.5951,GW.h
AB,hydro,low,2027,2395.083,GW.h
BC,hydro,low,2027,64151.9,GW.h
MB,hydro,low,2027,47362.65,GW.h
NB,hydro,low,2027,2939.925,GW.h
NL,hydro,low,2027,41895.44,GW.h
NS,hydro,low,2027,1004.6,GW.h
NT,hydro,low,2027,273.4912,GW.h
NU,hydro,low,2027,68.7553,GW.h
ON,hydro,low,2027,44914.23,GW.h
PE,hydro,low,2027,0,GW.h
QC,hydro,low,2027,202174.6,GW.h
SK,hydro,low,2027,4859.686,GW.h
YT,hydro,low,2027,441.5615,GW.h
AB,hydro,low,2028,2397.042,GW.h
BC,hydro,low,2028,64395.5,GW.h
MB,hydro,low,2028,47382.64,GW.h
NB,hydro,low,2028,2940.437,GW.h
NL,hydro,low,2028,42159.87,GW.h
NS,hydro,low,2028,1009.2357,GW.h
NT,hydro,low,2028,273.4945,GW.h
NU,hydro,low,2028,68.7662,GW.h
ON,hydro,low,2028,44914.23,GW.h
PE,hydro,low,2028,0,GW.h
QC,hydro,low,2028,204829.6,GW.h
SK,hydro,low,2028,4859.972,GW.h
YT,hydro,low,2028,435.527,GW.h
AB,hydro,low,2029,2398.975,GW.h
BC,hydro,low,2029,66806.95,GW.h
MB,hydro,low,2029,50342.48,GW.h
NB,hydro,low,2029,2940.972,GW.h
NL,hydro,low,2029,42205.12,GW.h
NS,hydro,low,2029,1026.8675,GW.h
NT,hydro,low,2029,299.6386,GW.h
NU,hydro,low,2029,68.7624,GW.h
ON,hydro,low,2029,45092.39,GW.h
PE,hydro,low,2029,0,GW.h
QC,hydro,low,2029,205650.4,GW.h
SK,hydro,low,2029,4860.285,GW.h
YT,hydro,low,2029,435.6922,GW.h
AB,hydro,low,2030,2400.893,GW.h
BC,hydro,low,2030,67125.23,GW.h
MB,hydro,low,2030,50393,GW.h
NB,hydro,low,2030,2941.479,GW.h
NL,hydro,low,2030,42094.54,GW.h
NS,hydro,low,2030,1027.8767,GW.h
NT,hydro,low,2030,299.6345,GW.h
NU,hydro,low,2030,68.8012,GW.h
ON,hydro,low,2030,45092.34,GW.h
PE,hydro,low,2030,0,GW.h
QC,hydro,low,2030,206980.6,GW.h
SK,hydro,low,2030,4860.617,GW.h
YT,hydro,low,2030,434.7166,GW.h
AB,hydro,low,2031,2402.77,GW.h
BC,hydro,low,2031,67268.98,GW.h
MB,hydro,low,2031,50383.96,GW.h
NB,hydro,low,2031,2942.022,GW.h
NL,hydro,low,2031,41873.71,GW.h
NS,hydro,low,2031,1101.4511,GW.h
NT,hydro,low,2031,299.6511,GW.h
NU,hydro,low,2031,68.7571,GW.h
ON,hydro,low,2031,45270.56,GW.h
PE,hydro,low,2031,0,GW.h
QC,hydro,low,2031,209232,GW.h
SK,hydro,low,2031,4860.972,GW.h
YT,hydro,low,2031,437.7355,GW.h
AB,hydro,low,2032,2404.576,GW.h
BC,hydro,low,2032,67621.51,GW.h
MB,hydro,low,2032,50437.27,GW.h
NB,hydro,low,2032,2942.512,GW.h
NL,hydro,low,2032,41890.56,GW.h
NS,hydro,low,2032,1130.7079,GW.h
NT,hydro,low,2032,299.6649,GW.h
NU,hydro,low,2032,68.7652,GW.h
ON,hydro,low,2032,45270.43,GW.h
PE,hydro,low,2032,0,GW.h
QC,hydro,low,2032,210125.8,GW.h
SK,hydro,low,2032,4963.767,GW.h
YT,hydro,low,2032,438.1646,GW.h
AB,hydro,low,2033,2406.312,GW.h
BC,hydro,low,2033,67766.15,GW.h
MB,hydro,low,2033,50423.62,GW.h
NB,hydro,low,2033,2943.077,GW.h
NL,hydro,low,2033,41803.43,GW.h
NS,hydro,low,2033,1137.8673,GW.h
NT,hydro,low,2033,299.6324,GW.h
NU,hydro,low,2033,68.8008,GW.h
ON,hydro,low,2033,45537.92,GW.h
PE,hydro,low,2033,0,GW.h
QC,hydro,low,2033,211093.5,GW.h
SK,hydro,low,2033,4964.133,GW.h
YT,hydro,low,2033,429.7508,GW.h
AB,hydro,low,2034,2408.093,GW.h
BC,hydro,low,2034,68165.73,GW.h
MB,hydro,low,2034,50485.58,GW.h
NB,hydro,low,2034,2943.609,GW.h
NL,hydro,low,2034,41724.27,GW.h
NS,hydro,low,2034,1030.8062,GW.h
NT,hydro,low,2034,299.6587,GW.h
NU,hydro,low,2034,68.7761,GW.h
ON,hydro,low,2034,45537.96,GW.h
PE,hydro,low,2034,0,GW.h
QC,hydro,low,2034,212729.2,GW.h
SK,hydro,low,2034,4964.569,GW.h
YT,hydro,low,2034,429.1219,GW.h
AB,hydro,low,2035,2409.822,GW.h
BC,hydro,low,2035,68317.46,GW.h
MB,hydro,low,2035,50541.33,GW.h
NB,hydro,low,2035,2944.182,GW.h
NL,hydro,low,2035,41667.48,GW.h
NS,hydro,low,2035,1016.6551,GW.h
NT,hydro,low,2035,299.643,GW.h
NU,hydro,low,2035,68.7831,GW.h
ON,hydro,low,2035,45715.82,GW.h
PE,hydro,low,2035,0,GW.h
QC,hydro,low,2035,213649.3,GW.h
SK,hydro,low,2035,4965.042,GW.h
YT,hydro,low,2035,432.7165,GW.h
AB,hydro,low,2036,2411.514,GW.h
BC,hydro,low,2036,63739.38,GW.h
MB,hydro,low,2036,50590.04,GW.h
NB,hydro,low,2036,2944.737,GW.h
NL,hydro,low,2036,41621.36,GW.h
NS,hydro,low,2036,1042.5844,GW.h
NT,hydro,low,2036,299.618,GW.h
NU,hydro,low,2036,68.7799,GW.h
ON,hydro,low,2036,45715.79,GW.h
PE,hydro,low,2036,0,GW.h
QC,hydro,low,2036,214637.2,GW.h
SK,hydro,low,2036,4965.512,GW.h
YT,hydro,low,2036,429.036,GW.h
AB,hydro,low,2037,2413.159,GW.h
BC,hydro,low,2037,63857.7,GW.h
MB,hydro,low,2037,50645.13,GW.h
NB,hydro,low,2037,2945.325,GW.h
NL,hydro,low,2037,41580.86,GW.h
NS,hydro,low,2037,1047.9916,GW.h
NT,hydro,low,2037,299.6598,GW.h
NU,hydro,low,2037,68.7648,GW.h
ON,hydro,low,2037,45983.06,GW.h
PE,hydro,low,2037,0,GW.h
QC,hydro,low,2037,215580.9,GW.h
SK,hydro,low,2037,4966.004,GW.h
YT,hydro,low,2037,412.5496,GW.h
AB,hydro,low,2038,2414.757,GW.h
BC,hydro,low,2038,64207.36,GW.h
MB,hydro,low,2038,50697.93,GW.h
NB,hydro,low,2038,2945.946,GW.h
NL,hydro,low,2038,41550.16,GW.h
NS,hydro,low,2038,1054.2382,GW.h
NT,hydro,low,2038,299.639,GW.h
NU,hydro,low,2038,68.7462,GW.h
ON,hydro,low,2038,45983,GW.h
PE,hydro,low,2038,0,GW.h
QC,hydro,low,2038,216517.2,GW.h
SK,hydro,low,2038,4966.499,GW.h
YT,hydro,low,2038,417.8465,GW.h
AB,hydro,low,2039,2416.301,GW.h
BC,hydro,low,2039,64500.89,GW.h
MB,hydro,low,2039,50737.45,GW.h
NB,hydro,low,2039,2946.531,GW.h
NL,hydro,low,2039,41514.63,GW.h
NS,hydro,low,2039,1091.8289,GW.h
NT,hydro,low,2039,299.6289,GW.h
NU,hydro,low,2039,68.8083,GW.h
ON,hydro,low,2039,46161.25,GW.h
PE,hydro,low,2039,0,GW.h
QC,hydro,low,2039,217418.1,GW.h
SK,hydro,low,2039,4967.009,GW.h
YT,hydro,low,2039,421.6268,GW.h
AB,hydro,low,2040,2417.799,GW.h
BC,hydro,low,2040,64789.79,GW.h
MB,hydro,low,2040,50779.31,GW.h
NB,hydro,low,2040,2947.087,GW.h
NL,hydro,low,2040,41505.54,GW.h
NS,hydro,low,2040,1091.7424,GW.h
NT,hydro,low,2040,299.6409,GW.h
NU,hydro,low,2040,68.786,GW.h
ON,hydro,low,2040,46161.25,GW.h
PE,hydro,low,2040,0,GW.h
QC,hydro,low,2040,218374.2,GW.h
SK,hydro,low,2040,4967.527,GW.h
YT,hydro,low,2040,412.5965,GW.h
AB,solarWindGeothermal,reference,2005,741,GW.h
BC,solarWindGeothermal,reference,2005,0,GW.h
MB,solarWindGeothermal,reference,2005,53,GW.h
NB,solarWindGeothermal,reference,2005,0,GW.h
NL,solarWindGeothermal,reference,2005,0,GW.h
NS,solarWindGeothermal,reference,2005,85,GW.h
NT,solarWindGeothermal,reference,2005,0,GW.h
NU,solarWindGeothermal,reference,2005,0,GW.h
ON,solarWindGeothermal,reference,2005,26,GW.h
PE,solarWindGeothermal,reference,2005,40,GW.h
QC,solarWindGeothermal,reference,2005,416,GW.h
SK,solarWindGeothermal,reference,2005,92,GW.h
YT,solarWindGeothermal,reference,2005,0.407,GW.h
AB,solarWindGeothermal,reference,2006,921,GW.h
BC,solarWindGeothermal,reference,2006,0,GW.h
MB,solarWindGeothermal,reference,2006,325,GW.h
NB,solarWindGeothermal,reference,2006,0,GW.h
NL,solarWindGeothermal,reference,2006,0,GW.h
NS,solarWindGeothermal,reference,2006,110,GW.h
NT,solarWindGeothermal,reference,2006,0,GW.h
NU,solarWindGeothermal,reference,2006,0,GW.h
ON,solarWindGeothermal,reference,2006,145,GW.h
PE,solarWindGeothermal,reference,2006,36,GW.h
QC,solarWindGeothermal,reference,2006,419,GW.h
SK,solarWindGeothermal,reference,2006,573,GW.h
YT,solarWindGeothermal,reference,2006,0.407,GW.h
AB,solarWindGeothermal,reference,2007,1430,GW.h
BC,solarWindGeothermal,reference,2007,0,GW.h
MB,solarWindGeothermal,reference,2007,325,GW.h
NB,solarWindGeothermal,reference,2007,0,GW.h
NL,solarWindGeothermal,reference,2007,0,GW.h
NS,solarWindGeothermal,reference,2007,157,GW.h
NT,solarWindGeothermal,reference,2007,0,GW.h
NU,solarWindGeothermal,reference,2007,0,GW.h
ON,solarWindGeothermal,reference,2007,494,GW.h
PE,solarWindGeothermal,reference,2007,40,GW.h
QC,solarWindGeothermal,reference,2007,617,GW.h
SK,solarWindGeothermal,reference,2007,620,GW.h
YT,solarWindGeothermal,reference,2007,0.407,GW.h
AB,solarWindGeothermal,reference,2008,1473,GW.h
BC,solarWindGeothermal,reference,2008,0,GW.h
MB,solarWindGeothermal,reference,2008,412,GW.h
NB,solarWindGeothermal,reference,2008,0,GW.h
NL,solarWindGeothermal,reference,2008,0,GW.h
NS,solarWindGeothermal,reference,2008,149,GW.h
NT,solarWindGeothermal,reference,2008,0,GW.h
NU,solarWindGeothermal,reference,2008,0,GW.h
ON,solarWindGeothermal,reference,2008,1400,GW.h
PE,solarWindGeothermal,reference,2008,142,GW.h
QC,solarWindGeothermal,reference,2008,565,GW.h
SK,solarWindGeothermal,reference,2008,574,GW.h
YT,solarWindGeothermal,reference,2008,0.437,GW.h
AB,solarWindGeothermal,reference,2009,1558,GW.h
BC,solarWindGeothermal,reference,2009,34,GW.h
MB,solarWindGeothermal,reference,2009,365,GW.h
NB,solarWindGeothermal,reference,2009,270,GW.h
NL,solarWindGeothermal,reference,2009,102,GW.h
NS,solarWindGeothermal,reference,2009,154,GW.h
NT,solarWindGeothermal,reference,2009,0,GW.h
NU,solarWindGeothermal,reference,2009,0,GW.h
ON,solarWindGeothermal,reference,2009,2305,GW.h
PE,solarWindGeothermal,reference,2009,347,GW.h
QC,solarWindGeothermal,reference,2009,1322,GW.h
SK,solarWindGeothermal,reference,2009,579,GW.h
YT,solarWindGeothermal,reference,2009,0.228,GW.h
AB,solarWindGeothermal,reference,2010,1629,GW.h
BC,solarWindGeothermal,reference,2010,123,GW.h
MB,solarWindGeothermal,reference,2010,343,GW.h
NB,solarWindGeothermal,reference,2010,389,GW.h
NL,solarWindGeothermal,reference,2010,183,GW.h
NS,solarWindGeothermal,reference,2010,387,GW.h
NT,solarWindGeothermal,reference,2010,0,GW.h
NU,solarWindGeothermal,reference,2010,0,GW.h
ON,solarWindGeothermal,reference,2010,2923,GW.h
PE,solarWindGeothermal,reference,2010,458,GW.h
QC,solarWindGeothermal,reference,2010,1547,GW.h
SK,solarWindGeothermal,reference,2010,507,GW.h
YT,solarWindGeothermal,reference,2010,0.085,GW.h
AB,solarWindGeothermal,reference,2011,2372,GW.h
BC,solarWindGeothermal,reference,2011,485,GW.h
MB,solarWindGeothermal,reference,2011,747,GW.h
NB,solarWindGeothermal,reference,2011,693,GW.h
NL,solarWindGeothermal,reference,2011,198,GW.h
NS,solarWindGeothermal,reference,2011,782,GW.h
NT,solarWindGeothermal,reference,2011,0,GW.h
NU,solarWindGeothermal,reference,2011,0,GW.h
ON,solarWindGeothermal,reference,2011,4298,GW.h
PE,solarWindGeothermal,reference,2011,488,GW.h
QC,solarWindGeothermal,reference,2011,1400,GW.h
SK,solarWindGeothermal,reference,2011,682,GW.h
YT,solarWindGeothermal,reference,2011,0.402,GW.h
AB,solarWindGeothermal,reference,2012,2601,GW.h
BC,solarWindGeothermal,reference,2012,508,GW.h
MB,solarWindGeothermal,reference,2012,877,GW.h
NB,solarWindGeothermal,reference,2012,733,GW.h
NL,solarWindGeothermal,reference,2012,195,GW.h
NS,solarWindGeothermal,reference,2012,800,GW.h
NT,solarWindGeothermal,reference,2012,0,GW.h
NU,solarWindGeothermal,reference,2012,0,GW.h
ON,solarWindGeothermal,reference,2012,5442,GW.h
PE,solarWindGeothermal,reference,2012,468,GW.h
QC,solarWindGeothermal,reference,2012,2562,GW.h
SK,solarWindGeothermal,reference,2012,655,GW.h
YT,solarWindGeothermal,reference,2012,0.445,GW.h
AB,solarWindGeothermal,reference,2013,3058,GW.h
BC,solarWindGeothermal,reference,2013,860,GW.h
MB,solarWindGeothermal,reference,2013,868,GW.h
NB,solarWindGeothermal,reference,2013,737,GW.h
NL,solarWindGeothermal,reference,2013,192,GW.h
NS,solarWindGeothermal,reference,2013,765,GW.h
NT,solarWindGeothermal,reference,2013,1.6,GW.h
NU,solarWindGeothermal,reference,2013,0,GW.h
ON,solarWindGeothermal,reference,2013,6373,GW.h
PE,solarWindGeothermal,reference,2013,499,GW.h
QC,solarWindGeothermal,reference,2013,4721,GW.h
SK,solarWindGeothermal,reference,2013,646,GW.h
YT,solarWindGeothermal,reference,2013,0.277,GW.h
AB,solarWindGeothermal,reference,2014,3519.9483,GW.h
BC,solarWindGeothermal,reference,2014,1071.83,GW.h
MB,solarWindGeothermal,reference,2014,911.6136,GW.h
NB,solarWindGeothermal,reference,2014,786.0645,GW.h
NL,solarWindGeothermal,reference,2014,177.016,GW.h
NS,solarWindGeothermal,reference,2014,749.1212,GW.h
NT,solarWindGeothermal,reference,2014,5.6235,GW.h
NU,solarWindGeothermal,reference,2014,0,GW.h
ON,solarWindGeothermal,reference,2014,8616,GW.h
PE,solarWindGeothermal,reference,2014,595,GW.h
QC,solarWindGeothermal,reference,2014,6650.11,GW.h
SK,solarWindGeothermal,reference,2014,636.6847,GW.h
YT,solarWindGeothermal,reference,2014,0.2615,GW.h
AB,solarWindGeothermal,reference,2015,4089.9483,GW.h
BC,solarWindGeothermal,reference,2015,1208.2623,GW.h
MB,solarWindGeothermal,reference,2015,861.0392,GW.h
NB,solarWindGeothermal,reference,2015,737.0645,GW.h
NL,solarWindGeothermal,reference,2015,189.016,GW.h
NS,solarWindGeothermal,reference,2015,1066.093,GW.h
NT,solarWindGeothermal,reference,2015,6.3222,GW.h
NU,solarWindGeothermal,reference,2015,0,GW.h
ON,solarWindGeothermal,reference,2015,13201,GW.h
PE,solarWindGeothermal,reference,2015,587,GW.h
QC,solarWindGeothermal,reference,2015,8938.1084,GW.h
SK,solarWindGeothermal,reference,2015,684.6847,GW.h
YT,solarWindGeothermal,reference,2015,0.2688,GW.h
AB,solarWindGeothermal,reference,2016,4789.5843,GW.h
BC,solarWindGeothermal,reference,2016,675.6268,GW.h
MB,solarWindGeothermal,reference,2016,839.1365,GW.h
NB,solarWindGeothermal,reference,2016,774.4711,GW.h
NL,solarWindGeothermal,reference,2016,185.9286,GW.h
NS,solarWindGeothermal,reference,2016,1130.7565,GW.h
NT,solarWindGeothermal,reference,2016,9.7957,GW.h
NU,solarWindGeothermal,reference,2016,0.0876,GW.h
ON,solarWindGeothermal,reference,2016,15095.557,GW.h
PE,solarWindGeothermal,reference,2016,545.3879,GW.h
QC,solarWindGeothermal,reference,2016,8725.0887,GW.h
SK,solarWindGeothermal,reference,2016,734.8454,GW.h
YT,solarWindGeothermal,reference,2016,0.263,GW.h
AB,solarWindGeothermal,reference,2017,4792.923,GW.h
BC,solarWindGeothermal,reference,2017,1149.7276,GW.h
MB,solarWindGeothermal,reference,2017,739.9172,GW.h
NB,solarWindGeothermal,reference,2017,775.5824,GW.h
NL,solarWindGeothermal,reference,2017,179.5783,GW.h
NS,solarWindGeothermal,reference,2017,1122.2173,GW.h
NT,solarWindGeothermal,reference,2017,11.581,GW.h
NU,solarWindGeothermal,reference,2017,0.0876,GW.h
ON,solarWindGeothermal,reference,2017,15932.277,GW.h
PE,solarWindGeothermal,reference,2017,548.4825,GW.h
QC,solarWindGeothermal,reference,2017,9359.3429,GW.h
SK,solarWindGeothermal,reference,2017,1151.8285,GW.h
YT,solarWindGeothermal,reference,2017,0.2543,GW.h
AB,solarWindGeothermal,reference,2018,6016.1077,GW.h
BC,solarWindGeothermal,reference,2018,1309.9965,GW.h
MB,solarWindGeothermal,reference,2018,744.8532,GW.h
NB,solarWindGeothermal,reference,2018,776.3955,GW.h
NL,solarWindGeothermal,reference,2018,178.2433,GW.h
NS,solarWindGeothermal,reference,2018,1115.9844,GW.h
NT,solarWindGeothermal,reference,2018,13.0402,GW.h
NU,solarWindGeothermal,reference,2018,0.0876,GW.h
ON,solarWindGeothermal,reference,2018,17597.067,GW.h
PE,solarWindGeothermal,reference,2018,552.7057,GW.h
QC,solarWindGeothermal,reference,2018,10241.8337,GW.h
SK,solarWindGeothermal,reference,2018,1152.1638,GW.h
YT,solarWindGeothermal,reference,2018,0.2998,GW.h
AB,solarWindGeothermal,reference,2019,6771.1592,GW.h
BC,solarWindGeothermal,reference,2019,1324.2587,GW.h
MB,solarWindGeothermal,reference,2019,741.8618,GW.h
NB,solarWindGeothermal,reference,2019,777.4234,GW.h
NL,solarWindGeothermal,reference,2019,183.5128,GW.h
NS,solarWindGeothermal,reference,2019,1122.6377,GW.h
NT,solarWindGeothermal,reference,2019,13.9386,GW.h
NU,solarWindGeothermal,reference,2019,1.8272,GW.h
ON,solarWindGeothermal,reference,2019,18318.478,GW.h
PE,solarWindGeothermal,reference,2019,557.7653,GW.h
QC,solarWindGeothermal,reference,2019,10927.0467,GW.h
SK,solarWindGeothermal,reference,2019,1187.4887,GW.h
YT,solarWindGeothermal,reference,2019,0.3862,GW.h
AB,solarWindGeothermal,reference,2020,6091.346,GW.h
BC,solarWindGeothermal,reference,2020,1325.649,GW.h
MB,solarWindGeothermal,reference,2020,726.4577,GW.h
NB,solarWindGeothermal,reference,2020,860.436,GW.h
NL,solarWindGeothermal,reference,2020,182.3327,GW.h
NS,solarWindGeothermal,reference,2020,1171.8302,GW.h
NT,solarWindGeothermal,reference,2020,18.5759,GW.h
NU,solarWindGeothermal,reference,2020,0.0938,GW.h
ON,solarWindGeothermal,reference,2020,18944.136,GW.h
PE,solarWindGeothermal,reference,2020,647.7317,GW.h
QC,solarWindGeothermal,reference,2020,11271.3757,GW.h
SK,solarWindGeothermal,reference,2020,1528.0302,GW.h
YT,solarWindGeothermal,reference,2020,0.3915,GW.h
AB,solarWindGeothermal,reference,2021,7178.2323,GW.h
BC,solarWindGeothermal,reference,2021,1319.2341,GW.h
MB,solarWindGeothermal,reference,2021,850.492,GW.h
NB,solarWindGeothermal,reference,2021,861.9289,GW.h
NL,solarWindGeothermal,reference,2021,182.6982,GW.h
NS,solarWindGeothermal,reference,2021,1182.1131,GW.h
NT,solarWindGeothermal,reference,2021,19.8923,GW.h
NU,solarWindGeothermal,reference,2021,0.1051,GW.h
ON,solarWindGeothermal,reference,2021,19555.095,GW.h
PE,solarWindGeothermal,reference,2021,652.9563,GW.h
QC,solarWindGeothermal,reference,2021,11313.4943,GW.h
SK,solarWindGeothermal,reference,2021,1563.664,GW.h
YT,solarWindGeothermal,reference,2021,0.3977,GW.h
AB,solarWindGeothermal,reference,2022,8269.423,GW.h
BC,solarWindGeothermal,reference,2022,1327.7483,GW.h
MB,solarWindGeothermal,reference,2022,943.8777,GW.h
NB,solarWindGeothermal,reference,2022,863.7938,GW.h
NL,solarWindGeothermal,reference,2022,183.9381,GW.h
NS,solarWindGeothermal,reference,2022,1185.0902,GW.h
NT,solarWindGeothermal,reference,2022,21.3849,GW.h
NU,solarWindGeothermal,reference,2022,0.1226,GW.h
ON,solarWindGeothermal,reference,2022,20234.948,GW.h
PE,solarWindGeothermal,reference,2022,655.5268,GW.h
QC,solarWindGeothermal,reference,2022,11486.9131,GW.h
SK,solarWindGeothermal,reference,2022,1895.8483,GW.h
YT,solarWindGeothermal,reference,2022,0.4052,GW.h
AB,solarWindGeothermal,reference,2023,9354.2727,GW.h
BC,solarWindGeothermal,reference,2023,1483.0372,GW.h
MB,solarWindGeothermal,reference,2023,947.2391,GW.h
NB,solarWindGeothermal,reference,2023,866.0302,GW.h
NL,solarWindGeothermal,reference,2023,184.5792,GW.h
NS,solarWindGeothermal,reference,2023,1184.5741,GW.h
NT,solarWindGeothermal,reference,2023,17.8438,GW.h
NU,solarWindGeothermal,reference,2023,0.1443,GW.h
ON,solarWindGeothermal,reference,2023,20962.091,GW.h
PE,solarWindGeothermal,reference,2023,661.8314,GW.h
QC,solarWindGeothermal,reference,2023,11615.2895,GW.h
SK,solarWindGeothermal,reference,2023,1897.1228,GW.h
YT,solarWindGeothermal,reference,2023,0.3524,GW.h
