province,source,scenario,year,value,unit
YT,hydro,reference,2011,388.067,GW.h
AB,hydro,reference,2012,2319,GW.h
BC,hydro,reference,2012,64477.04,GW.h
MB,hydro,reference,2012,32185,GW.h
NB,hydro,reference,2012,2957.281,GW.h
NL,hydro,reference,2012,42202.52,GW.h
NS,hydro,reference,2012,851.497,GW.h
NT,hydro,reference,2012,252.699,GW.h
NU,hydro,reference,2012,0,GW.h
ON,hydro,reference,2012,33887,GW.h
PE,hydro,reference,2012,0,GW.h
QC,hydro,reference,2012,191955.4,GW.h
SK,hydro,reference,2012,4240,GW.h
YT,hydro,reference,2012,430.194,GW.h
AB,hydro,reference,2013,2028,GW.h
BC,hydro,reference,2013,58666.27,GW.h
MB,hydro,reference,2013,35337,GW.h
NB,hydro,reference,2013,3410.312,GW.h
NL,hydro,reference,2013,41441.68,GW.h
NS,hydro,reference,2013,1005.758,GW.h
NT,hydro,reference,2013,262.683,GW.h
NU,hydro,reference,2013,0,GW.h
ON,hydro,reference,2013,37936,GW.h
PE,hydro,reference,2013,0,GW.h
QC,hydro,reference,2013,202512.3,GW.h
SK,hydro,reference,2013,4449,GW.h
YT,hydro,reference,2013,347.187,GW.h
AB,hydro,reference,2014,1821.377,GW.h
BC,hydro,reference,2014,57572.87,GW.h
MB,hydro,reference,2014,34494.88,GW.h
NB,hydro,reference,2014,2963.114,GW.h
NL,hydro,reference,2014,39047.83,GW.h
NS,hydro,reference,2014,1128.686,GW.h
NT,hydro,reference,2014,233.916,GW.h
NU,hydro,reference,2014,0,GW.h
ON,hydro,reference,2014,39199.48,GW.h
PE,hydro,reference,2014,0,GW.h
QC,hydro,reference,2014,197207.4,GW.h
SK,hydro,reference,2014,4706.09,GW.h
YT,hydro,reference,2014,410.668,GW.h
AB,hydro,reference,2015,1977.46,GW.h
BC,hydro,reference,2015,65025.29,GW.h
MB,hydro,reference,2015,34773.94,GW.h
NB,hydro,reference,2015,2615.121,GW.h
NL,hydro,reference,2015,39700.55,GW.h
NS,hydro,reference,2015,1013.905,GW.h
NT,hydro,reference,2015,164.067,GW.h
NU,hydro,reference,2015,0,GW.h
ON,hydro,reference,2015,35043.46,GW.h
PE,hydro,reference,2015,0,GW.h
QC,hydro,reference,2015,194351.5,GW.h
SK,hydro,reference,2015,3425.611,GW.h
YT,hydro,reference,2015,421.696,GW.h
AB,hydro,reference,2016,2281.722,GW.h
BC,hydro,reference,2016,65524.33,GW.h
MB,hydro,reference,2016,35599.45,GW.h
NB,hydro,reference,2016,3134.078,GW.h
NL,hydro,reference,2016,39482.62,GW.h
NS,hydro,reference,2016,870.967,GW.h
NT,hydro,reference,2016,255.14,GW.h
NU,hydro,reference,2016,0,GW.h
ON,hydro,reference,2016,33856.66,GW.h
PE,hydro,reference,2016,0,GW.h
QC,hydro,reference,2016,197243.2,GW.h
SK,hydro,reference,2016,3284.769,GW.h
YT,hydro,reference,2016,419.461,GW.h
AB,hydro,reference,2017,2281.639,GW.h
BC,hydro,reference,2017,66654.21,GW.h
MB,hydro,reference,2017,35599.45,GW.h
NB,hydro,reference,2017,3280.96,GW.h
NL,hydro,reference,2017,38323.29,GW.h
NS,hydro,reference,2017,873.0132,GW.h
NT,hydro,reference,2017,255.162,GW.h
NU,hydro,reference,2017,0,GW.h
ON,hydro,reference,2017,35022.13,GW.h
PE,hydro,reference,2017,0,GW.h
QC,hydro,reference,2017,197459.5,GW.h
SK,hydro,reference,2017,3284.784,GW.h
YT,hydro,reference,2017,408.7515,GW.h
AB,hydro,reference,2018,2281.688,GW.h
BC,hydro,reference,2018,66937.92,GW.h
MB,hydro,reference,2018,35599.44,GW.h
NB,hydro,reference,2018,3280.932,GW.h
NL,hydro,reference,2018,38203.27,GW.h
NS,hydro,reference,2018,872.9704,GW.h
NT,hydro,reference,2018,259.5027,GW.h
NU,hydro,reference,2018,0,GW.h
ON,hydro,reference,2018,35022.15,GW.h
PE,hydro,reference,2018,0,GW.h
QC,hydro,reference,2018,199632.9,GW.h
SK,hydro,reference,2018,3284.755,GW.h
YT,hydro,reference,2018,413.1467,GW.h
AB,hydro,reference,2019,2281.688,GW.h
BC,hydro,reference,2019,67038.74,GW.h
MB,hydro,reference,2019,35599.43,GW.h
NB,hydro,reference,2019,3280.948,GW.h
NL,hydro,reference,2019,38168.35,GW.h
NS,hydro,reference,2019,872.9869,GW.h
NT,hydro,reference,2019,259.5059,GW.h
NU,hydro,reference,2019,0,GW.h
ON,hydro,reference,2019,35201.25,GW.h
PE,hydro,reference,2019,0,GW.h
QC,hydro,reference,2019,196381.3,GW.h
SK,hydro,reference,2019,3284.761,GW.h
YT,hydro,reference,2019,422.9979,GW.h
AB,hydro,reference,2020,2281.733,GW.h
BC,hydro,reference,2020,67985.66,GW.h
MB,hydro,reference,2020,38132.82,GW.h
NB,hydro,reference,2020,3280.938,GW.h
NL,hydro,reference,2020,42337.19,GW.h
NS,hydro,reference,2020,872.9869,GW.h
NT,hydro,reference,2020,259.5062,GW.h
NU,hydro,reference,2020,0,GW.h
ON,hydro,reference,2020,35201.39,GW.h
PE,hydro,reference,2020,0,GW.h
QC,hydro,reference,2020,196901.5,GW.h
SK,hydro,reference,2020,3284.759,GW.h
YT,hydro,reference,2020,421.8545,GW.h
AB,hydro,reference,2021,2281.779,GW.h
BC,hydro,reference,2021,68465.77,GW.h
MB,hydro,reference,2021,40032.89,GW.h
NB,hydro,reference,2021,3280.919,GW.h
NL,hydro,reference,2021,42346.3,GW.h
NS,hydro,reference,2021,872.9809,GW.h
NT,hydro,reference,2021,259.4933,GW.h
NU,hydro,reference,2021,0,GW.h
ON,hydro,reference,2021,35380.51,GW.h
PE,hydro,reference,2021,0,GW.h
QC,hydro,reference,2021,198109.5,GW.h
SK,hydro,reference,2021,3518.888,GW.h
YT,hydro,reference,2021,418.2387,GW.h
AB,hydro,reference,2022,2281.658,GW.h
BC,hydro,reference,2022,69303.35,GW.h
MB,hydro,reference,2022,40032.84,GW.h
NB,hydro,reference,2022,3280.948,GW.h
NL,hydro,reference,2022,42333.57,GW.h
NS,hydro,reference,2022,972.1987,GW.h
NT,hydro,reference,2022,299.6444,GW.h
NU,hydro,reference,2022,0,GW.h
ON,hydro,reference,2022,35380.55,GW.h
PE,hydro,reference,2022,0,GW.h
QC,hydro,reference,2022,198981.9,GW.h
SK,hydro,reference,2022,3518.942,GW.h
YT,hydro,reference,2022,436.9709,GW.h
AB,hydro,reference,2023,2281.744,GW.h
BC,hydro,reference,2023,69957.06,GW.h
MB,hydro,reference,2023,40032.88,GW.h
NB,hydro,reference,2023,3280.932,GW.h
NL,hydro,reference,2023,42311.95,GW.h
NS,hydro,reference,2023,972.2083,GW.h
NT,hydro,reference,2023,302.4008,GW.h
NU,hydro,reference,2023,0,GW.h
ON,hydro,reference,2023,35575.14,GW.h
PE,hydro,reference,2023,0,GW.h
QC,hydro,reference,2023,199148.6,GW.h
SK,hydro,reference,2023,3518.899,GW.h
YT,hydro,reference,2023,433.1192,GW.h
AB,hydro,reference,2024,2281.656,GW.h
BC,hydro,reference,2024,70206.76,GW.h
MB,hydro,reference,2024,40032.88,GW.h
NB,hydro,reference,2024,3280.937,GW.h
NL,hydro,reference,2024,42280.05,GW.h
NS,hydro,reference,2024,972.2303,GW.h
NT,hydro,reference,2024,295.4024,GW.h
NU,hydro,reference,2024,0,GW.h
ON,hydro,reference,2024,35559.72,GW.h
PE,hydro,reference,2024,0,GW.h
QC,hydro,reference,2024,198650.1,GW.h
SK,hydro,reference,2024,3518.922,GW.h
YT,hydro,reference,2024,426.9481,GW.h
AB,hydro,reference,2025,2281.7,GW.h
BC,hydro,reference,2025,73583.36,GW.h
MB,hydro,reference,2025,40032.88,GW.h
NB,hydro,reference,2025,3280.926,GW.h
NL,hydro,reference,2025,42301.71,GW.h
NS,hydro,reference,2025,1061.52,GW.h
NT,hydro,reference,2025,292.759,GW.h
NU,hydro,reference,2025,0,GW.h
ON,hydro,reference,2025,35754.23,GW.h
PE,hydro,reference,2025,0,GW.h
QC,hydro,reference,2025,199087.8,GW.h
SK,hydro,reference,2025,3622.04,GW.h
YT,hydro,reference,2025,398.7458,GW.h
AB,hydro,reference,2026,2303.809,GW.h
BC,hydro,reference,2026,74271.54,GW.h
MB,hydro,reference,2026,40032.87,GW.h
NB,hydro,reference,2026,3280.948,GW.h
NL,hydro,reference,2026,42304.43,GW.h
NS,hydro,reference,2026,1141.882,GW.h
NT,hydro,reference,2026,293.3714,GW.h
NU,hydro,reference,2026,0,GW.h
ON,hydro,reference,2026,35754.19,GW.h
PE,hydro,reference,2026,0,GW.h
QC,hydro,reference,2026,199169.1,GW.h
SK,hydro,reference,2026,3622.062,GW.h
YT,hydro,reference,2026,392.5248,GW.h
AB,hydro,reference,2027,2323.803,GW.h
BC,hydro,reference,2027,74583.3,GW.h
MB,hydro,reference,2027,42832.84,GW.h
NB,hydro,reference,2027,3280.925,GW.h
NL,hydro,reference,2027,42302.95,GW.h
NS,hydro,reference,2027,1141.894,GW.h
NT,hydro,reference,2027,291.6464,GW.h
NU,hydro,reference,2027,0,GW.h
ON,hydro,reference,2027,35933.23,GW.h
PE,hydro,reference,2027,0,GW.h
QC,hydro,reference,2027,199301.1,GW.h
SK,hydro,reference,2027,3622.052,GW.h
YT,hydro,reference,2027,398.3455,GW.h
AB,hydro,reference,2028,2766.516,GW.h
BC,hydro,reference,2028,76851.88,GW.h
MB,hydro,reference,2028,42832.84,GW.h
NB,hydro,reference,2028,3280.938,GW.h
NL,hydro,reference,2028,42198.98,GW.h
NS,hydro,reference,2028,1141.894,GW.h
NT,hydro,reference,2028,289.951,GW.h
NU,hydro,reference,2028,0,GW.h
ON,hydro,reference,2028,35914.46,GW.h
PE,hydro,reference,2028,0,GW.h
QC,hydro,reference,2028,200686.2,GW.h
SK,hydro,reference,2028,3622.052,GW.h
YT,hydro,reference,2028,399.8341,GW.h
AB,hydro,reference,2029,3191.392,GW.h
BC,hydro,reference,2029,76937.54,GW.h
MB,hydro,reference,2029,47092.11,GW.h
NB,hydro,reference,2029,3280.927,GW.h
NL,hydro,reference,2029,42234.48,GW.h
NS,hydro,reference,2029,1141.868,GW.h
NT,hydro,reference,2029,303.2294,GW.h
NU,hydro,reference,2029,0,GW.h
ON,hydro,reference,2029,36112.3,GW.h
PE,hydro,reference,2029,0,GW.h
QC,hydro,reference,2029,202011.6,GW.h
SK,hydro,reference,2029,3622.057,GW.h
YT,hydro,reference,2029,396.2484,GW.h
AB,hydro,reference,2030,3616.155,GW.h
BC,hydro,reference,2030,77393.15,GW.h
MB,hydro,reference,2030,47092.05,GW.h
NB,hydro,reference,2030,3280.942,GW.h
NL,hydro,reference,2030,42264.88,GW.h
NS,hydro,reference,2030,1141.87,GW.h
NT,hydro,reference,2030,297.9601,GW.h
NU,hydro,reference,2030,0,GW.h
ON,hydro,reference,2030,36093.64,GW.h
PE,hydro,reference,2030,0,GW.h
QC,hydro,reference,2030,202836.8,GW.h
SK,hydro,reference,2030,3622.087,GW.h
YT,hydro,reference,2030,390.4103,GW.h
AB,hydro,reference,2031,3616.256,GW.h
BC,hydro,reference,2031,77724.33,GW.h
MB,hydro,reference,2031,47092.05,GW.h
NB,hydro,reference,2031,3280.949,GW.h
NL,hydro,reference,2031,42281.66,GW.h
NS,hydro,reference,2031,1141.87,GW.h
NT,hydro,reference,2031,295.7523,GW.h
NU,hydro,reference,2031,0,GW.h
ON,hydro,reference,2031,36291.34,GW.h
PE,hydro,reference,2031,0,GW.h
QC,hydro,reference,2031,205999.3,GW.h
SK,hydro,reference,2031,3622.066,GW.h
YT,hydro,reference,2031,391.573,GW.h
AB,hydro,reference,2032,3616.21,GW.h
BC,hydro,reference,2032,77969.59,GW.h
MB,hydro,reference,2032,47092.05,GW.h
NB,hydro,reference,2032,3280.942,GW.h
NL,hydro,reference,2032,42292.22,GW.h
NS,hydro,reference,2032,1141.883,GW.h
NT,hydro,reference,2032,293.5822,GW.h
NU,hydro,reference,2032,0,GW.h
ON,hydro,reference,2032,36272.82,GW.h
PE,hydro,reference,2032,0,GW.h
QC,hydro,reference,2032,206071.2,GW.h
SK,hydro,reference,2032,3725.22,GW.h
YT,hydro,reference,2032,398.2314,GW.h
AB,hydro,reference,2033,3616.248,GW.h
BC,hydro,reference,2033,78231.48,GW.h
MB,hydro,reference,2033,47092.07,GW.h
NB,hydro,reference,2033,3280.924,GW.h
NL,hydro,reference,2033,42286.15,GW.h
NS,hydro,reference,2033,1141.876,GW.h
NT,hydro,reference,2033,291.3851,GW.h
NU,hydro,reference,2033,0,GW.h
ON,hydro,reference,2033,36541.43,GW.h
PE,hydro,reference,2033,0,GW.h
QC,hydro,reference,2033,206784.3,GW.h
SK,hydro,reference,2033,3725.224,GW.h
YT,hydro,reference,2033,399.4392,GW.h
AB,hydro,reference,2034,3616.282,GW.h
BC,hydro,reference,2034,78490.12,GW.h
MB,hydro,reference,2034,47092.07,GW.h
NB,hydro,reference,2034,3280.934,GW.h
NL,hydro,reference,2034,42280.7,GW.h
NS,hydro,reference,2034,1141.882,GW.h
NT,hydro,reference,2034,289.3059,GW.h
NU,hydro,reference,2034,0,GW.h
ON,hydro,reference,2034,36541.52,GW.h
PE,hydro,reference,2034,0,GW.h
QC,hydro,reference,2034,205389.3,GW.h
SK,hydro,reference,2034,3725.204,GW.h
YT,hydro,reference,2034,382.8837,GW.h
AB,hydro,reference,2035,3616.27,GW.h
BC,hydro,reference,2035,78729.37,GW.h
MB,hydro,reference,2035,47092.07,GW.h
NB,hydro,reference,2035,3280.938,GW.h
NL,hydro,reference,2035,42266.15,GW.h
NS,hydro,reference,2035,1141.874,GW.h
NT,hydro,reference,2035,286.0874,GW.h
NU,hydro,reference,2035,0,GW.h
ON,hydro,reference,2035,36720.63,GW.h
PE,hydro,reference,2035,0,GW.h
QC,hydro,reference,2035,205576.8,GW.h
SK,hydro,reference,2035,3725.228,GW.h
YT,hydro,reference,2035,386.0711,GW.h
AB,hydro,reference,2036,3616.264,GW.h
BC,hydro,reference,2036,78865.96,GW.h
MB,hydro,reference,2036,47092.07,GW.h
NB,hydro,reference,2036,3280.956,GW.h
NL,hydro,reference,2036,42265.16,GW.h
NS,hydro,reference,2036,1141.87,GW.h
NT,hydro,reference,2036,283.7904,GW.h
NU,hydro,reference,2036,0,GW.h
ON,hydro,reference,2036,36718.66,GW.h
PE,hydro,reference,2036,0,GW.h
QC,hydro,reference,2036,205461.6,GW.h
SK,hydro,reference,2036,3725.212,GW.h
YT,hydro,reference,2036,386.1482,GW.h
AB,hydro,reference,2037,3616.171,GW.h
BC,hydro,reference,2037,78930.61,GW.h
MB,hydro,reference,2037,47092.05,GW.h
NB,hydro,reference,2037,3280.932,GW.h
NL,hydro,reference,2037,42258.27,GW.h
NS,hydro,reference,2037,1141.891,GW.h
NT,hydro,reference,2037,281.5335,GW.h
NU,hydro,reference,2037,0,GW.h
ON,hydro,reference,2037,36987.22,GW.h
PE,hydro,reference,2037,0,GW.h
QC,hydro,reference,2037,206070.4,GW.h
SK,hydro,reference,2037,3725.236,GW.h
YT,hydro,reference,2037,388.4554,GW.h
AB,hydro,reference,2038,3616.264,GW.h
BC,hydro,reference,2038,78971.57,GW.h
MB,hydro,reference,2038,47092.04,GW.h
NB,hydro,reference,2038,3280.959,GW.h
NL,hydro,reference,2038,42260.66,GW.h
NS,hydro,reference,2038,1141.882,GW.h
NT,hydro,reference,2038,279.3114,GW.h
NU,hydro,reference,2038,0,GW.h
ON,hydro,reference,2038,36987.28,GW.h
PE,hydro,reference,2038,0,GW.h
QC,hydro,reference,2038,206431.9,GW.h
SK,hydro,reference,2038,3725.24,GW.h
YT,hydro,reference,2038,388.5732,GW.h
AB,hydro,reference,2039,3616.262,GW.h
BC,hydro,reference,2039,79011.37,GW.h
MB,hydro,reference,2039,47092.04,GW.h
NB,hydro,reference,2039,3280.922,GW.h
NL,hydro,reference,2039,42260.21,GW.h
NS,hydro,reference,2039,1141.868,GW.h
NT,hydro,reference,2039,276.9588,GW.h
NU,hydro,reference,2039,0,GW.h
ON,hydro,reference,2039,37166.3,GW.h
PE,hydro,reference,2039,0,GW.h
QC,hydro,reference,2039,206710.7,GW.h
SK,hydro,reference,2039,3725.198,GW.h
YT,hydro,reference,2039,389.4069,GW.h
AB,hydro,reference,2040,3616.167,GW.h
BC,hydro,reference,2040,78942.09,GW.h
MB,hydro,reference,2040,47092.04,GW.h
NB,hydro,reference,2040,3280.912,GW.h
NL,hydro,reference,2040,42252.28,GW.h
NS,hydro,reference,2040,1141.888,GW.h
NT,hydro,reference,2040,272.6847,GW.h
NU,hydro,reference,2040,0,GW.h
ON,hydro,reference,2040,37186.61,GW.h
PE,hydro,reference,2040,0,GW.h
QC,hydro,reference,2040,206793.5,GW.h
SK,hydro,reference,2040,3725.2,GW.h
YT,hydro,reference,2040,390.3574,GW.h
AB,hydro,technology,2005,2316,GW.h
BC,hydro,technology,2005,60327,GW.h
MB,hydro,technology,2005,36440,GW.h
NB,hydro,technology,2005,3875,GW.h
NL,hydro,technology,2005,40741.37,GW.h
NS,hydro,technology,2005,926.0648,GW.h
NT,hydro,technology,2005,250.247,GW.h
NU,hydro,technology,2005,0,GW.h
ON,hydro,technology,2005,35480,GW.h
PE,hydro,technology,2005,0,GW.h
QC,hydro,technology,2005,173112.6,GW.h
SK,hydro,technology,2005,4573,GW.h
YT,hydro,technology,2005,330.633,GW.h
AB,hydro,technology,2006,1966,GW.h
BC,hydro,technology,2006,53902.91,GW.h
MB,hydro,technology,2006,33651,GW.h
NB,hydro,technology,2006,3731,GW.h
NL,hydro,technology,2006,41953.37,GW.h
NS,hydro,technology,2006,926.0649,GW.h
NT,hydro,technology,2006,250.247,GW.h
NU,hydro,technology,2006,0,GW.h
ON,hydro,technology,2006,36031.99,GW.h
PE,hydro,technology,2006,0,GW.h
QC,hydro,technology,2006,172347.6,GW.h
SK,hydro,technology,2006,4032,GW.h
YT,hydro,technology,2006,330.633,GW.h
AB,hydro,technology,2007,2113,GW.h
BC,hydro,technology,2007,64015.8,GW.h
MB,hydro,technology,2007,33513,GW.h
NB,hydro,technology,2007,2793.761,GW.h
NL,hydro,technology,2007,40291.38,GW.h
NS,hydro,technology,2007,926.0648,GW.h
NT,hydro,technology,2007,250.247,GW.h
NU,hydro,technology,2007,0,GW.h
ON,hydro,technology,2007,34315,GW.h
PE,hydro,technology,2007,0,GW.h
QC,hydro,technology,2007,180856.6,GW.h
SK,hydro,technology,2007,4393,GW.h
YT,hydro,technology,2007,330.633,GW.h
AB,hydro,technology,2008,2150,GW.h
BC,hydro,technology,2008,58525.63,GW.h
MB,hydro,technology,2008,34588,GW.h
NB,hydro,technology,2008,3536.094,GW.h
NL,hydro,technology,2008,41897.25,GW.h
NS,hydro,technology,2008,1096.663,GW.h
NT,hydro,technology,2008,246.575,GW.h
NU,hydro,technology,2008,0,GW.h
ON,hydro,technology,2008,39614.99,GW.h
PE,hydro,technology,2008,0,GW.h
QC,hydro,technology,2008,187783.8,GW.h
SK,hydro,technology,2008,4030,GW.h
YT,hydro,technology,2008,348.294,GW.h
AB,hydro,technology,2009,1695,GW.h
BC,hydro,technology,2009,56298.4,GW.h
MB,hydro,technology,2009,33549,GW.h
NB,hydro,technology,2009,2964.241,GW.h
NL,hydro,technology,2009,36728,GW.h
NS,hydro,technology,2009,1074.14,GW.h
NT,hydro,technology,2009,253.952,GW.h
NU,hydro,technology,2009,0,GW.h
ON,hydro,technology,2009,39685.01,GW.h
PE,hydro,technology,2009,0,GW.h
QC,hydro,technology,2009,189423,GW.h
SK,hydro,technology,2009,2962,GW.h
YT,hydro,technology,2009,379.056,GW.h
AB,hydro,technology,2010,1620,GW.h
BC,hydro,technology,2010,53970.88,GW.h
MB,hydro,technology,2010,33269,GW.h
NB,hydro,technology,2010,3325.349,GW.h
NL,hydro,technology,2010,40286.8,GW.h
NS,hydro,technology,2010,1007.811,GW.h
NT,hydro,technology,2010,219.758,GW.h
NU,hydro,technology,2010,0,GW.h
ON,hydro,technology,2010,32555,GW.h
PE,hydro,technology,2010,0,GW.h
QC,hydro,technology,2010,177402.2,GW.h
SK,hydro,technology,2010,3866,GW.h
YT,hydro,technology,2010,380.431,GW.h
AB,hydro,technology,2011,2036,GW.h
BC,hydro,technology,2011,60772.07,GW.h
MB,hydro,technology,2011,34206,GW.h
NB,hydro,technology,2011,3921.287,GW.h
NL,hydro,technology,2011,40033.37,GW.h
NS,hydro,technology,2011,1112.474,GW.h
NT,hydro,technology,2011,260.344,GW.h
NU,hydro,technology,2011,0,GW.h
ON,hydro,technology,2011,34907,GW.h
PE,hydro,technology,2011,0,GW.h
QC,hydro,technology,2011,189675.6,GW.h
SK,hydro,technology,2011,4641,GW.h
YT,hydro,technology,2011,388.067,GW.h
AB,hydro,technology,2012,2319,GW.h
BC,hydro,technology,2012,64477.04,GW.h
MB,hydro,technology,2012,32185,GW.h
NB,hydro,technology,2012,2957.281,GW.h
NL,hydro,technology,2012,42202.52,GW.h
NS,hydro,technology,2012,851.497,GW.h
NT,hydro,technology,2012,252.699,GW.h
NU,hydro,technology,2012,0,GW.h
ON,hydro,technology,2012,33887,GW.h
PE,hydro,technology,2012,0,GW.h
QC,hydro,technology,2012,191955.4,GW.h
SK,hydro,technology,2012,4240,GW.h
YT,hydro,technology,2012,430.194,GW.h
AB,hydro,technology,2013,2028,GW.h
BC,hydro,technology,2013,58666.27,GW.h
MB,hydro,technology,2013,35337,GW.h
NB,hydro,technology,2013,3410.312,GW.h
NL,hydro,technology,2013,41441.68,GW.h
NS,hydro,technology,2013,1005.758,GW.h
NT,hydro,technology,2013,262.683,GW.h
NU,hydro,technology,2013,0,GW.h
ON,hydro,technology,2013,37936,GW.h
PE,hydro,technology,2013,0,GW.h
QC,hydro,technology,2013,202512.3,GW.h
SK,hydro,technology,2013,4449,GW.h
YT,hydro,technology,2013,347.187,GW.h
AB,hydro,technology,2014,1821.377,GW.h
BC,hydro,technology,2014,57572.87,GW.h
MB,hydro,technology,2014,34494.88,GW.h
NB,hydro,technology,2014,2963.114,GW.h
NL,hydro,technology,2014,39047.83,GW.h
NS,hydro,technology,2014,1128.686,GW.h
NT,hydro,technology,2014,233.916,GW.h
NU,hydro,technology,2014,0,GW.h
ON,hydro,technology,2014,39199.48,GW.h
PE,hydro,technology,2014,0,GW.h
QC,hydro,technology,2014,197207.4,GW.h
SK,hydro,technology,2014,4706.09,GW.h
YT,hydro,technology,2014,410.668,GW.h
AB,hydro,technology,2015,1977.46,GW.h
BC,hydro,technology,2015,65025.29,GW.h
MB,hydro,technology,2015,34773.94,GW.h
NB,hydro,technology,2015,2615.121,GW.h
NL,hydro,technology,2015,39700.55,GW.h
NS,hydro,technology,2015,1013.905,GW.h
NT,hydro,technology,2015,164.067,GW.h
NU,hydro,technology,2015,0,GW.h
ON,hydro,technology,2015,35043.46,GW.h
PE,hydro,technology,2015,0,GW.h
QC,hydro,technology,2015,194351.5,GW.h
SK,hydro,technology,2015,3425.611,GW.h
YT,hydro,technology,2015,421.696,GW.h
AB,hydro,technology,2016,2281.722,GW.h
BC,hydro,technology,2016,65524.33,GW.h
MB,hydro,technology,2016,35599.45,GW.h
NB,hydro,technology,2016,3134.078,GW.h
NL,hydro,technology,2016,39482.62,GW.h
NS,hydro,technology,2016,870.967,GW.h
NT,hydro,technology,2016,255.14,GW.h
NU,hydro,technology,2016,0,GW.h
ON,hydro,technology,2016,33856.66,GW.h
PE,hydro,technology,2016,0,GW.h
QC,hydro,technology,2016,197243.2,GW.h
SK,hydro,technology,2016,3284.769,GW.h
YT,hydro,technology,2016,419.461,GW.h
AB,hydro,technology,2017,2281.637,GW.h
BC,hydro,technology,2017,66883.91,GW.h
MB,hydro,technology,2017,35599.44,GW.h
NB,hydro,technology,2017,3280.965,GW.h
NL,hydro,technology,2017,38323.36,GW.h
NS,hydro,technology,2017,873.0049,GW.h
NT,hydro,technology,2017,255.1621,GW.h
NU,hydro,technology,2017,0,GW.h
ON,hydro,technology,2017,35022.12,GW.h
PE,hydro,technology,2017,0,GW.h
QC,hydro,technology,2017,197251.4,GW.h
SK,hydro,technology,2017,3284.74,GW.h
YT,hydro,technology,2017,407.6153,GW.h
AB,hydro,technology,2018,2281.692,GW.h
BC,hydro,technology,2018,67581.82,GW.h
MB,hydro,technology,2018,35599.45,GW.h
NB,hydro,technology,2018,3280.94,GW.h
NL,hydro,technology,2018,38190.44,GW.h
NS,hydro,technology,2018,872.9866,GW.h
NT,hydro,technology,2018,259.5027,GW.h
NU,hydro,technology,2018,0,GW.h
ON,hydro,technology,2018,35022.13,GW.h
PE,hydro,technology,2018,0,GW.h
QC,hydro,technology,2018,199574,GW.h
SK,hydro,technology,2018,3284.738,GW.h
YT,hydro,technology,2018,412.213,GW.h
AB,hydro,technology,2019,2281.709,GW.h
BC,hydro,technology,2019,67909.73,GW.h
MB,hydro,technology,2019,35599.44,GW.h
NB,hydro,technology,2019,3280.912,GW.h
NL,hydro,technology,2019,38145.84,GW.h
NS,hydro,technology,2019,872.9941,GW.h
NT,hydro,technology,2019,259.498,GW.h
NU,hydro,technology,2019,0,GW.h
ON,hydro,technology,2019,35201.24,GW.h
PE,hydro,technology,2019,0,GW.h
QC,hydro,technology,2019,195857,GW.h
SK,hydro,technology,2019,3284.741,GW.h
YT,hydro,technology,2019,419.0777,GW.h
AB,hydro,technology,2020,2281.717,GW.h
BC,hydro,technology,2020,68766.84,GW.h
MB,hydro,technology,2020,38132.83,GW.h
NB,hydro,technology,2020,3280.936,GW.h
NL,hydro,technology,2020,42278.35,GW.h
NS,hydro,technology,2020,873.0024,GW.h
NT,hydro,technology,2020,259.4965,GW.h
NU,hydro,technology,2020,0,GW.h
ON,hydro,technology,2020,35201.34,GW.h
PE,hydro,technology,2020,0,GW.h
QC,hydro,technology,2020,195940.6,GW.h
SK,hydro,technology,2020,3284.761,GW.h
YT,hydro,technology,2020,420.7867,GW.h
AB,hydro,technology,2021,2281.766,GW.h
BC,hydro,technology,2021,69286.56,GW.h
MB,hydro,technology,2021,40032.89,GW.h
NB,hydro,technology,2021,3280.929,GW.h
NL,hydro,technology,2021,42267.5,GW.h
NS,hydro,technology,2021,872.9822,GW.h
NT,hydro,technology,2021,259.4897,GW.h
NU,hydro,technology,2021,0,GW.h
ON,hydro,technology,2021,35380.44,GW.h
PE,hydro,technology,2021,0,GW.h
QC,hydro,technology,2021,196860.1,GW.h
SK,hydro,technology,2021,3518.923,GW.h
YT,hydro,technology,2021,414.5063,GW.h
AB,hydro,technology,2022,2281.754,GW.h
BC,hydro,technology,2022,70082.87,GW.h
MB,hydro,technology,2022,40032.9,GW.h
NB,hydro,technology,2022,3280.947,GW.h
NL,hydro,technology,2022,42233.07,GW.h
NS,hydro,technology,2022,972.2034,GW.h
NT,hydro,technology,2022,291.0901,GW.h
NU,hydro,technology,2022,0,GW.h
ON,hydro,technology,2022,35380.49,GW.h
PE,hydro,technology,2022,0,GW.h
QC,hydro,technology,2022,198255.2,GW.h
SK,hydro,technology,2022,3518.935,GW.h
YT,hydro,technology,2022,435.2622,GW.h
AB,hydro,technology,2023,2281.734,GW.h
BC,hydro,technology,2023,70705.05,GW.h
MB,hydro,technology,2023,40032.85,GW.h
NB,hydro,technology,2023,3280.949,GW.h
NL,hydro,technology,2023,42195.63,GW.h
NS,hydro,technology,2023,972.2252,GW.h
NT,hydro,technology,2023,295.8104,GW.h
NU,hydro,technology,2023,0,GW.h
ON,hydro,technology,2023,35559.53,GW.h
PE,hydro,technology,2023,0,GW.h
QC,hydro,technology,2023,198181.3,GW.h
SK,hydro,technology,2023,3518.93,GW.h
YT,hydro,technology,2023,425.202,GW.h
AB,hydro,technology,2024,2281.768,GW.h
