province,source,scenario,year,value,unit
PE,hydro,reference,2016,0,GW.h
QC,hydro,reference,2016,197242.9,GW.h
SK,hydro,reference,2016,3284.769,GW.h
YT,hydro,reference,2016,419.461,GW.h
AB,hydro,reference,2017,2061.788,GW.h
BC,hydro,reference,2017,67340.4,GW.h
MB,hydro,reference,2017,35990.53,GW.h
NB,hydro,reference,2017,2597.612,GW.h
NL,hydro,reference,2017,36738.97,GW.h
NS,hydro,reference,2017,901.9069,GW.h
NT,hydro,reference,2017,270.2887,GW.h
NU,hydro,reference,2017,0,GW.h
ON,hydro,reference,2017,39823.02,GW.h
PE,hydro,reference,2017,0,GW.h
QC,hydro,reference,2017,201382.7,GW.h
SK,hydro,reference,2017,3525,GW.h
YT,hydro,reference,2017,448.151,GW.h
AB,hydro,reference,2018,2061.832,GW.h
BC,hydro,reference,2018,67459.69,GW.h
MB,hydro,reference,2018,35826.16,GW.h
NB,hydro,reference,2018,2597.624,GW.h
NL,hydro,reference,2018,40723.2,GW.h
NS,hydro,reference,2018,883.7,GW.h
NT,hydro,reference,2018,245.522,GW.h
NU,hydro,reference,2018,0,GW.h
ON,hydro,reference,2018,39934.5,GW.h
PE,hydro,reference,2018,0,GW.h
QC,hydro,reference,2018,203630.5,GW.h
SK,hydro,reference,2018,3525.01,GW.h
YT,hydro,reference,2018,437.0131,GW.h
AB,hydro,reference,2019,2061.689,GW.h
BC,hydro,reference,2019,68009.38,GW.h
MB,hydro,reference,2019,35878.98,GW.h
NB,hydro,reference,2019,2597.607,GW.h
NL,hydro,reference,2019,40711.32,GW.h
NS,hydro,reference,2019,883.7246,GW.h
NT,hydro,reference,2019,249.114,GW.h
NU,hydro,reference,2019,0,GW.h
ON,hydro,reference,2019,39943.96,GW.h
PE,hydro,reference,2019,0,GW.h
QC,hydro,reference,2019,203630.5,GW.h
SK,hydro,reference,2019,3524.996,GW.h
YT,hydro,reference,2019,451.4642,GW.h
AB,hydro,reference,2020,2061.747,GW.h
BC,hydro,reference,2020,68221.81,GW.h
MB,hydro,reference,2020,37869.29,GW.h
NB,hydro,reference,2020,2597.618,GW.h
NL,hydro,reference,2020,43141.63,GW.h
NS,hydro,reference,2020,883.7051,GW.h
NT,hydro,reference,2020,247.7168,GW.h
NU,hydro,reference,2020,0,GW.h
ON,hydro,reference,2020,39943.89,GW.h
PE,hydro,reference,2020,0,GW.h
QC,hydro,reference,2020,203693.3,GW.h
SK,hydro,reference,2020,3524.994,GW.h
YT,hydro,reference,2020,450.8098,GW.h
AB,hydro,reference,2021,2061.761,GW.h
BC,hydro,reference,2021,68434.27,GW.h
MB,hydro,reference,2021,40423.93,GW.h
NB,hydro,reference,2021,2597.605,GW.h
NL,hydro,reference,2021,44994.41,GW.h
NS,hydro,reference,2021,936.1129,GW.h
NT,hydro,reference,2021,247.7313,GW.h
NU,hydro,reference,2021,0,GW.h
ON,hydro,reference,2021,40004.74,GW.h
PE,hydro,reference,2021,0,GW.h
QC,hydro,reference,2021,204953,GW.h
SK,hydro,reference,2021,3759.108,GW.h
YT,hydro,reference,2021,450.2639,GW.h
AB,hydro,reference,2022,2061.808,GW.h
BC,hydro,reference,2022,68646.69,GW.h
MB,hydro,reference,2022,40423.97,GW.h
NB,hydro,reference,2022,2597.597,GW.h
NL,hydro,reference,2022,45026.67,GW.h
NS,hydro,reference,2022,952.2131,GW.h
NT,hydro,reference,2022,263.4393,GW.h
NU,hydro,reference,2022,0,GW.h
ON,hydro,reference,2022,40004.73,GW.h
PE,hydro,reference,2022,0,GW.h
QC,hydro,reference,2022,204953.1,GW.h
SK,hydro,reference,2022,3759.099,GW.h
YT,hydro,reference,2022,493.44,GW.h
AB,hydro,reference,2023,2061.792,GW.h
BC,hydro,reference,2023,69206.12,GW.h
MB,hydro,reference,2023,40423.98,GW.h
NB,hydro,reference,2023,2597.624,GW.h
NL,hydro,reference,2023,45059.05,GW.h
NS,hydro,reference,2023,1005.5773,GW.h
NT,hydro,reference,2023,317.0363,GW.h
NU,hydro,reference,2023,0,GW.h
ON,hydro,reference,2023,40004.73,GW.h
PE,hydro,reference,2023,0,GW.h
QC,hydro,reference,2023,204952.9,GW.h
SK,hydro,reference,2023,3759.119,GW.h
YT,hydro,reference,2023,493.085,GW.h
AB,hydro,reference,2024,2061.852,GW.h
BC,hydro,reference,2024,69744.25,GW.h
MB,hydro,reference,2024,40423.95,GW.h
NB,hydro,reference,2024,2597.604,GW.h
NL,hydro,reference,2024,45083.72,GW.h
NS,hydro,reference,2024,1059.1747,GW.h
NT,hydro,reference,2024,308.5022,GW.h
NU,hydro,reference,2024,0,GW.h
ON,hydro,reference,2024,40004.73,GW.h
PE,hydro,reference,2024,0,GW.h
QC,hydro,reference,2024,204953,GW.h
SK,hydro,reference,2024,3759.153,GW.h
YT,hydro,reference,2024,492.8099,GW.h
AB,hydro,reference,2025,2061.754,GW.h
BC,hydro,reference,2025,75147.2,GW.h
MB,hydro,reference,2025,40423.96,GW.h
NB,hydro,reference,2025,2597.618,GW.h
NL,hydro,reference,2025,45115.45,GW.h
NS,hydro,reference,2025,1112.9736,GW.h
NT,hydro,reference,2025,306.9421,GW.h
NU,hydro,reference,2025,0,GW.h
ON,hydro,reference,2025,40004.72,GW.h
PE,hydro,reference,2025,0,GW.h
QC,hydro,reference,2025,204953.1,GW.h
SK,hydro,reference,2025,3862.273,GW.h
YT,hydro,reference,2025,490.5274,GW.h
AB,hydro,reference,2026,2061.762,GW.h
BC,hydro,reference,2026,76111.87,GW.h
MB,hydro,reference,2026,40423.98,GW.h
NB,hydro,reference,2026,2597.604,GW.h
NL,hydro,reference,2026,45127.88,GW.h
NS,hydro,reference,2026,1170.0716,GW.h
NT,hydro,reference,2026,306.804,GW.h
NU,hydro,reference,2026,0,GW.h
ON,hydro,reference,2026,40004.73,GW.h
PE,hydro,reference,2026,0,GW.h
QC,hydro,reference,2026,204953,GW.h
SK,hydro,reference,2026,3862.291,GW.h
YT,hydro,reference,2026,485.5054,GW.h
AB,hydro,reference,2027,2061.766,GW.h
BC,hydro,reference,2027,77794.23,GW.h
MB,hydro,reference,2027,43223.97,GW.h
NB,hydro,reference,2027,2597.6,GW.h
NL,hydro,reference,2027,45143.43,GW.h
NS,hydro,reference,2027,1227.7984,GW.h
NT,hydro,reference,2027,308.2991,GW.h
NU,hydro,reference,2027,0,GW.h
ON,hydro,reference,2027,40004.71,GW.h
PE,hydro,reference,2027,0,GW.h
QC,hydro,reference,2027,208139.9,GW.h
SK,hydro,reference,2027,3862.292,GW.h
YT,hydro,reference,2027,488.0369,GW.h
AB,hydro,reference,2028,2508.724,GW.h
BC,hydro,reference,2028,78489.21,GW.h
MB,hydro,reference,2028,43223.95,GW.h
NB,hydro,reference,2028,2597.627,GW.h
NL,hydro,reference,2028,44981.8,GW.h
NS,hydro,reference,2028,1285.9845,GW.h
NT,hydro,reference,2028,307.326,GW.h
NU,hydro,reference,2028,0,GW.h
ON,hydro,reference,2028,40004.73,GW.h
PE,hydro,reference,2028,0,GW.h
QC,hydro,reference,2028,209604.2,GW.h
SK,hydro,reference,2028,3862.292,GW.h
YT,hydro,reference,2028,490.4512,GW.h
AB,hydro,reference,2029,2933.575,GW.h
BC,hydro,reference,2029,78892.54,GW.h
MB,hydro,reference,2029,47483.19,GW.h
NB,hydro,reference,2029,2597.594,GW.h
NL,hydro,reference,2029,44999.18,GW.h
NS,hydro,reference,2029,1285.9901,GW.h
NT,hydro,reference,2029,318.4513,GW.h
NU,hydro,reference,2029,0,GW.h
ON,hydro,reference,2029,40004.7,GW.h
PE,hydro,reference,2029,0,GW.h
QC,hydro,reference,2029,209604.4,GW.h
SK,hydro,reference,2029,3862.285,GW.h
YT,hydro,reference,2029,498.1104,GW.h
AB,hydro,reference,2030,3113.923,GW.h
BC,hydro,reference,2030,79305.02,GW.h
MB,hydro,reference,2030,47483.18,GW.h
NB,hydro,reference,2030,2597.598,GW.h
NL,hydro,reference,2030,45017.13,GW.h
NS,hydro,reference,2030,1314.1814,GW.h
NT,hydro,reference,2030,319.1119,GW.h
NU,hydro,reference,2030,0,GW.h
ON,hydro,reference,2030,40004.74,GW.h
PE,hydro,reference,2030,0,GW.h
QC,hydro,reference,2030,211068.7,GW.h
SK,hydro,reference,2030,3862.309,GW.h
YT,hydro,reference,2030,485.0618,GW.h
AB,hydro,reference,2031,2826.185,GW.h
BC,hydro,reference,2031,79842.62,GW.h
MB,hydro,reference,2031,47483.18,GW.h
NB,hydro,reference,2031,2597.624,GW.h
NL,hydro,reference,2031,45046.13,GW.h
NS,hydro,reference,2031,1314.1864,GW.h
NT,hydro,reference,2031,318.2177,GW.h
NU,hydro,reference,2031,0,GW.h
ON,hydro,reference,2031,40004.73,GW.h
PE,hydro,reference,2031,0,GW.h
QC,hydro,reference,2031,213997.2,GW.h
SK,hydro,reference,2031,3862.291,GW.h
YT,hydro,reference,2031,485.9461,GW.h
AB,hydro,reference,2032,2601.224,GW.h
BC,hydro,reference,2032,80329.57,GW.h
MB,hydro,reference,2032,47483.16,GW.h
NB,hydro,reference,2032,2597.624,GW.h
NL,hydro,reference,2032,45078.86,GW.h
NS,hydro,reference,2032,1314.1955,GW.h
NT,hydro,reference,2032,317.3259,GW.h
NU,hydro,reference,2032,0,GW.h
ON,hydro,reference,2032,40004.73,GW.h
PE,hydro,reference,2032,0,GW.h
QC,hydro,reference,2032,213997.2,GW.h
SK,hydro,reference,2032,3965.427,GW.h
YT,hydro,reference,2032,490.9332,GW.h
AB,hydro,reference,2033,2585.199,GW.h
BC,hydro,reference,2033,80657.79,GW.h
MB,hydro,reference,2033,47483.17,GW.h
NB,hydro,reference,2033,2597.609,GW.h
NL,hydro,reference,2033,45115.8,GW.h
NS,hydro,reference,2033,1314.1852,GW.h
NT,hydro,reference,2033,316.5373,GW.h
NU,hydro,reference,2033,0,GW.h
ON,hydro,reference,2033,40017.87,GW.h
PE,hydro,reference,2033,0,GW.h
QC,hydro,reference,2033,213997.3,GW.h
SK,hydro,reference,2033,4001.367,GW.h
YT,hydro,reference,2033,456.6526,GW.h
AB,hydro,reference,2034,2557.418,GW.h
BC,hydro,reference,2034,80431.36,GW.h
MB,hydro,reference,2034,47483.17,GW.h
NB,hydro,reference,2034,2597.597,GW.h
NL,hydro,reference,2034,45161.88,GW.h
NS,hydro,reference,2034,1314.1922,GW.h
NT,hydro,reference,2034,315.6466,GW.h
NU,hydro,reference,2034,0,GW.h
ON,hydro,reference,2034,40017.87,GW.h
PE,hydro,reference,2034,0,GW.h
QC,hydro,reference,2034,213997.2,GW.h
SK,hydro,reference,2034,4001.336,GW.h
YT,hydro,reference,2034,457.9771,GW.h
AB,hydro,reference,2035,2197.08,GW.h
BC,hydro,reference,2035,80159.71,GW.h
MB,hydro,reference,2035,47483.17,GW.h
NB,hydro,reference,2035,2597.625,GW.h
NL,hydro,reference,2035,45210.54,GW.h
NS,hydro,reference,2035,1314.1909,GW.h
NT,hydro,reference,2035,313.681,GW.h
NU,hydro,reference,2035,0,GW.h
ON,hydro,reference,2035,40038.11,GW.h
PE,hydro,reference,2035,0,GW.h
QC,hydro,reference,2035,213997.5,GW.h
SK,hydro,reference,2035,4001.377,GW.h
YT,hydro,reference,2035,461.5498,GW.h
AB,hydro,reference,2036,2029.037,GW.h
BC,hydro,reference,2036,80115.37,GW.h
MB,hydro,reference,2036,47076.35,GW.h
NB,hydro,reference,2036,2597.593,GW.h
NL,hydro,reference,2036,45269.96,GW.h
NS,hydro,reference,2036,1314.1872,GW.h
NT,hydro,reference,2036,312.6048,GW.h
NU,hydro,reference,2036,0,GW.h
ON,hydro,reference,2036,39998.73,GW.h
PE,hydro,reference,2036,0,GW.h
QC,hydro,reference,2036,213997.2,GW.h
SK,hydro,reference,2036,4001.391,GW.h
YT,hydro,reference,2036,461.6234,GW.h
AB,hydro,reference,2037,2027.174,GW.h
BC,hydro,reference,2037,80518.27,GW.h
MB,hydro,reference,2037,47076.35,GW.h
NB,hydro,reference,2037,2597.605,GW.h
NL,hydro,reference,2037,45321.77,GW.h
NS,hydro,reference,2037,1314.1925,GW.h
NT,hydro,reference,2037,312.2944,GW.h
NU,hydro,reference,2037,0,GW.h
ON,hydro,reference,2037,40029.17,GW.h
PE,hydro,reference,2037,0,GW.h
QC,hydro,reference,2037,213997.3,GW.h
SK,hydro,reference,2037,4001.384,GW.h
YT,hydro,reference,2037,465.0161,GW.h
AB,hydro,reference,2038,1866.366,GW.h
BC,hydro,reference,2038,80952.3,GW.h
MB,hydro,reference,2038,47236.24,GW.h
NB,hydro,reference,2038,2597.62,GW.h
NL,hydro,reference,2038,45381.1,GW.h
NS,hydro,reference,2038,1314.1765,GW.h
NT,hydro,reference,2038,313.5617,GW.h
NU,hydro,reference,2038,0,GW.h
ON,hydro,reference,2038,40029.18,GW.h
PE,hydro,reference,2038,0,GW.h
QC,hydro,reference,2038,213997.3,GW.h
SK,hydro,reference,2038,4001.386,GW.h
YT,hydro,reference,2038,466.069,GW.h
AB,hydro,reference,2039,1980.507,GW.h
BC,hydro,reference,2039,81295.27,GW.h
MB,hydro,reference,2039,47445.84,GW.h
NB,hydro,reference,2039,2597.595,GW.h
NL,hydro,reference,2039,45437.46,GW.h
NS,hydro,reference,2039,1314.1802,GW.h
NT,hydro,reference,2039,312.4796,GW.h
NU,hydro,reference,2039,0,GW.h
ON,hydro,reference,2039,40049.47,GW.h
PE,hydro,reference,2039,0,GW.h
QC,hydro,reference,2039,213997.3,GW.h
SK,hydro,reference,2039,4001.333,GW.h
YT,hydro,reference,2039,466.139,GW.h
AB,hydro,reference,2040,2190.536,GW.h
BC,hydro,reference,2040,81580.35,GW.h
MB,hydro,reference,2040,47483.18,GW.h
NB,hydro,reference,2040,2597.619,GW.h
NL,hydro,reference,2040,45480.7,GW.h
NS,hydro,reference,2040,1314.1909,GW.h
NT,hydro,reference,2040,311.1937,GW.h
NU,hydro,reference,2040,0,GW.h
ON,hydro,reference,2040,40088.7,GW.h
PE,hydro,reference,2040,0,GW.h
QC,hydro,reference,2040,213997.2,GW.h
SK,hydro,reference,2040,4001.326,GW.h
YT,hydro,reference,2040,469.5656,GW.h
AB,solarWindGeothermal,reference,2005,741,GW.h
BC,solarWindGeothermal,reference,2005,0,GW.h
MB,solarWindGeothermal,reference,2005,53,GW.h
NB,solarWindGeothermal,reference,2005,0,GW.h
NL,solarWindGeothermal,reference,2005,0,GW.h
NS,solarWindGeothermal,reference,2005,85,GW.h
NT,solarWindGeothermal,reference,2005,0,GW.h
NU,solarWindGeothermal,reference,2005,0,GW.h
ON,solarWindGeothermal,reference,2005,26,GW.h
PE,solarWindGeothermal,reference,2005,40,GW.h
QC,solarWindGeothermal,reference,2005,416,GW.h
SK,solarWindGeothermal,reference,2005,92,GW.h
YT,solarWindGeothermal,reference,2005,0.407,GW.h
AB,solarWindGeothermal,reference,2006,921.0001,GW.h
BC,solarWindGeothermal,reference,2006,0,GW.h
MB,solarWindGeothermal,reference,2006,325,GW.h
NB,solarWindGeothermal,reference,2006,0,GW.h
NL,solarWindGeothermal,reference,2006,0,GW.h
NS,solarWindGeothermal,reference,2006,110,GW.h
NT,solarWindGeothermal,reference,2006,0,GW.h
NU,solarWindGeothermal,reference,2006,0,GW.h
ON,solarWindGeothermal,reference,2006,145,GW.h
PE,solarWindGeothermal,reference,2006,36,GW.h
QC,solarWindGeothermal,reference,2006,419,GW.h
SK,solarWindGeothermal,reference,2006,573,GW.h
YT,solarWindGeothermal,reference,2006,0.407,GW.h
AB,solarWindGeothermal,reference,2007,1430,GW.h
BC,solarWindGeothermal,reference,2007,0,GW.h
MB,solarWindGeothermal,reference,2007,325,GW.h
NB,solarWindGeothermal,reference,2007,0,GW.h
NL,solarWindGeothermal,reference,2007,0,GW.h
NS,solarWindGeothermal,reference,2007,157,GW.h
NT,solarWindGeothermal,reference,2007,0,GW.h
NU,solarWindGeothermal,reference,2007,0,GW.h
ON,solarWindGeothermal,reference,2007,494,GW.h
PE,solarWindGeothermal,reference,2007,40,GW.h
QC,solarWindGeothermal,reference,2007,617.0001,GW.h
SK,solarWindGeothermal,reference,2007,620,GW.h
YT,solarWindGeothermal,reference,2007,0.407,GW.h
AB,solarWindGeothermal,reference,2008,1473,GW.h
BC,solarWindGeothermal,reference,2008,0,GW.h
MB,solarWindGeothermal,reference,2008,412,GW.h
NB,solarWindGeothermal,reference,2008,0,GW.h
NL,solarWindGeothermal,reference,2008,0,GW.h
NS,solarWindGeothermal,reference,2008,149,GW.h
NT,solarWindGeothermal,reference,2008,0,GW.h
NU,solarWindGeothermal,reference,2008,0,GW.h
ON,solarWindGeothermal,reference,2008,1400,GW.h
PE,solarWindGeothermal,reference,2008,142,GW.h
QC,solarWindGeothermal,reference,2008,565,GW.h
SK,solarWindGeothermal,reference,2008,574,GW.h
YT,solarWindGeothermal,reference,2008,0.437,GW.h
AB,solarWindGeothermal,reference,2009,1558,GW.h
BC,solarWindGeothermal,reference,2009,34,GW.h
MB,solarWindGeothermal,reference,2009,365,GW.h
NB,solarWindGeothermal,reference,2009,270,GW.h
NL,solarWindGeothermal,reference,2009,102,GW.h
NS,solarWindGeothermal,reference,2009,154,GW.h
NT,solarWindGeothermal,reference,2009,0,GW.h
NU,solarWindGeothermal,reference,2009,0,GW.h
ON,solarWindGeothermal,reference,2009,2305,GW.h
PE,solarWindGeothermal,reference,2009,347,GW.h
QC,solarWindGeothermal,reference,2009,1322,GW.h
SK,solarWindGeothermal,reference,2009,578.9999,GW.h
YT,solarWindGeothermal,reference,2009,0.228,GW.h
AB,solarWindGeothermal,reference,2010,1629,GW.h
BC,solarWindGeothermal,reference,2010,123,GW.h
MB,solarWindGeothermal,reference,2010,343,GW.h
NB,solarWindGeothermal,reference,2010,389,GW.h
NL,solarWindGeothermal,reference,2010,183,GW.h
NS,solarWindGeothermal,reference,2010,387,GW.h
NT,solarWindGeothermal,reference,2010,0,GW.h
NU,solarWindGeothermal,reference,2010,0,GW.h
ON,solarWindGeothermal,reference,2010,2923,GW.h
PE,solarWindGeothermal,reference,2010,458,GW.h
QC,solarWindGeothermal,reference,2010,1535.143,GW.h
SK,solarWindGeothermal,reference,2010,507,GW.h
YT,solarWindGeothermal,reference,2010,0.085,GW.h
AB,solarWindGeothermal,reference,2011,2372,GW.h
BC,solarWindGeothermal,reference,2011,484.602,GW.h
MB,solarWindGeothermal,reference,2011,747,GW.h
NB,solarWindGeothermal,reference,2011,693,GW.h
NL,solarWindGeothermal,reference,2011,198,GW.h
NS,solarWindGeothermal,reference,2011,664.188,GW.h
NT,solarWindGeothermal,reference,2011,0,GW.h
NU,solarWindGeothermal,reference,2011,0,GW.h
ON,solarWindGeothermal,reference,2011,4297.999,GW.h
PE,solarWindGeothermal,reference,2011,488,GW.h
QC,solarWindGeothermal,reference,2011,1393.797,GW.h
SK,solarWindGeothermal,reference,2011,681.9999,GW.h
YT,solarWindGeothermal,reference,2011,0.402,GW.h
AB,solarWindGeothermal,reference,2012,2601,GW.h
BC,solarWindGeothermal,reference,2012,507.981,GW.h
MB,solarWindGeothermal,reference,2012,877,GW.h
NB,solarWindGeothermal,reference,2012,733,GW.h
NL,solarWindGeothermal,reference,2012,195,GW.h
NS,solarWindGeothermal,reference,2012,800,GW.h
NT,solarWindGeothermal,reference,2012,1.3,GW.h
NU,solarWindGeothermal,reference,2012,0,GW.h
ON,solarWindGeothermal,reference,2012,5442,GW.h
PE,solarWindGeothermal,reference,2012,468,GW.h
QC,solarWindGeothermal,reference,2012,2557.792,GW.h
SK,solarWindGeothermal,reference,2012,655,GW.h
YT,solarWindGeothermal,reference,2012,0.445,GW.h
AB,solarWindGeothermal,reference,2013,3058,GW.h
BC,solarWindGeothermal,reference,2013,860,GW.h
MB,solarWindGeothermal,reference,2013,868,GW.h
NB,solarWindGeothermal,reference,2013,737,GW.h
NL,solarWindGeothermal,reference,2013,192,GW.h
NS,solarWindGeothermal,reference,2013,765,GW.h
NT,solarWindGeothermal,reference,2013,1.6,GW.h
NU,solarWindGeothermal,reference,2013,0,GW.h
ON,solarWindGeothermal,reference,2013,6373,GW.h
PE,solarWindGeothermal,reference,2013,499,GW.h
QC,solarWindGeothermal,reference,2013,4717.861,GW.h
SK,solarWindGeothermal,reference,2013,646,GW.h
YT,solarWindGeothermal,reference,2013,0.277,GW.h
AB,solarWindGeothermal,reference,2014,3518.866,GW.h
BC,solarWindGeothermal,reference,2014,1071.139,GW.h
MB,solarWindGeothermal,reference,2014,911.319,GW.h
NB,solarWindGeothermal,reference,2014,785.85,GW.h
NL,solarWindGeothermal,reference,2014,176.963,GW.h
NS,solarWindGeothermal,reference,2014,748.678,GW.h
NT,solarWindGeothermal,reference,2014,19.854,GW.h
NU,solarWindGeothermal,reference,2014,0,GW.h
ON,solarWindGeothermal,reference,2014,8658.349,GW.h
PE,solarWindGeothermal,reference,2014,611.28,GW.h
QC,solarWindGeothermal,reference,2014,6649.311,GW.h
SK,solarWindGeothermal,reference,2014,615.264,GW.h
YT,solarWindGeothermal,reference,2014,0.334,GW.h
AB,solarWindGeothermal,reference,2015,4089.32,GW.h
BC,solarWindGeothermal,reference,2015,867.895,GW.h
MB,solarWindGeothermal,reference,2015,845.7915,GW.h
NB,solarWindGeothermal,reference,2015,792.082,GW.h
NL,solarWindGeothermal,reference,2015,172.392,GW.h
NS,solarWindGeothermal,reference,2015,800.7935,GW.h
NT,solarWindGeothermal,reference,2015,20.782,GW.h
NU,solarWindGeothermal,reference,2015,0,GW.h
ON,solarWindGeothermal,reference,2015,14349.351,GW.h
PE,solarWindGeothermal,reference,2015,606.0939,GW.h
QC,solarWindGeothermal,reference,2015,6420.621,GW.h
SK,solarWindGeothermal,reference,2015,619.832,GW.h
YT,solarWindGeothermal,reference,2015,0.65,GW.h
AB,solarWindGeothermal,reference,2016,5673.607,GW.h
BC,solarWindGeothermal,reference,2016,1058.948,GW.h
MB,solarWindGeothermal,reference,2016,807.8593,GW.h
NB,solarWindGeothermal,reference,2016,856.274,GW.h
NL,solarWindGeothermal,reference,2016,189.997,GW.h
NS,solarWindGeothermal,reference,2016,957.9055,GW.h
NT,solarWindGeothermal,reference,2016,14.298,GW.h
NU,solarWindGeothermal,reference,2016,0,GW.h
ON,solarWindGeothermal,reference,2016,13819.538,GW.h
PE,solarWindGeothermal,reference,2016,593.653,GW.h
QC,solarWindGeothermal,reference,2016,7360.26,GW.h
SK,solarWindGeothermal,reference,2016,730.283,GW.h
YT,solarWindGeothermal,reference,2016,0.509,GW.h
AB,solarWindGeothermal,reference,2017,4416.643,GW.h
BC,solarWindGeothermal,reference,2017,1015.417,GW.h
MB,solarWindGeothermal,reference,2017,941.5942,GW.h
NB,solarWindGeothermal,reference,2017,891.827,GW.h
NL,solarWindGeothermal,reference,2017,186.418,GW.h
NS,solarWindGeothermal,reference,2017,1182.616,GW.h
NT,solarWindGeothermal,reference,2017,14.066,GW.h
NU,solarWindGeothermal,reference,2017,0,GW.h
ON,solarWindGeothermal,reference,2017,13169.64,GW.h
PE,solarWindGeothermal,reference,2017,598.312,GW.h
QC,solarWindGeothermal,reference,2017,8038.111,GW.h
SK,solarWindGeothermal,reference,2017,542.1099,GW.h
YT,solarWindGeothermal,reference,2017,0.033,GW.h
AB,solarWindGeothermal,reference,2018,4442.9159,GW.h
BC,solarWindGeothermal,reference,2018,1022.425,GW.h
MB,solarWindGeothermal,reference,2018,941.5934,GW.h
NB,solarWindGeothermal,reference,2018,891.8331,GW.h
NL,solarWindGeothermal,reference,2018,186.0199,GW.h
NS,solarWindGeothermal,reference,2018,1182.604,GW.h
NT,solarWindGeothermal,reference,2018,12.9772,GW.h
NU,solarWindGeothermal,reference,2018,0,GW.h
ON,solarWindGeothermal,reference,2018,14205.91,GW.h
PE,solarWindGeothermal,reference,2018,642.7196,GW.h
QC,solarWindGeothermal,reference,2018,8272.1462,GW.h
SK,solarWindGeothermal,reference,2018,542.1122,GW.h
YT,solarWindGeothermal,reference,2018,0.0318,GW.h
AB,solarWindGeothermal,reference,2019,4442.9321,GW.h
BC,solarWindGeothermal,reference,2019,1022.425,GW.h
MB,solarWindGeothermal,reference,2019,947.7262,GW.h
NB,solarWindGeothermal,reference,2019,891.8248,GW.h
NL,solarWindGeothermal,reference,2019,186.0186,GW.h
NS,solarWindGeothermal,reference,2019,1182.618,GW.h
NT,solarWindGeothermal,reference,2019,13.1657,GW.h
NU,solarWindGeothermal,reference,2019,0,GW.h
ON,solarWindGeothermal,reference,2019,14615.876,GW.h
PE,solarWindGeothermal,reference,2019,642.7196,GW.h
QC,solarWindGeothermal,reference,2019,9313.1132,GW.h
SK,solarWindGeothermal,reference,2019,577.1493,GW.h
YT,solarWindGeothermal,reference,2019,0.033,GW.h
AB,solarWindGeothermal,reference,2020,5117.837,GW.h
BC,solarWindGeothermal,reference,2020,1022.425,GW.h
MB,solarWindGeothermal,reference,2020,958.3986,GW.h
NB,solarWindGeothermal,reference,2020,973.9991,GW.h
NL,solarWindGeothermal,reference,2020,185.9915,GW.h
NS,solarWindGeothermal,reference,2020,1182.607,GW.h
NT,solarWindGeothermal,reference,2020,16.1749,GW.h
NU,solarWindGeothermal,reference,2020,0.3504,GW.h
ON,solarWindGeothermal,reference,2020,14615.878,GW.h
PE,solarWindGeothermal,reference,2020,642.7196,GW.h
QC,solarWindGeothermal,reference,2020,9608.5062,GW.h
SK,solarWindGeothermal,reference,2020,918.7882,GW.h
YT,solarWindGeothermal,reference,2020,0.033,GW.h
AB,solarWindGeothermal,reference,2021,5380.6342,GW.h
BC,solarWindGeothermal,reference,2021,1035.565,GW.h
MB,solarWindGeothermal,reference,2021,1072.118,GW.h
NB,solarWindGeothermal,reference,2021,973.9921,GW.h
NL,solarWindGeothermal,reference,2021,185.8173,GW.h
NS,solarWindGeothermal,reference,2021,1234.6243,GW.h
NT,solarWindGeothermal,reference,2021,16.1752,GW.h
NU,solarWindGeothermal,reference,2021,1.4892,GW.h
ON,solarWindGeothermal,reference,2021,14615.888,GW.h
PE,solarWindGeothermal,reference,2021,642.7196,GW.h
QC,solarWindGeothermal,reference,2021,9608.4892,GW.h
SK,solarWindGeothermal,reference,2021,1453.8876,GW.h
YT,solarWindGeothermal,reference,2021,0.033,GW.h
AB,solarWindGeothermal,reference,2022,9165.7109,GW.h
BC,solarWindGeothermal,reference,2022,1083.745,GW.h
MB,solarWindGeothermal,reference,2022,1178.114,GW.h
NB,solarWindGeothermal,reference,2022,973.9888,GW.h
NL,solarWindGeothermal,reference,2022,185.8204,GW.h
NS,solarWindGeothermal,reference,2022,1286.2049,GW.h
NT,solarWindGeothermal,reference,2022,14.7599,GW.h
NU,solarWindGeothermal,reference,2022,2.628,GW.h
ON,solarWindGeothermal,reference,2022,14615.889,GW.h
PE,solarWindGeothermal,reference,2022,642.7196,GW.h
QC,solarWindGeothermal,reference,2022,9608.5022,GW.h
SK,solarWindGeothermal,reference,2022,1912.3605,GW.h
YT,solarWindGeothermal,reference,2022,0.033,GW.h
AB,solarWindGeothermal,reference,2023,9165.7265,GW.h
BC,solarWindGeothermal,reference,2023,1138.933,GW.h
MB,solarWindGeothermal,reference,2023,1178.99,GW.h
NB,solarWindGeothermal,reference,2023,974.0025,GW.h
NL,solarWindGeothermal,reference,2023,185.8238,GW.h
NS,solarWindGeothermal,reference,2023,1337.9855,GW.h
NT,solarWindGeothermal,reference,2023,5.3802,GW.h
NU,solarWindGeothermal,reference,2023,3.8544,GW.h
ON,solarWindGeothermal,reference,2023,14615.878,GW.h
PE,solarWindGeothermal,reference,2023,642.7196,GW.h
QC,solarWindGeothermal,reference,2023,9608.4892,GW.h
SK,solarWindGeothermal,reference,2023,1999.3686,GW.h
YT,solarWindGeothermal,reference,2023,0.033,GW.h
