province,sector,source,scenario,year,value,unit
QC,total,total,reference,2010,1764.9629,Petajoules
SK,total,total,reference,2010,602.7187,Petajoules
YT,total,total,reference,2010,9.2269,Petajoules
all,total,total,reference,2011,10749.3555,Petajoules
AB,total,total,reference,2011,3205.9054,Petajoules
BC,total,total,reference,2011,1102.6233,Petajoules
MB,total,total,reference,2011,283.9035,Petajoules
NB,total,total,reference,2011,296.5375,Petajoules
NL,total,total,reference,2011,166.0254,Petajoules
NS,total,total,reference,2011,215.4822,Petajoules
NT,total,total,reference,2011,18.6129,Petajoules
NU,total,total,reference,2011,5.3687,Petajoules
ON,total,total,reference,2011,2997.9288,Petajoules
PE,total,total,reference,2011,29.3129,Petajoules
QC,total,total,reference,2011,1787.4214,Petajoules
SK,total,total,reference,2011,630.671,Petajoules
YT,total,total,reference,2011,9.7037,Petajoules
all,total,total,reference,2012,10902.1023,Petajoules
AB,total,total,reference,2012,3447.5454,Petajoules
BC,total,total,reference,2012,1144.5863,Petajoules
MB,total,total,reference,2012,300.1162,Petajoules
NB,total,total,reference,2012,283.9404,Petajoules
NL,total,total,reference,2012,152.6536,Petajoules
NS,total,total,reference,2012,200.4365,Petajoules
NT,total,total,reference,2012,17.7144,Petajoules
NU,total,total,reference,2012,5.8556,Petajoules
ON,total,total,reference,2012,2938.1047,Petajoules
PE,total,total,reference,2012,27.8832,Petajoules
QC,total,total,reference,2012,1745.9936,Petajoules
SK,total,total,reference,2012,627.6146,Petajoules
YT,total,total,reference,2012,9.7893,Petajoules
all,total,total,reference,2013,11105.1876,Petajoules
AB,total,total,reference,2013,3542.0603,Petajoules
BC,total,total,reference,2013,1147.3013,Petajoules
MB,total,total,reference,2013,308.1238,Petajoules
NB,total,total,reference,2013,238.6776,Petajoules
NL,total,total,reference,2013,151.0887,Petajoules
NS,total,total,reference,2013,196.9205,Petajoules
NT,total,total,reference,2013,17.2002,Petajoules
NU,total,total,reference,2013,8.0179,Petajoules
ON,total,total,reference,2013,3035.4306,Petajoules
PE,total,total,reference,2013,26.3276,Petajoules
QC,total,total,reference,2013,1788.3602,Petajoules
SK,total,total,reference,2013,640.7422,Petajoules
YT,total,total,reference,2013,8.2503,Petajoules
all,total,total,reference,2014,11145.3267,Petajoules
AB,total,total,reference,2014,3564.7011,Petajoules
BC,total,total,reference,2014,1140.9072,Petajoules
MB,total,total,reference,2014,314.5416,Petajoules
NB,total,total,reference,2014,223.0254,Petajoules
NL,total,total,reference,2014,161.6976,Petajoules
NS,total,total,reference,2014,167.1863,Petajoules
NT,total,total,reference,2014,19.2037,Petajoules
NU,total,total,reference,2014,7.9121,Petajoules
ON,total,total,reference,2014,3071.4318,Petajoules
PE,total,total,reference,2014,25.6647,Petajoules
QC,total,total,reference,2014,1761.8413,Petajoules
SK,total,total,reference,2014,683.3824,Petajoules
YT,total,total,reference,2014,7.3015,Petajoules
all,total,total,reference,2015,11182.0409,Petajoules
AB,total,total,reference,2015,3584.5321,Petajoules
BC,total,total,reference,2015,1151.4079,Petajoules
MB,total,total,reference,2015,315.6261,Petajoules
NB,total,total,reference,2015,214.0309,Petajoules
NL,total,total,reference,2015,162.3971,Petajoules
NS,total,total,reference,2015,175.3487,Petajoules
NT,total,total,reference,2015,21.8557,Petajoules
NU,total,total,reference,2015,7.2913,Petajoules
ON,total,total,reference,2015,3055.1163,Petajoules
PE,total,total,reference,2015,26.4296,Petajoules
QC,total,total,reference,2015,1781.042,Petajoules
SK,total,total,reference,2015,681.8539,Petajoules
YT,total,total,reference,2015,7.8424,Petajoules
all,total,total,reference,2016,11145.8801,Petajoules
AB,total,total,reference,2016,3665.3301,Petajoules
BC,total,total,reference,2016,1164.7459,Petajoules
MB,total,total,reference,2016,309.2663,Petajoules
NB,total,total,reference,2016,215.3222,Petajoules
NL,total,total,reference,2016,165.5085,Petajoules
NS,total,total,reference,2016,163.8883,Petajoules
NT,total,total,reference,2016,20.4008,Petajoules
NU,total,total,reference,2016,8.4344,Petajoules
ON,total,total,reference,2016,3000.4598,Petajoules
PE,total,total,reference,2016,27.461,Petajoules
QC,total,total,reference,2016,1740.6394,Petajoules
SK,total,total,reference,2016,659.9159,Petajoules
YT,total,total,reference,2016,6.8383,Petajoules
all,total,total,reference,2017,11430.0252,Petajoules
AB,total,total,reference,2017,3942.6907,Petajoules
BC,total,total,reference,2017,1189.4437,Petajoules
MB,total,total,reference,2017,325.261,Petajoules
NB,total,total,reference,2017,218.3092,Petajoules
NL,total,total,reference,2017,163.3498,Petajoules
NS,total,total,reference,2017,157.3286,Petajoules
NT,total,total,reference,2017,12.934,Petajoules
NU,total,total,reference,2017,8.4683,Petajoules
ON,total,total,reference,2017,2958.3653,Petajoules
PE,total,total,reference,2017,27.2232,Petajoules
QC,total,total,reference,2017,1760.642,Petajoules
SK,total,total,reference,2017,661.6477,Petajoules
YT,total,total,reference,2017,6.88,Petajoules
all,total,total,reference,2018,11614.5532,Petajoules
AB,total,total,reference,2018,4080.3864,Petajoules
BC,total,total,reference,2018,1206.9333,Petajoules
MB,total,total,reference,2018,327.3831,Petajoules
NB,total,total,reference,2018,218.8856,Petajoules
NL,total,total,reference,2018,162.5108,Petajoules
NS,total,total,reference,2018,156.6409,Petajoules
NT,total,total,reference,2018,12.5594,Petajoules
NU,total,total,reference,2018,9.221,Petajoules
ON,total,total,reference,2018,2980.2624,Petajoules
PE,total,total,reference,2018,27.272,Petajoules
QC,total,total,reference,2018,1764.2242,Petajoules
SK,total,total,reference,2018,663.6952,Petajoules
YT,total,total,reference,2018,7.1829,Petajoules
all,total,total,reference,2019,11705.0057,Petajoules
AB,total,total,reference,2019,4150.9282,Petajoules
BC,total,total,reference,2019,1216.0585,Petajoules
MB,total,total,reference,2019,329.5841,Petajoules
NB,total,total,reference,2019,215.865,Petajoules
NL,total,total,reference,2019,162.562,Petajoules
NS,total,total,reference,2019,155.4372,Petajoules
NT,total,total,reference,2019,13.6051,Petajoules
NU,total,total,reference,2019,10.1146,Petajoules
ON,total,total,reference,2019,2988.8804,Petajoules
PE,total,total,reference,2019,27.2891,Petajoules
QC,total,total,reference,2019,1764.3912,Petajoules
SK,total,total,reference,2019,665.394,Petajoules
YT,total,total,reference,2019,7.5663,Petajoules
all,total,total,reference,2020,11813.5378,Petajoules
AB,total,total,reference,2020,4236.2513,Petajoules
BC,total,total,reference,2020,1222.7573,Petajoules
MB,total,total,reference,2020,333.1866,Petajoules
NB,total,total,reference,2020,214.8683,Petajoules
NL,total,total,reference,2020,161.1217,Petajoules
NS,total,total,reference,2020,154.0736,Petajoules
NT,total,total,reference,2020,13.5452,Petajoules
NU,total,total,reference,2020,11.404,Petajoules
ON,total,total,reference,2020,2997.6415,Petajoules
PE,total,total,reference,2020,27.2517,Petajoules
QC,total,total,reference,2020,1767.8183,Petajoules
SK,total,total,reference,2020,668.6423,Petajoules
YT,total,total,reference,2020,7.6967,Petajoules
all,total,total,reference,2021,11916.6583,Petajoules
AB,total,total,reference,2021,4313.3331,Petajoules
BC,total,total,reference,2021,1230.0072,Petajoules
MB,total,total,reference,2021,335.4036,Petajoules
NB,total,total,reference,2021,214.1116,Petajoules
NL,total,total,reference,2021,162.1058,Petajoules
NS,total,total,reference,2021,153.6219,Petajoules
NT,total,total,reference,2021,13.4007,Petajoules
NU,total,total,reference,2021,11.6725,Petajoules
ON,total,total,reference,2021,3008.8695,Petajoules
PE,total,total,reference,2021,27.2682,Petajoules
QC,total,total,reference,2021,1775.4999,Petajoules
SK,total,total,reference,2021,666.4425,Petajoules
YT,total,total,reference,2021,7.5644,Petajoules
all,total,total,reference,2022,12004.2421,Petajoules
AB,total,total,reference,2022,4372.2742,Petajoules
BC,total,total,reference,2022,1239.7241,Petajoules
MB,total,total,reference,2022,336.8127,Petajoules
NB,total,total,reference,2022,213.3793,Petajoules
NL,total,total,reference,2022,162.1343,Petajoules
NS,total,total,reference,2022,152.6934,Petajoules
NT,total,total,reference,2022,13.3301,Petajoules
NU,total,total,reference,2022,11.743,Petajoules
ON,total,total,reference,2022,3026.4658,Petajoules
PE,total,total,reference,2022,27.2685,Petajoules
QC,total,total,reference,2022,1778.8049,Petajoules
SK,total,total,reference,2022,664.444,Petajoules
YT,total,total,reference,2022,7.7666,Petajoules
all,total,total,reference,2023,12085.6828,Petajoules
AB,total,total,reference,2023,4419.8387,Petajoules
BC,total,total,reference,2023,1251.4124,Petajoules
MB,total,total,reference,2023,337.2762,Petajoules
NB,total,total,reference,2023,213.1103,Petajoules
NL,total,total,reference,2023,161.4127,Petajoules
NS,total,total,reference,2023,151.6112,Petajoules
NT,total,total,reference,2023,13.234,Petajoules
NU,total,total,reference,2023,11.6195,Petajoules
ON,total,total,reference,2023,3047.5624,Petajoules
PE,total,total,reference,2023,27.2298,Petajoules
QC,total,total,reference,2023,1783.1197,Petajoules
SK,total,total,reference,2023,662.9165,Petajoules
YT,total,total,reference,2023,7.894,Petajoules
all,total,total,reference,2024,12143.74,Petajoules
AB,total,total,reference,2024,4467.5757,Petajoules
BC,total,total,reference,2024,1262.8992,Petajoules
MB,total,total,reference,2024,337.3433,Petajoules
NB,total,total,reference,2024,212.3378,Petajoules
NL,total,total,reference,2024,159.1186,Petajoules
NS,total,total,reference,2024,150.2606,Petajoules
NT,total,total,reference,2024,13.1186,Petajoules
NU,total,total,reference,2024,11.5534,Petajoules
ON,total,total,reference,2024,3050.8843,Petajoules
PE,total,total,reference,2024,27.1861,Petajoules
QC,total,total,reference,2024,1782.8826,Petajoules
SK,total,total,reference,2024,663.3251,Petajoules
YT,total,total,reference,2024,7.787,Petajoules
all,total,total,reference,2025,12195.7376,Petajoules
AB,total,total,reference,2025,4488.6662,Petajoules
BC,total,total,reference,2025,1293.9578,Petajoules
MB,total,total,reference,2025,337.6437,Petajoules
NB,total,total,reference,2025,211.2149,Petajoules
NL,total,total,reference,2025,156.8116,Petajoules
NS,total,total,reference,2025,148.9529,Petajoules
NT,total,total,reference,2025,13.0038,Petajoules
NU,total,total,reference,2025,11.3937,Petajoules
ON,total,total,reference,2025,3054.7264,Petajoules
PE,total,total,reference,2025,27.1216,Petajoules
QC,total,total,reference,2025,1783.6215,Petajoules
SK,total,total,reference,2025,663.3783,Petajoules
YT,total,total,reference,2025,7.7503,Petajoules
all,total,total,reference,2026,12234.5583,Petajoules
AB,total,total,reference,2026,4501.4795,Petajoules
BC,total,total,reference,2026,1324.915,Petajoules
MB,total,total,reference,2026,337.802,Petajoules
NB,total,total,reference,2026,210.0783,Petajoules
NL,total,total,reference,2026,153.1502,Petajoules
NS,total,total,reference,2026,147.5056,Petajoules
NT,total,total,reference,2026,12.9069,Petajoules
NU,total,total,reference,2026,11.2654,Petajoules
ON,total,total,reference,2026,3056.3571,Petajoules
PE,total,total,reference,2026,27.0771,Petajoules
QC,total,total,reference,2026,1783.294,Petajoules
SK,total,total,reference,2026,663.5991,Petajoules
YT,total,total,reference,2026,7.614,Petajoules
all,total,total,reference,2027,12244.6333,Petajoules
AB,total,total,reference,2027,4507.2177,Petajoules
BC,total,total,reference,2027,1330.2111,Petajoules
MB,total,total,reference,2027,338.0025,Petajoules
NB,total,total,reference,2027,209.5861,Petajoules
NL,total,total,reference,2027,152.8251,Petajoules
NS,total,total,reference,2027,146.2303,Petajoules
NT,total,total,reference,2027,12.7865,Petajoules
NU,total,total,reference,2027,11.1312,Petajoules
ON,total,total,reference,2027,3056.4399,Petajoules
PE,total,total,reference,2027,27.0227,Petajoules
QC,total,total,reference,2027,1783.7008,Petajoules
SK,total,total,reference,2027,664.3087,Petajoules
YT,total,total,reference,2027,7.636,Petajoules
all,total,total,reference,2028,12241.196,Petajoules
AB,total,total,reference,2028,4503.8344,Petajoules
BC,total,total,reference,2028,1328.206,Petajoules
MB,total,total,reference,2028,338.5151,Petajoules
NB,total,total,reference,2028,209.636,Petajoules
NL,total,total,reference,2028,150.3368,Petajoules
NS,total,total,reference,2028,145.1816,Petajoules
NT,total,total,reference,2028,12.6682,Petajoules
NU,total,total,reference,2028,11.0148,Petajoules
ON,total,total,reference,2028,3060.3078,Petajoules
PE,total,total,reference,2028,27.0782,Petajoules
QC,total,total,reference,2028,1785.6021,Petajoules
SK,total,total,reference,2028,663.5608,Petajoules
YT,total,total,reference,2028,7.7006,Petajoules
all,total,total,reference,2029,12258.948,Petajoules
AB,total,total,reference,2029,4517.2958,Petajoules
BC,total,total,reference,2029,1325.3874,Petajoules
MB,total,total,reference,2029,339.3623,Petajoules
NB,total,total,reference,2029,209.1713,Petajoules
NL,total,total,reference,2029,150.6174,Petajoules
NS,total,total,reference,2029,144.2965,Petajoules
NT,total,total,reference,2029,12.5711,Petajoules
NU,total,total,reference,2029,10.9067,Petajoules
ON,total,total,reference,2029,3064.7655,Petajoules
PE,total,total,reference,2029,27.0912,Petajoules
QC,total,total,reference,2029,1789.2924,Petajoules
SK,total,total,reference,2029,663.1303,Petajoules
YT,total,total,reference,2029,7.4914,Petajoules
all,total,total,reference,2030,12308.4162,Petajoules
AB,total,total,reference,2030,4540.7278,Petajoules
BC,total,total,reference,2030,1349.4497,Petajoules
MB,total,total,reference,2030,340.3027,Petajoules
NB,total,total,reference,2030,208.7283,Petajoules
NL,total,total,reference,2030,147.8648,Petajoules
NS,total,total,reference,2030,143.5245,Petajoules
NT,total,total,reference,2030,12.4192,Petajoules
NU,total,total,reference,2030,10.8143,Petajoules
ON,total,total,reference,2030,3067.7193,Petajoules
PE,total,total,reference,2030,27.0876,Petajoules
QC,total,total,reference,2030,1791.8237,Petajoules
SK,total,total,reference,2030,663.1234,Petajoules
YT,total,total,reference,2030,7.247,Petajoules
all,total,total,reference,2031,12362.9358,Petajoules
AB,total,total,reference,2031,4561.0998,Petajoules
BC,total,total,reference,2031,1381.5129,Petajoules
MB,total,total,reference,2031,341.2607,Petajoules
NB,total,total,reference,2031,206.6485,Petajoules
NL,total,total,reference,2031,145.1126,Petajoules
NS,total,total,reference,2031,142.734,Petajoules
NT,total,total,reference,2031,12.3418,Petajoules
NU,total,total,reference,2031,10.7509,Petajoules
ON,total,total,reference,2031,3071.1383,Petajoules
PE,total,total,reference,2031,27.1689,Petajoules
QC,total,total,reference,2031,1794.5176,Petajoules
SK,total,total,reference,2031,663.7925,Petajoules
YT,total,total,reference,2031,7.2635,Petajoules
all,total,total,reference,2032,12376.8499,Petajoules
AB,total,total,reference,2032,4566.268,Petajoules
BC,total,total,reference,2032,1390.5899,Petajoules
MB,total,total,reference,2032,341.9274,Petajoules
NB,total,total,reference,2032,206.0572,Petajoules
NL,total,total,reference,2032,142.3402,Petajoules
NS,total,total,reference,2032,141.9874,Petajoules
NT,total,total,reference,2032,12.2669,Petajoules
NU,total,total,reference,2032,10.699,Petajoules
ON,total,total,reference,2032,3071.751,Petajoules
PE,total,total,reference,2032,27.1331,Petajoules
QC,total,total,reference,2032,1796.4884,Petajoules
SK,total,total,reference,2032,664.3987,Petajoules
YT,total,total,reference,2032,7.3373,Petajoules
all,total,total,reference,2033,12375.6947,Petajoules
AB,total,total,reference,2033,4562.1387,Petajoules
BC,total,total,reference,2033,1394.3778,Petajoules
MB,total,total,reference,2033,342.322,Petajoules
NB,total,total,reference,2033,205.3313,Petajoules
NL,total,total,reference,2033,141.1568,Petajoules
NS,total,total,reference,2033,141.155,Petajoules
NT,total,total,reference,2033,12.1786,Petajoules
NU,total,total,reference,2033,10.664,Petajoules
ON,total,total,reference,2033,3071.1185,Petajoules
PE,total,total,reference,2033,27.0912,Petajoules
QC,total,total,reference,2033,1798.3509,Petajoules
SK,total,total,reference,2033,665.0348,Petajoules
YT,total,total,reference,2033,7.1584,Petajoules
all,total,total,reference,2034,12369.6516,Petajoules
AB,total,total,reference,2034,4547.1945,Petajoules
BC,total,total,reference,2034,1398.2903,Petajoules
MB,total,total,reference,2034,342.6759,Petajoules
NB,total,total,reference,2034,204.6131,Petajoules
NL,total,total,reference,2034,139.7616,Petajoules
NS,total,total,reference,2034,140.346,Petajoules
NT,total,total,reference,2034,12.1199,Petajoules
NU,total,total,reference,2034,10.1152,Petajoules
ON,total,total,reference,2034,3075.6139,Petajoules
PE,total,total,reference,2034,27.0762,Petajoules
QC,total,total,reference,2034,1800.7715,Petajoules
SK,total,total,reference,2034,666.5372,Petajoules
YT,total,total,reference,2034,6.8712,Petajoules
all,total,total,reference,2035,12372.0032,Petajoules
AB,total,total,reference,2035,4536.524,Petajoules
BC,total,total,reference,2035,1401.8125,Petajoules
MB,total,total,reference,2035,343.0804,Petajoules
NB,total,total,reference,2035,203.9389,Petajoules
NL,total,total,reference,2035,139.322,Petajoules
NS,total,total,reference,2035,139.5587,Petajoules
NT,total,total,reference,2035,12.0585,Petajoules
NU,total,total,reference,2035,10.1304,Petajoules
ON,total,total,reference,2035,3081.2997,Petajoules
PE,total,total,reference,2035,27.0775,Petajoules
QC,total,total,reference,2035,1803.668,Petajoules
SK,total,total,reference,2035,668.9476,Petajoules
YT,total,total,reference,2035,6.9089,Petajoules
all,total,total,reference,2036,12374.3625,Petajoules
AB,total,total,reference,2036,4525.6833,Petajoules
BC,total,total,reference,2036,1404.2634,Petajoules
MB,total,total,reference,2036,343.558,Petajoules
NB,total,total,reference,2036,203.2415,Petajoules
NL,total,total,reference,2036,138.0348,Petajoules
NS,total,total,reference,2036,138.8415,Petajoules
NT,total,total,reference,2036,12.0173,Petajoules
NU,total,total,reference,2036,10.1795,Petajoules
ON,total,total,reference,2036,3087.9625,Petajoules
PE,total,total,reference,2036,27.0806,Petajoules
QC,total,total,reference,2036,1806.7726,Petajoules
SK,total,total,reference,2036,672.1035,Petajoules
YT,total,total,reference,2036,6.9451,Petajoules
all,total,total,reference,2037,12372.0335,Petajoules
AB,total,total,reference,2037,4516.6931,Petajoules
BC,total,total,reference,2037,1404.1413,Petajoules
MB,total,total,reference,2037,343.8264,Petajoules
NB,total,total,reference,2037,202.4647,Petajoules
NL,total,total,reference,2037,136.2407,Petajoules
NS,total,total,reference,2037,137.9934,Petajoules
NT,total,total,reference,2037,11.9706,Petajoules
NU,total,total,reference,2037,10.0001,Petajoules
ON,total,total,reference,2037,3093.0574,Petajoules
PE,total,total,reference,2037,27.085,Petajoules
QC,total,total,reference,2037,1808.4969,Petajoules
SK,total,total,reference,2037,675.3903,Petajoules
YT,total,total,reference,2037,6.9788,Petajoules
all,total,total,reference,2038,12367.733,Petajoules
AB,total,total,reference,2038,4511.4287,Petajoules
BC,total,total,reference,2038,1402.6492,Petajoules
MB,total,total,reference,2038,343.9146,Petajoules
NB,total,total,reference,2038,201.5971,Petajoules
NL,total,total,reference,2038,134.0606,Petajoules
NS,total,total,reference,2038,137.1151,Petajoules
NT,total,total,reference,2038,11.9217,Petajoules
NU,total,total,reference,2038,10.1118,Petajoules
ON,total,total,reference,2038,3096.506,Petajoules
PE,total,total,reference,2038,27.085,Petajoules
QC,total,total,reference,2038,1807.7536,Petajoules
SK,total,total,reference,2038,678.8879,Petajoules
YT,total,total,reference,2038,7.0124,Petajoules
all,total,total,reference,2039,12364.948,Petajoules
AB,total,total,reference,2039,4507.5789,Petajoules
BC,total,total,reference,2039,1401.3265,Petajoules
MB,total,total,reference,2039,344.1116,Petajoules
NB,total,total,reference,2039,200.6707,Petajoules
NL,total,total,reference,2039,132.2577,Petajoules
NS,total,total,reference,2039,136.2404,Petajoules
NT,total,total,reference,2039,11.8866,Petajoules
NU,total,total,reference,2039,10.2085,Petajoules
ON,total,total,reference,2039,3098.8595,Petajoules
PE,total,total,reference,2039,27.0844,Petajoules
QC,total,total,reference,2039,1807.1379,Petajoules
SK,total,total,reference,2039,682.853,Petajoules
YT,total,total,reference,2039,7.0469,Petajoules
all,total,total,reference,2040,12364.701,Petajoules
AB,total,total,reference,2040,4506.4858,Petajoules
BC,total,total,reference,2040,1400.4415,Petajoules
MB,total,total,reference,2040,344.226,Petajoules
NB,total,total,reference,2040,199.7687,Petajoules
NL,total,total,reference,2040,130.157,Petajoules
NS,total,total,reference,2040,135.3066,Petajoules
NT,total,total,reference,2040,11.8493,Petajoules
NU,total,total,reference,2040,10.3079,Petajoules
ON,total,total,reference,2040,3100.458,Petajoules
PE,total,total,reference,2040,27.0854,Petajoules
QC,total,total,reference,2040,1806.7685,Petajoules
SK,total,total,reference,2040,687.0891,Petajoules
YT,total,total,reference,2040,7.0749,Petajoules
all,total,total,technology,2005,10430.5872,Petajoules
AB,total,total,technology,2005,2734.2053,Petajoules
BC,total,total,technology,2005,1249.283,Petajoules
MB,total,total,technology,2005,290.3687,Petajoules
NB,total,total,technology,2005,249.1699,Petajoules
NL,total,total,technology,2005,164.8522,Petajoules
NS,total,total,technology,2005,202.2353,Petajoules
NT,total,total,technology,2005,19.1266,Petajoules
NU,total,total,technology,2005,3.4045,Petajoules
ON,total,total,technology,2005,3060.3063,Petajoules
PE,total,total,technology,2005,25.5654,Petajoules
QC,total,total,technology,2005,1863.165,Petajoules
SK,total,total,technology,2005,561.1274,Petajoules
YT,total,total,technology,2005,7.8096,Petajoules
all,total,total,technology,2006,10403.6111,Petajoules
AB,total,total,technology,2006,2884.4468,Petajoules
BC,total,total,technology,2006,1224.5686,Petajoules
MB,total,total,technology,2006,274.7413,Petajoules
NB,total,total,technology,2006,250.8803,Petajoules
NL,total,total,technology,2006,167.4271,Petajoules
NS,total,total,technology,2006,196.3061,Petajoules
NT,total,total,technology,2006,18.3506,Petajoules
NU,total,total,technology,2006,4.6478,Petajoules
ON,total,total,technology,2006,2963.4873,Petajoules
PE,total,total,technology,2006,24.5227,Petajoules
QC,total,total,technology,2006,1844.7227,Petajoules
SK,total,total,technology,2006,543.8642,Petajoules
YT,total,total,technology,2006,8.5217,Petajoules
all,total,total,technology,2007,10795.2102,Petajoules
AB,total,total,technology,2007,3041.8902,Petajoules
BC,total,total,technology,2007,1236.3819,Petajoules
MB,total,total,technology,2007,290.5932,Petajoules
NB,total,total,technology,2007,265.6283,Petajoules
NL,total,total,technology,2007,182.2451,Petajoules
NS,total,total,technology,2007,211.3956,Petajoules
NT,total,total,technology,2007,23.8053,Petajoules
NU,total,total,technology,2007,5.2118,Petajoules
ON,total,total,technology,2007,3025.0288,Petajoules
PE,total,total,technology,2007,25.988,Petajoules
QC,total,total,technology,2007,1902.7661,Petajoules
SK,total,total,technology,2007,575.5953,Petajoules
YT,total,total,technology,2007,8.7491,Petajoules
all,total,total,technology,2008,10545.4404,Petajoules
AB,total,total,technology,2008,2957.5197,Petajoules
BC,total,total,technology,2008,1162.0007,Petajoules
MB,total,total,technology,2008,289.7225,Petajoules
NB,total,total,technology,2008,246.4621,Petajoules
NL,total,total,technology,2008,175.2796,Petajoules
NS,total,total,technology,2008,204.3973,Petajoules
NT,total,total,technology,2008,19.7592,Petajoules
NU,total,total,technology,2008,4.7815,Petajoules
ON,total,total,technology,2008,3011.9601,Petajoules
PE,total,total,technology,2008,25.0765,Petajoules
QC,total,total,technology,2008,1851.5591,Petajoules
SK,total,total,technology,2008,588.2435,Petajoules
YT,total,total,technology,2008,8.7743,Petajoules
all,total,total,technology,2009,10173.7468,Petajoules
AB,total,total,technology,2009,2939.1046,Petajoules
BC,total,total,technology,2009,1117.7609,Petajoules
MB,total,total,technology,2009,281.6674,Petajoules
NB,total,total,technology,2009,251.5199,Petajoules
NL,total,total,technology,2009,165.1832,Petajoules
NS,total,total,technology,2009,201.7679,Petajoules
NT,total,total,technology,2009,14.9831,Petajoules
NU,total,total,technology,2009,4.6287,Petajoules
ON,total,total,technology,2009,2771.7264,Petajoules
PE,total,total,technology,2009,25.2255,Petajoules
QC,total,total,technology,2009,1795.7959,Petajoules
SK,total,total,technology,2009,596.1511,Petajoules
YT,total,total,technology,2009,8.349,Petajoules
all,total,total,technology,2010,10489.533,Petajoules
AB,total,total,technology,2010,3104.8125,Petajoules
BC,total,total,technology,2010,1133.5162,Petajoules
