province,sector,source,scenario,year,value,unit
MB,residential,oilProducts,low,2010,0.6051,Petajoules
NB,residential,oilProducts,low,2010,9.8674,Petajoules
NL,residential,oilProducts,low,2010,5.5608,Petajoules
NS,residential,oilProducts,low,2010,22.6295,Petajoules
NT,residential,oilProducts,low,2010,1.0631,Petajoules
NU,residential,oilProducts,low,2010,0.0009,Petajoules
ON,residential,oilProducts,low,2010,37.3224,Petajoules
PE,residential,oilProducts,low,2010,4.9258,Petajoules
QC,residential,oilProducts,low,2010,33.0472,Petajoules
SK,residential,oilProducts,low,2010,0.9455,Petajoules
YT,residential,oilProducts,low,2010,0.456,Petajoules
all,residential,oilProducts,low,2011,119.0797,Petajoules
AB,residential,oilProducts,low,2011,1.9537,Petajoules
BC,residential,oilProducts,low,2011,1.914,Petajoules
MB,residential,oilProducts,low,2011,0.4384,Petajoules
NB,residential,oilProducts,low,2011,11.3577,Petajoules
NL,residential,oilProducts,low,2011,6.5892,Petajoules
NS,residential,oilProducts,low,2011,25.6818,Petajoules
NT,residential,oilProducts,low,2011,1.185,Petajoules
NU,residential,oilProducts,low,2011,0.0009,Petajoules
ON,residential,oilProducts,low,2011,34.5881,Petajoules
PE,residential,oilProducts,low,2011,5.933,Petajoules
QC,residential,oilProducts,low,2011,28.2832,Petajoules
SK,residential,oilProducts,low,2011,0.7278,Petajoules
YT,residential,oilProducts,low,2011,0.427,Petajoules
all,residential,oilProducts,low,2012,106.0948,Petajoules
AB,residential,oilProducts,low,2012,2.323,Petajoules
BC,residential,oilProducts,low,2012,1.5501,Petajoules
MB,residential,oilProducts,low,2012,0.5171,Petajoules
NB,residential,oilProducts,low,2012,9.7887,Petajoules
NL,residential,oilProducts,low,2012,5.1712,Petajoules
NS,residential,oilProducts,low,2012,22.2183,Petajoules
NT,residential,oilProducts,low,2012,1.1139775656,Petajoules
NU,residential,oilProducts,low,2012,0.0009,Petajoules
ON,residential,oilProducts,low,2012,32.4664,Petajoules
PE,residential,oilProducts,low,2012,4.832,Petajoules
QC,residential,oilProducts,low,2012,24.71,Petajoules
SK,residential,oilProducts,low,2012,1.0752,Petajoules
YT,residential,oilProducts,low,2012,0.371,Petajoules
all,residential,oilProducts,low,2013,91.1388,Petajoules
AB,residential,oilProducts,low,2013,1.9668,Petajoules
BC,residential,oilProducts,low,2013,1.35,Petajoules
MB,residential,oilProducts,low,2013,0.7165,Petajoules
NB,residential,oilProducts,low,2013,5.5693,Petajoules
NL,residential,oilProducts,low,2013,4.0716,Petajoules
NS,residential,oilProducts,low,2013,19.4366,Petajoules
NT,residential,oilProducts,low,2013,1.2757758831,Petajoules
NU,residential,oilProducts,low,2013,0.0009,Petajoules
ON,residential,oilProducts,low,2013,29.8433,Petajoules
PE,residential,oilProducts,low,2013,4.097,Petajoules
QC,residential,oilProducts,low,2013,21.9975,Petajoules
SK,residential,oilProducts,low,2013,0.6362,Petajoules
YT,residential,oilProducts,low,2013,0.31,Petajoules
all,residential,oilProducts,low,2014,86.461906778,Petajoules
AB,residential,oilProducts,low,2014,1.7796,Petajoules
BC,residential,oilProducts,low,2014,0.9929,Petajoules
MB,residential,oilProducts,low,2014,0.5447,Petajoules
NB,residential,oilProducts,low,2014,6.0817,Petajoules
NL,residential,oilProducts,low,2014,4.9472,Petajoules
NS,residential,oilProducts,low,2014,17.5138,Petajoules
NT,residential,oilProducts,low,2014,1.494206778,Petajoules
NU,residential,oilProducts,low,2014,0.0009,Petajoules
ON,residential,oilProducts,low,2014,26.8469,Petajoules
PE,residential,oilProducts,low,2014,3.528,Petajoules
QC,residential,oilProducts,low,2014,21.8245,Petajoules
SK,residential,oilProducts,low,2014,0.6985,Petajoules
YT,residential,oilProducts,low,2014,0.209,Petajoules
all,residential,oilProducts,low,2015,85.74104292,Petajoules
AB,residential,oilProducts,low,2015,1.9985,Petajoules
BC,residential,oilProducts,low,2015,1.2921,Petajoules
MB,residential,oilProducts,low,2015,0.6379,Petajoules
NB,residential,oilProducts,low,2015,5.1748,Petajoules
NL,residential,oilProducts,low,2015,3.8902,Petajoules
NS,residential,oilProducts,low,2015,18.9321,Petajoules
NT,residential,oilProducts,low,2015,1.33014292,Petajoules
NU,residential,oilProducts,low,2015,0.0008,Petajoules
ON,residential,oilProducts,low,2015,27.3887,Petajoules
PE,residential,oilProducts,low,2015,4.0565,Petajoules
QC,residential,oilProducts,low,2015,20.1673,Petajoules
SK,residential,oilProducts,low,2015,0.5653,Petajoules
YT,residential,oilProducts,low,2015,0.307,Petajoules
all,residential,oilProducts,low,2016,84.5281701229,Petajoules
AB,residential,oilProducts,low,2016,1.9986,Petajoules
BC,residential,oilProducts,low,2016,1.2567,Petajoules
MB,residential,oilProducts,low,2016,0.6221,Petajoules
NB,residential,oilProducts,low,2016,5.0653,Petajoules
NL,residential,oilProducts,low,2016,3.8793,Petajoules
NS,residential,oilProducts,low,2016,19.0726,Petajoules
NT,residential,oilProducts,low,2016,1.3079701229,Petajoules
NU,residential,oilProducts,low,2016,0.0008,Petajoules
ON,residential,oilProducts,low,2016,26.7234,Petajoules
PE,residential,oilProducts,low,2016,4.1134,Petajoules
QC,residential,oilProducts,low,2016,19.6346,Petajoules
SK,residential,oilProducts,low,2016,0.5439,Petajoules
YT,residential,oilProducts,low,2016,0.3097,Petajoules
all,residential,oilProducts,low,2017,83.0223851802,Petajoules
AB,residential,oilProducts,low,2017,1.9211,Petajoules
BC,residential,oilProducts,low,2017,1.2014,Petajoules
MB,residential,oilProducts,low,2017,0.5916,Petajoules
NB,residential,oilProducts,low,2017,4.9155,Petajoules
NL,residential,oilProducts,low,2017,3.8705,Petajoules
NS,residential,oilProducts,low,2017,19.365,Petajoules
NT,residential,oilProducts,low,2017,1.2706851802,Petajoules
NU,residential,oilProducts,low,2017,0.0008,Petajoules
ON,residential,oilProducts,low,2017,25.8851,Petajoules
PE,residential,oilProducts,low,2017,4.1898,Petajoules
QC,residential,oilProducts,low,2017,18.9844,Petajoules
SK,residential,oilProducts,low,2017,0.5138,Petajoules
YT,residential,oilProducts,low,2017,0.3126,Petajoules
all,residential,oilProducts,low,2018,81.8188205286,Petajoules
AB,residential,oilProducts,low,2018,1.9216,Petajoules
BC,residential,oilProducts,low,2018,1.1645,Petajoules
MB,residential,oilProducts,low,2018,0.5757,Petajoules
NB,residential,oilProducts,low,2018,4.8043,Petajoules
NL,residential,oilProducts,low,2018,3.8336,Petajoules
NS,residential,oilProducts,low,2018,19.5343,Petajoules
NT,residential,oilProducts,low,2018,1.2651205286,Petajoules
NU,residential,oilProducts,low,2018,0.0008,Petajoules
ON,residential,oilProducts,low,2018,25.2123,Petajoules
PE,residential,oilProducts,low,2018,4.2426,Petajoules
QC,residential,oilProducts,low,2018,18.4554,Petajoules
SK,residential,oilProducts,low,2018,0.4944,Petajoules
YT,residential,oilProducts,low,2018,0.314,Petajoules
all,residential,oilProducts,low,2019,80.5613368771,Petajoules
AB,residential,oilProducts,low,2019,1.9211,Petajoules
BC,residential,oilProducts,low,2019,1.1287,Petajoules
MB,residential,oilProducts,low,2019,0.56,Petajoules
NB,residential,oilProducts,low,2019,4.6908,Petajoules
NL,residential,oilProducts,low,2019,3.7886,Petajoules
NS,residential,oilProducts,low,2019,19.687,Petajoules
NT,residential,oilProducts,low,2019,1.2657368771,Petajoules
NU,residential,oilProducts,low,2019,0.0007,Petajoules
ON,residential,oilProducts,low,2019,24.5245,Petajoules
PE,residential,oilProducts,low,2019,4.2903,Petajoules
QC,residential,oilProducts,low,2019,17.9141,Petajoules
SK,residential,oilProducts,low,2019,0.4752,Petajoules
YT,residential,oilProducts,low,2019,0.3146,Petajoules
all,residential,oilProducts,low,2020,79.1571162983,Petajoules
AB,residential,oilProducts,low,2020,1.8886,Petajoules
BC,residential,oilProducts,low,2020,1.0887,Petajoules
MB,residential,oilProducts,low,2020,0.544,Petajoules
NB,residential,oilProducts,low,2020,4.5752,Petajoules
NL,residential,oilProducts,low,2020,3.742,Petajoules
NS,residential,oilProducts,low,2020,19.7476,Petajoules
NT,residential,oilProducts,low,2020,1.2810162983,Petajoules
NU,residential,oilProducts,low,2020,0.0007,Petajoules
ON,residential,oilProducts,low,2020,23.8252,Petajoules
PE,residential,oilProducts,low,2020,4.3207,Petajoules
QC,residential,oilProducts,low,2020,17.3689,Petajoules
SK,residential,oilProducts,low,2020,0.4568,Petajoules
YT,residential,oilProducts,low,2020,0.3177,Petajoules
all,residential,oilProducts,low,2021,77.7382207924,Petajoules
AB,residential,oilProducts,low,2021,1.8567,Petajoules
BC,residential,oilProducts,low,2021,1.0501,Petajoules
MB,residential,oilProducts,low,2021,0.5284,Petajoules
NB,residential,oilProducts,low,2021,4.4581,Petajoules
NL,residential,oilProducts,low,2021,3.6918,Petajoules
NS,residential,oilProducts,low,2021,19.7988,Petajoules
NT,residential,oilProducts,low,2021,1.2929207924,Petajoules
NU,residential,oilProducts,low,2021,0.0007,Petajoules
ON,residential,oilProducts,low,2021,23.1256,Petajoules
PE,residential,oilProducts,low,2021,4.3479,Petajoules
QC,residential,oilProducts,low,2021,16.8282,Petajoules
SK,residential,oilProducts,low,2021,0.439,Petajoules
YT,residential,oilProducts,low,2021,0.3202,Petajoules
all,residential,oilProducts,low,2022,76.3387572864,Petajoules
AB,residential,oilProducts,low,2022,1.826,Petajoules
BC,residential,oilProducts,low,2022,1.013,Petajoules
MB,residential,oilProducts,low,2022,0.5129,Petajoules
NB,residential,oilProducts,low,2022,4.3401,Petajoules
NL,residential,oilProducts,low,2022,3.6401,Petajoules
NS,residential,oilProducts,low,2022,19.8471,Petajoules
NT,residential,oilProducts,low,2022,1.3167572864,Petajoules
NU,residential,oilProducts,low,2022,0.0007,Petajoules
ON,residential,oilProducts,low,2022,22.4288,Petajoules
PE,residential,oilProducts,low,2022,4.3734,Petajoules
QC,residential,oilProducts,low,2022,16.2956,Petajoules
SK,residential,oilProducts,low,2022,0.4215,Petajoules
YT,residential,oilProducts,low,2022,0.3226,Petajoules
all,residential,oilProducts,low,2023,74.9441087804,Petajoules
AB,residential,oilProducts,low,2023,1.7965,Petajoules
BC,residential,oilProducts,low,2023,0.9773,Petajoules
MB,residential,oilProducts,low,2023,0.4979,Petajoules
NB,residential,oilProducts,low,2023,4.2219,Petajoules
NL,residential,oilProducts,low,2023,3.5871,Petajoules
NS,residential,oilProducts,low,2023,19.89,Petajoules
NT,residential,oilProducts,low,2023,1.3388087804,Petajoules
NU,residential,oilProducts,low,2023,0.0007,Petajoules
ON,residential,oilProducts,low,2023,21.7359,Petajoules
PE,residential,oilProducts,low,2023,4.3973,Petajoules
QC,residential,oilProducts,low,2023,15.7715,Petajoules
SK,residential,oilProducts,low,2023,0.4048,Petajoules
YT,residential,oilProducts,low,2023,0.3248,Petajoules
all,residential,oilProducts,low,2024,73.5586602745,Petajoules
AB,residential,oilProducts,low,2024,1.768,Petajoules
BC,residential,oilProducts,low,2024,0.9431,Petajoules
MB,residential,oilProducts,low,2024,0.4831,Petajoules
NB,residential,oilProducts,low,2024,4.1028,Petajoules
NL,residential,oilProducts,low,2024,3.533,Petajoules
NS,residential,oilProducts,low,2024,19.9296,Petajoules
NT,residential,oilProducts,low,2024,1.3591602745,Petajoules
NU,residential,oilProducts,low,2024,0.0006,Petajoules
ON,residential,oilProducts,low,2024,21.0479,Petajoules
PE,residential,oilProducts,low,2024,4.4196,Petajoules
QC,residential,oilProducts,low,2024,15.2566,Petajoules
SK,residential,oilProducts,low,2024,0.3887,Petajoules
YT,residential,oilProducts,low,2024,0.3267,Petajoules
all,residential,oilProducts,low,2025,72.1852056957,Petajoules
AB,residential,oilProducts,low,2025,1.7404,Petajoules
BC,residential,oilProducts,low,2025,0.9101,Petajoules
MB,residential,oilProducts,low,2025,0.4688,Petajoules
NB,residential,oilProducts,low,2025,3.9838,Petajoules
NL,residential,oilProducts,low,2025,3.478,Petajoules
NS,residential,oilProducts,low,2025,19.967,Petajoules
NT,residential,oilProducts,low,2025,1.3778056957,Petajoules
NU,residential,oilProducts,low,2025,0.0006,Petajoules
ON,residential,oilProducts,low,2025,20.3657,Petajoules
PE,residential,oilProducts,low,2025,4.4403,Petajoules
QC,residential,oilProducts,low,2025,14.7513,Petajoules
SK,residential,oilProducts,low,2025,0.3731,Petajoules
YT,residential,oilProducts,low,2025,0.3283,Petajoules
all,residential,oilProducts,low,2026,70.8274511169,Petajoules
AB,residential,oilProducts,low,2026,1.7139,Petajoules
BC,residential,oilProducts,low,2026,0.8787,Petajoules
MB,residential,oilProducts,low,2026,0.4548,Petajoules
NB,residential,oilProducts,low,2026,3.8648,Petajoules
NL,residential,oilProducts,low,2026,3.4221,Petajoules
NS,residential,oilProducts,low,2026,20.0021,Petajoules
NT,residential,oilProducts,low,2026,1.3947511169,Petajoules
NU,residential,oilProducts,low,2026,0.0006,Petajoules
ON,residential,oilProducts,low,2026,19.6913,Petajoules
PE,residential,oilProducts,low,2026,4.4598,Petajoules
QC,residential,oilProducts,low,2026,14.2567,Petajoules
SK,residential,oilProducts,low,2026,0.3581,Petajoules
YT,residential,oilProducts,low,2026,0.3298,Petajoules
all,residential,oilProducts,low,2027,69.4880243926,Petajoules
AB,residential,oilProducts,low,2027,1.6882,Petajoules
BC,residential,oilProducts,low,2027,0.8484,Petajoules
MB,residential,oilProducts,low,2027,0.4411,Petajoules
NB,residential,oilProducts,low,2027,3.7464,Petajoules
NL,residential,oilProducts,low,2027,3.366,Petajoules
NS,residential,oilProducts,low,2027,20.0352,Petajoules
NT,residential,oilProducts,low,2027,1.4103243926,Petajoules
NU,residential,oilProducts,low,2027,0.0006,Petajoules
ON,residential,oilProducts,low,2027,19.0258,Petajoules
PE,residential,oilProducts,low,2027,4.4779,Petajoules
QC,residential,oilProducts,low,2027,13.7735,Petajoules
SK,residential,oilProducts,low,2027,0.3436,Petajoules
YT,residential,oilProducts,low,2027,0.3309,Petajoules
all,residential,oilProducts,low,2028,68.1676076683,Petajoules
AB,residential,oilProducts,low,2028,1.6635,Petajoules
BC,residential,oilProducts,low,2028,0.8195,Petajoules
MB,residential,oilProducts,low,2028,0.428,Petajoules
NB,residential,oilProducts,low,2028,3.6285,Petajoules
NL,residential,oilProducts,low,2028,3.3096,Petajoules
NS,residential,oilProducts,low,2028,20.0655,Petajoules
NT,residential,oilProducts,low,2028,1.4247076683,Petajoules
NU,residential,oilProducts,low,2028,0.0005,Petajoules
ON,residential,oilProducts,low,2028,18.3697,Petajoules
PE,residential,oilProducts,low,2028,4.495,Petajoules
QC,residential,oilProducts,low,2028,13.3015,Petajoules
SK,residential,oilProducts,low,2028,0.3295,Petajoules
YT,residential,oilProducts,low,2028,0.3319,Petajoules
all,residential,oilProducts,low,2029,66.8679559439,Petajoules
AB,residential,oilProducts,low,2029,1.64,Petajoules
BC,residential,oilProducts,low,2029,0.7919,Petajoules
MB,residential,oilProducts,low,2029,0.4152,Petajoules
NB,residential,oilProducts,low,2029,3.5115,Petajoules
NL,residential,oilProducts,low,2029,3.2534,Petajoules
NS,residential,oilProducts,low,2029,20.0922,Petajoules
NT,residential,oilProducts,low,2029,1.4381559439,Petajoules
NU,residential,oilProducts,low,2029,0.0005,Petajoules
ON,residential,oilProducts,low,2029,17.7239,Petajoules
PE,residential,oilProducts,low,2029,4.511,Petajoules
QC,residential,oilProducts,low,2029,12.8413,Petajoules
SK,residential,oilProducts,low,2029,0.3161,Petajoules
YT,residential,oilProducts,low,2029,0.3328,Petajoules
all,residential,oilProducts,low,2030,65.591852074,Petajoules
AB,residential,oilProducts,low,2030,1.6175,Petajoules
BC,residential,oilProducts,low,2030,0.7657,Petajoules
MB,residential,oilProducts,low,2030,0.4028,Petajoules
NB,residential,oilProducts,low,2030,3.3955,Petajoules
NL,residential,oilProducts,low,2030,3.1974,Petajoules
NS,residential,oilProducts,low,2030,20.1167,Petajoules
NT,residential,oilProducts,low,2030,1.451252074,Petajoules
NU,residential,oilProducts,low,2030,0.0005,Petajoules
ON,residential,oilProducts,low,2030,17.0891,Petajoules
PE,residential,oilProducts,low,2030,4.5258,Petajoules
QC,residential,oilProducts,low,2030,12.393,Petajoules
SK,residential,oilProducts,low,2030,0.3033,Petajoules
YT,residential,oilProducts,low,2030,0.3336,Petajoules
all,residential,oilProducts,low,2031,64.3409782041,Petajoules
AB,residential,oilProducts,low,2031,1.5961,Petajoules
BC,residential,oilProducts,low,2031,0.7405,Petajoules
MB,residential,oilProducts,low,2031,0.3908,Petajoules
NB,residential,oilProducts,low,2031,3.2806,Petajoules
NL,residential,oilProducts,low,2031,3.1416,Petajoules
NS,residential,oilProducts,low,2031,20.1389,Petajoules
NT,residential,oilProducts,low,2031,1.4641782041,Petajoules
NU,residential,oilProducts,low,2031,0.0005,Petajoules
ON,residential,oilProducts,low,2031,16.4659,Petajoules
PE,residential,oilProducts,low,2031,4.5396,Petajoules
QC,residential,oilProducts,low,2031,11.9567,Petajoules
SK,residential,oilProducts,low,2031,0.2909,Petajoules
YT,residential,oilProducts,low,2031,0.3344,Petajoules
all,residential,oilProducts,low,2032,63.1113471885,Petajoules
AB,residential,oilProducts,low,2032,1.5755,Petajoules
BC,residential,oilProducts,low,2032,0.7165,Petajoules
MB,residential,oilProducts,low,2032,0.3792,Petajoules
NB,residential,oilProducts,low,2032,3.1671,Petajoules
NL,residential,oilProducts,low,2032,3.0865,Petajoules
NS,residential,oilProducts,low,2032,20.1542,Petajoules
NT,residential,oilProducts,low,2032,1.4773471885,Petajoules
NU,residential,oilProducts,low,2032,0.0005,Petajoules
ON,residential,oilProducts,low,2032,15.8551,Petajoules
PE,residential,oilProducts,low,2032,4.5526,Petajoules
QC,residential,oilProducts,low,2032,11.5324,Petajoules
SK,residential,oilProducts,low,2032,0.279,Petajoules
YT,residential,oilProducts,low,2032,0.3353,Petajoules
all,residential,oilProducts,low,2033,61.8987301002,Petajoules
AB,residential,oilProducts,low,2033,1.556,Petajoules
BC,residential,oilProducts,low,2033,0.6936,Petajoules
MB,residential,oilProducts,low,2033,0.368,Petajoules
NB,residential,oilProducts,low,2033,3.0553,Petajoules
NL,residential,oilProducts,low,2033,3.0323,Petajoules
NS,residential,oilProducts,low,2033,20.1568,Petajoules
NT,residential,oilProducts,low,2033,1.4898301002,Petajoules
NU,residential,oilProducts,low,2033,0.0004,Petajoules
ON,residential,oilProducts,low,2033,15.2571,Petajoules
PE,residential,oilProducts,low,2033,4.5652,Petajoules
QC,residential,oilProducts,low,2033,11.1203,Petajoules
SK,residential,oilProducts,low,2033,0.2677,Petajoules
YT,residential,oilProducts,low,2033,0.3361,Petajoules
all,residential,oilProducts,low,2034,60.7150930119,Petajoules
AB,residential,oilProducts,low,2034,1.5373,Petajoules
BC,residential,oilProducts,low,2034,0.6719,Petajoules
MB,residential,oilProducts,low,2034,0.3573,Petajoules
NB,residential,oilProducts,low,2034,2.9451,Petajoules
NL,residential,oilProducts,low,2034,2.9785,Petajoules
NS,residential,oilProducts,low,2034,20.1599,Petajoules
NT,residential,oilProducts,low,2034,1.5012930119,Petajoules
NU,residential,oilProducts,low,2034,0.0004,Petajoules
ON,residential,oilProducts,low,2034,14.6724,Petajoules
PE,residential,oilProducts,low,2034,4.577,Petajoules
QC,residential,oilProducts,low,2034,10.7203,Petajoules
SK,residential,oilProducts,low,2034,0.2568,Petajoules
YT,residential,oilProducts,low,2034,0.3367,Petajoules
all,residential,oilProducts,low,2035,59.559523778,Petajoules
AB,residential,oilProducts,low,2035,1.5195,Petajoules
BC,residential,oilProducts,low,2035,0.6513,Petajoules
MB,residential,oilProducts,low,2035,0.3469,Petajoules
NB,residential,oilProducts,low,2035,2.8367,Petajoules
NL,residential,oilProducts,low,2035,2.9257,Petajoules
NS,residential,oilProducts,low,2035,20.1617,Petajoules
NT,residential,oilProducts,low,2035,1.511723778,Petajoules
NU,residential,oilProducts,low,2035,0.0004,Petajoules
ON,residential,oilProducts,low,2035,14.1014,Petajoules
PE,residential,oilProducts,low,2035,4.5877,Petajoules
QC,residential,oilProducts,low,2035,10.3327,Petajoules
SK,residential,oilProducts,low,2035,0.2463,Petajoules
YT,residential,oilProducts,low,2035,0.3372,Petajoules
all,residential,oilProducts,low,2036,58.4748634714,Petajoules
AB,residential,oilProducts,low,2036,1.5035,Petajoules
BC,residential,oilProducts,low,2036,0.6322,Petajoules
MB,residential,oilProducts,low,2036,0.3373,Petajoules
NB,residential,oilProducts,low,2036,2.7329,Petajoules
NL,residential,oilProducts,low,2036,2.8761,Petajoules
NS,residential,oilProducts,low,2036,20.1734,Petajoules
NT,residential,oilProducts,low,2036,1.5220634714,Petajoules
NU,residential,oilProducts,low,2036,0.0004,Petajoules
ON,residential,oilProducts,low,2036,13.5569,Petajoules
PE,residential,oilProducts,low,2036,4.6006,Petajoules
QC,residential,oilProducts,low,2036,9.9651,Petajoules
SK,residential,oilProducts,low,2036,0.2364,Petajoules
YT,residential,oilProducts,low,2036,0.3378,Petajoules
all,residential,oilProducts,low,2037,57.4129620919,Petajoules
AB,residential,oilProducts,low,2037,1.4883,Petajoules
BC,residential,oilProducts,low,2037,0.6141,Petajoules
MB,residential,oilProducts,low,2037,0.3279,Petajoules
NB,residential,oilProducts,low,2037,2.6312,Petajoules
NL,residential,oilProducts,low,2037,2.8275,Petajoules
NS,residential,oilProducts,low,2037,20.1787,Petajoules
NT,residential,oilProducts,low,2037,1.5314620919,Petajoules
NU,residential,oilProducts,low,2037,0.0004,Petajoules
ON,residential,oilProducts,low,2037,13.0262,Petajoules
PE,residential,oilProducts,low,2037,4.6126,Petajoules
QC,residential,oilProducts,low,2037,9.6093,Petajoules
SK,residential,oilProducts,low,2037,0.2272,Petajoules
YT,residential,oilProducts,low,2037,0.3382,Petajoules
all,residential,oilProducts,low,2038,56.3754496396,Petajoules
AB,residential,oilProducts,low,2038,1.4738,Petajoules
BC,residential,oilProducts,low,2038,0.5969,Petajoules
MB,residential,oilProducts,low,2038,0.319,Petajoules
NB,residential,oilProducts,low,2038,2.5315,Petajoules
NL,residential,oilProducts,low,2038,2.7799,Petajoules
NS,residential,oilProducts,low,2038,20.1786,Petajoules
NT,residential,oilProducts,low,2038,1.5397496396,Petajoules
NU,residential,oilProducts,low,2038,0.0004,Petajoules
ON,residential,oilProducts,low,2038,12.5097,Petajoules
PE,residential,oilProducts,low,2038,4.624,Petajoules
QC,residential,oilProducts,low,2038,9.2653,Petajoules
SK,residential,oilProducts,low,2038,0.2183,Petajoules
YT,residential,oilProducts,low,2038,0.3385,Petajoules
all,residential,oilProducts,low,2039,55.3680261146,Petajoules
AB,residential,oilProducts,low,2039,1.46,Petajoules
BC,residential,oilProducts,low,2039,0.5805,Petajoules
MB,residential,oilProducts,low,2039,0.3104,Petajoules
NB,residential,oilProducts,low,2039,2.4341,Petajoules
NL,residential,oilProducts,low,2039,2.7332,Petajoules
NS,residential,oilProducts,low,2039,20.1797,Petajoules
NT,residential,oilProducts,low,2039,1.5469261146,Petajoules
NU,residential,oilProducts,low,2039,0.0003,Petajoules
ON,residential,oilProducts,low,2039,12.0074,Petajoules
PE,residential,oilProducts,low,2039,4.6346,Petajoules
QC,residential,oilProducts,low,2039,8.9327,Petajoules
SK,residential,oilProducts,low,2039,0.2096,Petajoules
YT,residential,oilProducts,low,2039,0.3386,Petajoules
all,residential,oilProducts,low,2040,54.3803665167,Petajoules
AB,residential,oilProducts,low,2040,1.447,Petajoules
BC,residential,oilProducts,low,2040,0.5649,Petajoules
MB,residential,oilProducts,low,2040,0.3022,Petajoules
NB,residential,oilProducts,low,2040,2.3388,Petajoules
NL,residential,oilProducts,low,2040,2.6877,Petajoules
NS,residential,oilProducts,low,2040,20.1691,Petajoules
NT,residential,oilProducts,low,2040,1.5542665167,Petajoules
NU,residential,oilProducts,low,2040,0.0003,Petajoules
ON,residential,oilProducts,low,2040,11.5194,Petajoules
PE,residential,oilProducts,low,2040,4.6446,Petajoules
QC,residential,oilProducts,low,2040,8.6117,Petajoules
SK,residential,oilProducts,low,2040,0.2015,Petajoules
YT,residential,oilProducts,low,2040,0.339,Petajoules
all,residential,bio,reference,2005,164.8999,Petajoules
AB,residential,bio,reference,2005,4.6,Petajoules
BC,residential,bio,reference,2005,15.0001,Petajoules
MB,residential,bio,reference,2005,3.2,Petajoules
NB,residential,bio,reference,2005,9,Petajoules
NL,residential,bio,reference,2005,6.3,Petajoules
NS,residential,bio,reference,2005,9,Petajoules
NT,residential,bio,reference,2005,0.0033,Petajoules
NU,residential,bio,reference,2005,0.1869,Petajoules
ON,residential,bio,reference,2005,37.5,Petajoules
PE,residential,bio,reference,2005,1.2,Petajoules
QC,residential,bio,reference,2005,76.3999,Petajoules
SK,residential,bio,reference,2005,2.3999,Petajoules
YT,residential,bio,reference,2005,0.1098,Petajoules
all,residential,bio,reference,2006,161.4995,Petajoules
AB,residential,bio,reference,2006,4.3999,Petajoules
BC,residential,bio,reference,2006,13.7999,Petajoules
MB,residential,bio,reference,2006,3.2,Petajoules
NB,residential,bio,reference,2006,8.1001,Petajoules
NL,residential,bio,reference,2006,6.4999,Petajoules
NS,residential,bio,reference,2006,8.5999,Petajoules
NT,residential,bio,reference,2006,0.0053,Petajoules
NU,residential,bio,reference,2006,0.2301,Petajoules
ON,residential,bio,reference,2006,36.3999,Petajoules
PE,residential,bio,reference,2006,1.2,Petajoules
QC,residential,bio,reference,2006,76.5,Petajoules
SK,residential,bio,reference,2006,2.3999,Petajoules
YT,residential,bio,reference,2006,0.1646,Petajoules
all,residential,bio,reference,2007,162.1999,Petajoules
AB,residential,bio,reference,2007,5.1,Petajoules
BC,residential,bio,reference,2007,14.4,Petajoules
MB,residential,bio,reference,2007,3.2,Petajoules
NB,residential,bio,reference,2007,7.8,Petajoules
NL,residential,bio,reference,2007,5.9,Petajoules
NS,residential,bio,reference,2007,9.1,Petajoules
NT,residential,bio,reference,2007,0.0033,Petajoules
NU,residential,bio,reference,2007,0.1961,Petajoules
ON,residential,bio,reference,2007,36.4,Petajoules
PE,residential,bio,reference,2007,1.2999,Petajoules
QC,residential,bio,reference,2007,76.4001,Petajoules
SK,residential,bio,reference,2007,2.2999,Petajoules
YT,residential,bio,reference,2007,0.1006,Petajoules
all,residential,bio,reference,2008,165.1001,Petajoules
AB,residential,bio,reference,2008,5.8001,Petajoules
BC,residential,bio,reference,2008,14.7,Petajoules
MB,residential,bio,reference,2008,3.0001,Petajoules
NB,residential,bio,reference,2008,7.9,Petajoules
NL,residential,bio,reference,2008,6.5,Petajoules
NS,residential,bio,reference,2008,10.2999,Petajoules
NT,residential,bio,reference,2008,0.0053,Petajoules
NU,residential,bio,reference,2008,0.2528,Petajoules
ON,residential,bio,reference,2008,38.3998,Petajoules
PE,residential,bio,reference,2008,1.6,Petajoules
QC,residential,bio,reference,2008,74.4002,Petajoules
SK,residential,bio,reference,2008,2.1,Petajoules
YT,residential,bio,reference,2008,0.1418,Petajoules
all,residential,bio,reference,2009,160.0002,Petajoules
AB,residential,bio,reference,2009,6.5001,Petajoules
BC,residential,bio,reference,2009,13.8,Petajoules
MB,residential,bio,reference,2009,3,Petajoules
NB,residential,bio,reference,2009,7.8,Petajoules
NL,residential,bio,reference,2009,5.9998,Petajoules
NS,residential,bio,reference,2009,9.6,Petajoules
NT,residential,bio,reference,2009,0.0054,Petajoules
NU,residential,bio,reference,2009,0.3137,Petajoules
ON,residential,bio,reference,2009,38.0001,Petajoules
PE,residential,bio,reference,2009,1.7001,Petajoules
QC,residential,bio,reference,2009,71.2,Petajoules
SK,residential,bio,reference,2009,2.0001,Petajoules
YT,residential,bio,reference,2009,0.0809,Petajoules
all,residential,bio,reference,2010,171.1002,Petajoules
AB,residential,bio,reference,2010,7.1,Petajoules
BC,residential,bio,reference,2010,13.2999,Petajoules
MB,residential,bio,reference,2010,3.3001,Petajoules
