province,sector,source,scenario,year,value,unit
AB,residential,solarWindGeothermal,reference,2013,0,Petajoules
BC,residential,solarWindGeothermal,reference,2013,0,Petajoules
MB,residential,solarWindGeothermal,reference,2013,0,Petajoules
NB,residential,solarWindGeothermal,reference,2013,0,Petajoules
NL,residential,solarWindGeothermal,reference,2013,0,Petajoules
NS,residential,solarWindGeothermal,reference,2013,0,Petajoules
NT,residential,solarWindGeothermal,reference,2013,0,Petajoules
NU,residential,solarWindGeothermal,reference,2013,0,Petajoules
ON,residential,solarWindGeothermal,reference,2013,0,Petajoules
PE,residential,solarWindGeothermal,reference,2013,0,Petajoules
QC,residential,solarWindGeothermal,reference,2013,0,Petajoules
SK,residential,solarWindGeothermal,reference,2013,0,Petajoules
YT,residential,solarWindGeothermal,reference,2013,0,Petajoules
all,residential,solarWindGeothermal,reference,2014,0,Petajoules
AB,residential,solarWindGeothermal,reference,2014,0,Petajoules
BC,residential,solarWindGeothermal,reference,2014,0,Petajoules
MB,residential,solarWindGeothermal,reference,2014,0,Petajoules
NB,residential,solarWindGeothermal,reference,2014,0,Petajoules
NL,residential,solarWindGeothermal,reference,2014,0,Petajoules
NS,residential,solarWindGeothermal,reference,2014,0,Petajoules
NT,residential,solarWindGeothermal,reference,2014,0,Petajoules
NU,residential,solarWindGeothermal,reference,2014,0,Petajoules
ON,residential,solarWindGeothermal,reference,2014,0,Petajoules
PE,residential,solarWindGeothermal,reference,2014,0,Petajoules
QC,residential,solarWindGeothermal,reference,2014,0,Petajoules
SK,residential,solarWindGeothermal,reference,2014,0,Petajoules
YT,residential,solarWindGeothermal,reference,2014,0,Petajoules
all,residential,solarWindGeothermal,reference,2015,0,Petajoules
AB,residential,solarWindGeothermal,reference,2015,0,Petajoules
BC,residential,solarWindGeothermal,reference,2015,0,Petajoules
MB,residential,solarWindGeothermal,reference,2015,0,Petajoules
NB,residential,solarWindGeothermal,reference,2015,0,Petajoules
NL,residential,solarWindGeothermal,reference,2015,0,Petajoules
NS,residential,solarWindGeothermal,reference,2015,0,Petajoules
NT,residential,solarWindGeothermal,reference,2015,0,Petajoules
NU,residential,solarWindGeothermal,reference,2015,0,Petajoules
ON,residential,solarWindGeothermal,reference,2015,0,Petajoules
PE,residential,solarWindGeothermal,reference,2015,0,Petajoules
QC,residential,solarWindGeothermal,reference,2015,0,Petajoules
SK,residential,solarWindGeothermal,reference,2015,0,Petajoules
YT,residential,solarWindGeothermal,reference,2015,0,Petajoules
all,residential,solarWindGeothermal,reference,2016,0,Petajoules
AB,residential,solarWindGeothermal,reference,2016,0,Petajoules
BC,residential,solarWindGeothermal,reference,2016,0,Petajoules
MB,residential,solarWindGeothermal,reference,2016,0,Petajoules
NB,residential,solarWindGeothermal,reference,2016,0,Petajoules
NL,residential,solarWindGeothermal,reference,2016,0,Petajoules
NS,residential,solarWindGeothermal,reference,2016,0,Petajoules
NT,residential,solarWindGeothermal,reference,2016,0,Petajoules
NU,residential,solarWindGeothermal,reference,2016,0,Petajoules
ON,residential,solarWindGeothermal,reference,2016,0,Petajoules
PE,residential,solarWindGeothermal,reference,2016,0,Petajoules
QC,residential,solarWindGeothermal,reference,2016,0,Petajoules
SK,residential,solarWindGeothermal,reference,2016,0,Petajoules
YT,residential,solarWindGeothermal,reference,2016,0,Petajoules
all,residential,solarWindGeothermal,reference,2017,0,Petajoules
AB,residential,solarWindGeothermal,reference,2017,0,Petajoules
BC,residential,solarWindGeothermal,reference,2017,0,Petajoules
MB,residential,solarWindGeothermal,reference,2017,0,Petajoules
NB,residential,solarWindGeothermal,reference,2017,0,Petajoules
NL,residential,solarWindGeothermal,reference,2017,0,Petajoules
NS,residential,solarWindGeothermal,reference,2017,0,Petajoules
NT,residential,solarWindGeothermal,reference,2017,0,Petajoules
NU,residential,solarWindGeothermal,reference,2017,0,Petajoules
ON,residential,solarWindGeothermal,reference,2017,0,Petajoules
PE,residential,solarWindGeothermal,reference,2017,0,Petajoules
QC,residential,solarWindGeothermal,reference,2017,0,Petajoules
SK,residential,solarWindGeothermal,reference,2017,0,Petajoules
YT,residential,solarWindGeothermal,reference,2017,0,Petajoules
all,residential,solarWindGeothermal,reference,2018,0.3026,Petajoules
AB,residential,solarWindGeothermal,reference,2018,0.046,Petajoules
BC,residential,solarWindGeothermal,reference,2018,0.0298,Petajoules
MB,residential,solarWindGeothermal,reference,2018,0.0116,Petajoules
NB,residential,solarWindGeothermal,reference,2018,0.0065,Petajoules
NL,residential,solarWindGeothermal,reference,2018,0.0036,Petajoules
NS,residential,solarWindGeothermal,reference,2018,0.0067,Petajoules
NT,residential,solarWindGeothermal,reference,2018,0,Petajoules
NU,residential,solarWindGeothermal,reference,2018,0,Petajoules
ON,residential,solarWindGeothermal,reference,2018,0.1058,Petajoules
PE,residential,solarWindGeothermal,reference,2018,0.0009,Petajoules
QC,residential,solarWindGeothermal,reference,2018,0.0826,Petajoules
SK,residential,solarWindGeothermal,reference,2018,0.0091,Petajoules
YT,residential,solarWindGeothermal,reference,2018,0,Petajoules
all,residential,solarWindGeothermal,reference,2019,0.6415,Petajoules
AB,residential,solarWindGeothermal,reference,2019,0.0907,Petajoules
BC,residential,solarWindGeothermal,reference,2019,0.0623,Petajoules
MB,residential,solarWindGeothermal,reference,2019,0.0247,Petajoules
NB,residential,solarWindGeothermal,reference,2019,0.0127,Petajoules
NL,residential,solarWindGeothermal,reference,2019,0.0073,Petajoules
NS,residential,solarWindGeothermal,reference,2019,0.0136,Petajoules
NT,residential,solarWindGeothermal,reference,2019,0,Petajoules
NU,residential,solarWindGeothermal,reference,2019,0,Petajoules
ON,residential,solarWindGeothermal,reference,2019,0.2404,Petajoules
PE,residential,solarWindGeothermal,reference,2019,0.002,Petajoules
QC,residential,solarWindGeothermal,reference,2019,0.1691,Petajoules
SK,residential,solarWindGeothermal,reference,2019,0.0185,Petajoules
YT,residential,solarWindGeothermal,reference,2019,0.0001,Petajoules
all,residential,solarWindGeothermal,reference,2020,0.9805,Petajoules
AB,residential,solarWindGeothermal,reference,2020,0.1369,Petajoules
BC,residential,solarWindGeothermal,reference,2020,0.0949,Petajoules
MB,residential,solarWindGeothermal,reference,2020,0.0377,Petajoules
NB,residential,solarWindGeothermal,reference,2020,0.0187,Petajoules
NL,residential,solarWindGeothermal,reference,2020,0.0113,Petajoules
NS,residential,solarWindGeothermal,reference,2020,0.0198,Petajoules
NT,residential,solarWindGeothermal,reference,2020,0.0002,Petajoules
NU,residential,solarWindGeothermal,reference,2020,0,Petajoules
ON,residential,solarWindGeothermal,reference,2020,0.3804,Petajoules
PE,residential,solarWindGeothermal,reference,2020,0.003,Petajoules
QC,residential,solarWindGeothermal,reference,2020,0.2498,Petajoules
SK,residential,solarWindGeothermal,reference,2020,0.0276,Petajoules
YT,residential,solarWindGeothermal,reference,2020,0.0001,Petajoules
all,residential,solarWindGeothermal,reference,2021,1.3246,Petajoules
AB,residential,solarWindGeothermal,reference,2021,0.182,Petajoules
BC,residential,solarWindGeothermal,reference,2021,0.1388,Petajoules
MB,residential,solarWindGeothermal,reference,2021,0.0506,Petajoules
NB,residential,solarWindGeothermal,reference,2021,0.0247,Petajoules
NL,residential,solarWindGeothermal,reference,2021,0.0158,Petajoules
NS,residential,solarWindGeothermal,reference,2021,0.0257,Petajoules
NT,residential,solarWindGeothermal,reference,2021,0.0002,Petajoules
NU,residential,solarWindGeothermal,reference,2021,0,Petajoules
ON,residential,solarWindGeothermal,reference,2021,0.5172,Petajoules
PE,residential,solarWindGeothermal,reference,2021,0.004,Petajoules
QC,residential,solarWindGeothermal,reference,2021,0.3287,Petajoules
SK,residential,solarWindGeothermal,reference,2021,0.0366,Petajoules
YT,residential,solarWindGeothermal,reference,2021,0.0001,Petajoules
all,residential,solarWindGeothermal,reference,2022,1.6564,Petajoules
AB,residential,solarWindGeothermal,reference,2022,0.2272,Petajoules
BC,residential,solarWindGeothermal,reference,2022,0.1821,Petajoules
MB,residential,solarWindGeothermal,reference,2022,0.0632,Petajoules
NB,residential,solarWindGeothermal,reference,2022,0.0303,Petajoules
NL,residential,solarWindGeothermal,reference,2022,0.021,Petajoules
NS,residential,solarWindGeothermal,reference,2022,0.0312,Petajoules
NT,residential,solarWindGeothermal,reference,2022,0.0002,Petajoules
NU,residential,solarWindGeothermal,reference,2022,0.0001,Petajoules
ON,residential,solarWindGeothermal,reference,2022,0.6461,Petajoules
PE,residential,solarWindGeothermal,reference,2022,0.0047,Petajoules
QC,residential,solarWindGeothermal,reference,2022,0.4044,Petajoules
SK,residential,solarWindGeothermal,reference,2022,0.0456,Petajoules
YT,residential,solarWindGeothermal,reference,2022,0.0002,Petajoules
all,residential,solarWindGeothermal,reference,2023,2.0002,Petajoules
AB,residential,solarWindGeothermal,reference,2023,0.2759,Petajoules
BC,residential,solarWindGeothermal,reference,2023,0.2289,Petajoules
MB,residential,solarWindGeothermal,reference,2023,0.0753,Petajoules
NB,residential,solarWindGeothermal,reference,2023,0.0359,Petajoules
NL,residential,solarWindGeothermal,reference,2023,0.0269,Petajoules
NS,residential,solarWindGeothermal,reference,2023,0.0368,Petajoules
NT,residential,solarWindGeothermal,reference,2023,0.0004,Petajoules
NU,residential,solarWindGeothermal,reference,2023,0.0001,Petajoules
ON,residential,solarWindGeothermal,reference,2023,0.7803,Petajoules
PE,residential,solarWindGeothermal,reference,2023,0.0056,Petajoules
QC,residential,solarWindGeothermal,reference,2023,0.4788,Petajoules
SK,residential,solarWindGeothermal,reference,2023,0.0553,Petajoules
YT,residential,solarWindGeothermal,reference,2023,0.0002,Petajoules
all,residential,solarWindGeothermal,reference,2024,2.3389,Petajoules
AB,residential,solarWindGeothermal,reference,2024,0.3221,Petajoules
BC,residential,solarWindGeothermal,reference,2024,0.2755,Petajoules
MB,residential,solarWindGeothermal,reference,2024,0.0869,Petajoules
NB,residential,solarWindGeothermal,reference,2024,0.0414,Petajoules
NL,residential,solarWindGeothermal,reference,2024,0.0333,Petajoules
NS,residential,solarWindGeothermal,reference,2024,0.0422,Petajoules
NT,residential,solarWindGeothermal,reference,2024,0.0004,Petajoules
NU,residential,solarWindGeothermal,reference,2024,0.0001,Petajoules
ON,residential,solarWindGeothermal,reference,2024,0.9146,Petajoules
PE,residential,solarWindGeothermal,reference,2024,0.0064,Petajoules
QC,residential,solarWindGeothermal,reference,2024,0.551,Petajoules
SK,residential,solarWindGeothermal,reference,2024,0.0648,Petajoules
YT,residential,solarWindGeothermal,reference,2024,0.0002,Petajoules
all,residential,solarWindGeothermal,reference,2025,2.6747,Petajoules
AB,residential,solarWindGeothermal,reference,2025,0.3696,Petajoules
BC,residential,solarWindGeothermal,reference,2025,0.3217,Petajoules
MB,residential,solarWindGeothermal,reference,2025,0.0981,Petajoules
NB,residential,solarWindGeothermal,reference,2025,0.047,Petajoules
NL,residential,solarWindGeothermal,reference,2025,0.0396,Petajoules
NS,residential,solarWindGeothermal,reference,2025,0.0474,Petajoules
NT,residential,solarWindGeothermal,reference,2025,0.0004,Petajoules
NU,residential,solarWindGeothermal,reference,2025,0.0001,Petajoules
ON,residential,solarWindGeothermal,reference,2025,1.047,Petajoules
PE,residential,solarWindGeothermal,reference,2025,0.0071,Petajoules
QC,residential,solarWindGeothermal,reference,2025,0.6221,Petajoules
SK,residential,solarWindGeothermal,reference,2025,0.0742,Petajoules
YT,residential,solarWindGeothermal,reference,2025,0.0003,Petajoules
all,residential,solarWindGeothermal,reference,2026,3.0038,Petajoules
AB,residential,solarWindGeothermal,reference,2026,0.416,Petajoules
BC,residential,solarWindGeothermal,reference,2026,0.3674,Petajoules
MB,residential,solarWindGeothermal,reference,2026,0.1092,Petajoules
NB,residential,solarWindGeothermal,reference,2026,0.0526,Petajoules
NL,residential,solarWindGeothermal,reference,2026,0.0453,Petajoules
NS,residential,solarWindGeothermal,reference,2026,0.0526,Petajoules
NT,residential,solarWindGeothermal,reference,2026,0.0005,Petajoules
NU,residential,solarWindGeothermal,reference,2026,0.0001,Petajoules
ON,residential,solarWindGeothermal,reference,2026,1.1761,Petajoules
PE,residential,solarWindGeothermal,reference,2026,0.008,Petajoules
QC,residential,solarWindGeothermal,reference,2026,0.6922,Petajoules
SK,residential,solarWindGeothermal,reference,2026,0.0836,Petajoules
YT,residential,solarWindGeothermal,reference,2026,0.0003,Petajoules
all,residential,solarWindGeothermal,reference,2027,3.3214,Petajoules
AB,residential,solarWindGeothermal,reference,2027,0.4621,Petajoules
BC,residential,solarWindGeothermal,reference,2027,0.4109,Petajoules
MB,residential,solarWindGeothermal,reference,2027,0.12,Petajoules
NB,residential,solarWindGeothermal,reference,2027,0.0575,Petajoules
NL,residential,solarWindGeothermal,reference,2027,0.0502,Petajoules
NS,residential,solarWindGeothermal,reference,2027,0.0573,Petajoules
NT,residential,solarWindGeothermal,reference,2027,0.0006,Petajoules
NU,residential,solarWindGeothermal,reference,2027,0.0002,Petajoules
ON,residential,solarWindGeothermal,reference,2027,1.3018,Petajoules
PE,residential,solarWindGeothermal,reference,2027,0.0087,Petajoules
QC,residential,solarWindGeothermal,reference,2027,0.7595,Petajoules
SK,residential,solarWindGeothermal,reference,2027,0.0922,Petajoules
YT,residential,solarWindGeothermal,reference,2027,0.0003,Petajoules
all,residential,solarWindGeothermal,reference,2028,3.6303,Petajoules
AB,residential,solarWindGeothermal,reference,2028,0.5079,Petajoules
BC,residential,solarWindGeothermal,reference,2028,0.4513,Petajoules
MB,residential,solarWindGeothermal,reference,2028,0.1307,Petajoules
NB,residential,solarWindGeothermal,reference,2028,0.0623,Petajoules
NL,residential,solarWindGeothermal,reference,2028,0.0548,Petajoules
NS,residential,solarWindGeothermal,reference,2028,0.0619,Petajoules
NT,residential,solarWindGeothermal,reference,2028,0.0006,Petajoules
NU,residential,solarWindGeothermal,reference,2028,0.0002,Petajoules
ON,residential,solarWindGeothermal,reference,2028,1.4257,Petajoules
PE,residential,solarWindGeothermal,reference,2028,0.0095,Petajoules
QC,residential,solarWindGeothermal,reference,2028,0.8242,Petajoules
SK,residential,solarWindGeothermal,reference,2028,0.1006,Petajoules
YT,residential,solarWindGeothermal,reference,2028,0.0005,Petajoules
all,residential,solarWindGeothermal,reference,2029,3.9337,Petajoules
AB,residential,solarWindGeothermal,reference,2029,0.5535,Petajoules
BC,residential,solarWindGeothermal,reference,2029,0.4899,Petajoules
MB,residential,solarWindGeothermal,reference,2029,0.1413,Petajoules
NB,residential,solarWindGeothermal,reference,2029,0.0673,Petajoules
NL,residential,solarWindGeothermal,reference,2029,0.0594,Petajoules
NS,residential,solarWindGeothermal,reference,2029,0.0663,Petajoules
NT,residential,solarWindGeothermal,reference,2029,0.0007,Petajoules
NU,residential,solarWindGeothermal,reference,2029,0.0002,Petajoules
ON,residential,solarWindGeothermal,reference,2029,1.5486,Petajoules
PE,residential,solarWindGeothermal,reference,2029,0.0102,Petajoules
QC,residential,solarWindGeothermal,reference,2029,0.8865,Petajoules
SK,residential,solarWindGeothermal,reference,2029,0.1091,Petajoules
YT,residential,solarWindGeothermal,reference,2029,0.0005,Petajoules
all,residential,solarWindGeothermal,reference,2030,4.2326,Petajoules
AB,residential,solarWindGeothermal,reference,2030,0.5972,Petajoules
BC,residential,solarWindGeothermal,reference,2030,0.5277,Petajoules
MB,residential,solarWindGeothermal,reference,2030,0.1518,Petajoules
NB,residential,solarWindGeothermal,reference,2030,0.0721,Petajoules
NL,residential,solarWindGeothermal,reference,2030,0.0645,Petajoules
NS,residential,solarWindGeothermal,reference,2030,0.0709,Petajoules
NT,residential,solarWindGeothermal,reference,2030,0.0007,Petajoules
NU,residential,solarWindGeothermal,reference,2030,0.0002,Petajoules
ON,residential,solarWindGeothermal,reference,2030,1.6712,Petajoules
PE,residential,solarWindGeothermal,reference,2030,0.011,Petajoules
QC,residential,solarWindGeothermal,reference,2030,0.9472,Petajoules
SK,residential,solarWindGeothermal,reference,2030,0.1175,Petajoules
YT,residential,solarWindGeothermal,reference,2030,0.0005,Petajoules
all,residential,solarWindGeothermal,reference,2031,4.5287,Petajoules
AB,residential,solarWindGeothermal,reference,2031,0.641,Petajoules
BC,residential,solarWindGeothermal,reference,2031,0.5637,Petajoules
MB,residential,solarWindGeothermal,reference,2031,0.1618,Petajoules
NB,residential,solarWindGeothermal,reference,2031,0.0769,Petajoules
NL,residential,solarWindGeothermal,reference,2031,0.0702,Petajoules
NS,residential,solarWindGeothermal,reference,2031,0.0752,Petajoules
NT,residential,solarWindGeothermal,reference,2031,0.0008,Petajoules
NU,residential,solarWindGeothermal,reference,2031,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2031,1.7933,Petajoules
PE,residential,solarWindGeothermal,reference,2031,0.0119,Petajoules
QC,residential,solarWindGeothermal,reference,2031,1.0076,Petajoules
SK,residential,solarWindGeothermal,reference,2031,0.1257,Petajoules
YT,residential,solarWindGeothermal,reference,2031,0.0005,Petajoules
all,residential,solarWindGeothermal,reference,2032,4.823,Petajoules
AB,residential,solarWindGeothermal,reference,2032,0.6838,Petajoules
BC,residential,solarWindGeothermal,reference,2032,0.5995,Petajoules
MB,residential,solarWindGeothermal,reference,2032,0.1718,Petajoules
NB,residential,solarWindGeothermal,reference,2032,0.0817,Petajoules
NL,residential,solarWindGeothermal,reference,2032,0.0766,Petajoules
NS,residential,solarWindGeothermal,reference,2032,0.0793,Petajoules
NT,residential,solarWindGeothermal,reference,2032,0.0008,Petajoules
NU,residential,solarWindGeothermal,reference,2032,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2032,1.9141,Petajoules
PE,residential,solarWindGeothermal,reference,2032,0.0126,Petajoules
QC,residential,solarWindGeothermal,reference,2032,1.068,Petajoules
SK,residential,solarWindGeothermal,reference,2032,0.1339,Petajoules
YT,residential,solarWindGeothermal,reference,2032,0.0006,Petajoules
all,residential,solarWindGeothermal,reference,2033,5.1125,Petajoules
AB,residential,solarWindGeothermal,reference,2033,0.7257,Petajoules
BC,residential,solarWindGeothermal,reference,2033,0.6355,Petajoules
MB,residential,solarWindGeothermal,reference,2033,0.1815,Petajoules
NB,residential,solarWindGeothermal,reference,2033,0.0861,Petajoules
NL,residential,solarWindGeothermal,reference,2033,0.0832,Petajoules
NS,residential,solarWindGeothermal,reference,2033,0.0834,Petajoules
NT,residential,solarWindGeothermal,reference,2033,0.0009,Petajoules
NU,residential,solarWindGeothermal,reference,2033,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2033,2.0336,Petajoules
PE,residential,solarWindGeothermal,reference,2033,0.0134,Petajoules
QC,residential,solarWindGeothermal,reference,2033,1.1262,Petajoules
SK,residential,solarWindGeothermal,reference,2033,0.1422,Petajoules
YT,residential,solarWindGeothermal,reference,2033,0.0006,Petajoules
all,residential,solarWindGeothermal,reference,2034,5.3921,Petajoules
AB,residential,solarWindGeothermal,reference,2034,0.7672,Petajoules
BC,residential,solarWindGeothermal,reference,2034,0.6682,Petajoules
MB,residential,solarWindGeothermal,reference,2034,0.1907,Petajoules
NB,residential,solarWindGeothermal,reference,2034,0.0905,Petajoules
NL,residential,solarWindGeothermal,reference,2034,0.0899,Petajoules
NS,residential,solarWindGeothermal,reference,2034,0.0871,Petajoules
NT,residential,solarWindGeothermal,reference,2034,0.0009,Petajoules
NU,residential,solarWindGeothermal,reference,2034,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2034,2.1502,Petajoules
PE,residential,solarWindGeothermal,reference,2034,0.0141,Petajoules
QC,residential,solarWindGeothermal,reference,2034,1.1822,Petajoules
SK,residential,solarWindGeothermal,reference,2034,0.1503,Petajoules
YT,residential,solarWindGeothermal,reference,2034,0.0006,Petajoules
all,residential,solarWindGeothermal,reference,2035,5.6637,Petajoules
AB,residential,solarWindGeothermal,reference,2035,0.8101,Petajoules
BC,residential,solarWindGeothermal,reference,2035,0.6992,Petajoules
MB,residential,solarWindGeothermal,reference,2035,0.1995,Petajoules
NB,residential,solarWindGeothermal,reference,2035,0.0946,Petajoules
NL,residential,solarWindGeothermal,reference,2035,0.0967,Petajoules
NS,residential,solarWindGeothermal,reference,2035,0.0908,Petajoules
NT,residential,solarWindGeothermal,reference,2035,0.001,Petajoules
NU,residential,solarWindGeothermal,reference,2035,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2035,2.2627,Petajoules
PE,residential,solarWindGeothermal,reference,2035,0.0147,Petajoules
QC,residential,solarWindGeothermal,reference,2035,1.2353,Petajoules
SK,residential,solarWindGeothermal,reference,2035,0.1584,Petajoules
YT,residential,solarWindGeothermal,reference,2035,0.0007,Petajoules
all,residential,solarWindGeothermal,reference,2036,5.9248,Petajoules
AB,residential,solarWindGeothermal,reference,2036,0.852,Petajoules
BC,residential,solarWindGeothermal,reference,2036,0.7285,Petajoules
MB,residential,solarWindGeothermal,reference,2036,0.2078,Petajoules
NB,residential,solarWindGeothermal,reference,2036,0.0985,Petajoules
NL,residential,solarWindGeothermal,reference,2036,0.1036,Petajoules
NS,residential,solarWindGeothermal,reference,2036,0.094,Petajoules
NT,residential,solarWindGeothermal,reference,2036,0.001,Petajoules
NU,residential,solarWindGeothermal,reference,2036,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2036,2.3712,Petajoules
PE,residential,solarWindGeothermal,reference,2036,0.0155,Petajoules
QC,residential,solarWindGeothermal,reference,2036,1.2855,Petajoules
SK,residential,solarWindGeothermal,reference,2036,0.1662,Petajoules
YT,residential,solarWindGeothermal,reference,2036,0.0007,Petajoules
all,residential,solarWindGeothermal,reference,2037,6.176,Petajoules
AB,residential,solarWindGeothermal,reference,2037,0.8927,Petajoules
BC,residential,solarWindGeothermal,reference,2037,0.7572,Petajoules
MB,residential,solarWindGeothermal,reference,2037,0.2156,Petajoules
NB,residential,solarWindGeothermal,reference,2037,0.1022,Petajoules
NL,residential,solarWindGeothermal,reference,2037,0.1104,Petajoules
NS,residential,solarWindGeothermal,reference,2037,0.0972,Petajoules
NT,residential,solarWindGeothermal,reference,2037,0.0011,Petajoules
NU,residential,solarWindGeothermal,reference,2037,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2037,2.4752,Petajoules
PE,residential,solarWindGeothermal,reference,2037,0.0161,Petajoules
QC,residential,solarWindGeothermal,reference,2037,1.3334,Petajoules
SK,residential,solarWindGeothermal,reference,2037,0.1739,Petajoules
YT,residential,solarWindGeothermal,reference,2037,0.0007,Petajoules
all,residential,solarWindGeothermal,reference,2038,6.4169,Petajoules
AB,residential,solarWindGeothermal,reference,2038,0.9318,Petajoules
BC,residential,solarWindGeothermal,reference,2038,0.7855,Petajoules
MB,residential,solarWindGeothermal,reference,2038,0.2229,Petajoules
NB,residential,solarWindGeothermal,reference,2038,0.1057,Petajoules
NL,residential,solarWindGeothermal,reference,2038,0.117,Petajoules
NS,residential,solarWindGeothermal,reference,2038,0.1,Petajoules
NT,residential,solarWindGeothermal,reference,2038,0.0011,Petajoules
NU,residential,solarWindGeothermal,reference,2038,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2038,2.5749,Petajoules
PE,residential,solarWindGeothermal,reference,2038,0.0167,Petajoules
QC,residential,solarWindGeothermal,reference,2038,1.3788,Petajoules
SK,residential,solarWindGeothermal,reference,2038,0.1813,Petajoules
YT,residential,solarWindGeothermal,reference,2038,0.0007,Petajoules
all,residential,solarWindGeothermal,reference,2039,6.6465,Petajoules
AB,residential,solarWindGeothermal,reference,2039,0.9694,Petajoules
BC,residential,solarWindGeothermal,reference,2039,0.8126,Petajoules
MB,residential,solarWindGeothermal,reference,2039,0.2299,Petajoules
NB,residential,solarWindGeothermal,reference,2039,0.109,Petajoules
NL,residential,solarWindGeothermal,reference,2039,0.1232,Petajoules
NS,residential,solarWindGeothermal,reference,2039,0.1026,Petajoules
NT,residential,solarWindGeothermal,reference,2039,0.0012,Petajoules
NU,residential,solarWindGeothermal,reference,2039,0.0003,Petajoules
ON,residential,solarWindGeothermal,reference,2039,2.6715,Petajoules
PE,residential,solarWindGeothermal,reference,2039,0.0172,Petajoules
QC,residential,solarWindGeothermal,reference,2039,1.4203,Petajoules
SK,residential,solarWindGeothermal,reference,2039,0.1888,Petajoules
YT,residential,solarWindGeothermal,reference,2039,0.0007,Petajoules
all,residential,solarWindGeothermal,reference,2040,6.8658,Petajoules
AB,residential,solarWindGeothermal,reference,2040,1.0052,Petajoules
BC,residential,solarWindGeothermal,reference,2040,0.8385,Petajoules
MB,residential,solarWindGeothermal,reference,2040,0.2365,Petajoules
NB,residential,solarWindGeothermal,reference,2040,0.112,Petajoules
NL,residential,solarWindGeothermal,reference,2040,0.1289,Petajoules
NS,residential,solarWindGeothermal,reference,2040,0.1051,Petajoules
NT,residential,solarWindGeothermal,reference,2040,0.0012,Petajoules
NU,residential,solarWindGeothermal,reference,2040,0.0004,Petajoules
ON,residential,solarWindGeothermal,reference,2040,2.7648,Petajoules
PE,residential,solarWindGeothermal,reference,2040,0.0177,Petajoules
QC,residential,solarWindGeothermal,reference,2040,1.459,Petajoules
SK,residential,solarWindGeothermal,reference,2040,0.1958,Petajoules
YT,residential,solarWindGeothermal,reference,2040,0.0008,Petajoules
all,commercial,electricity,reference,2005,370.5768,Petajoules
AB,commercial,electricity,reference,2005,45.7268,Petajoules
BC,commercial,electricity,reference,2005,52.9864,Petajoules
MB,commercial,electricity,reference,2005,20.543,Petajoules
NB,commercial,electricity,reference,2005,8.335,Petajoules
NL,commercial,electricity,reference,2005,7.718,Petajoules
NS,commercial,electricity,reference,2005,11.441,Petajoules
NT,commercial,electricity,reference,2005,0.634,Petajoules
NU,commercial,electricity,reference,2005,0.294,Petajoules
ON,commercial,electricity,reference,2005,142.123,Petajoules
PE,commercial,electricity,reference,2005,1.745,Petajoules
QC,commercial,electricity,reference,2005,58.902,Petajoules
SK,commercial,electricity,reference,2005,19.5576,Petajoules
YT,commercial,electricity,reference,2005,0.571,Petajoules
all,commercial,electricity,reference,2006,364.3021,Petajoules
AB,commercial,electricity,reference,2006,48.3444,Petajoules
BC,commercial,electricity,reference,2006,54.0927,Petajoules
MB,commercial,electricity,reference,2006,19.761,Petajoules
NB,commercial,electricity,reference,2006,6.467,Petajoules
NL,commercial,electricity,reference,2006,7.548,Petajoules
NS,commercial,electricity,reference,2006,11.391,Petajoules
NT,commercial,electricity,reference,2006,0.656,Petajoules
NU,commercial,electricity,reference,2006,0.274,Petajoules
ON,commercial,electricity,reference,2006,135.758,Petajoules
PE,commercial,electricity,reference,2006,1.281,Petajoules
QC,commercial,electricity,reference,2006,57.56,Petajoules
SK,commercial,electricity,reference,2006,20.564,Petajoules
YT,commercial,electricity,reference,2006,0.605,Petajoules
all,commercial,electricity,reference,2007,392.3812,Petajoules
AB,commercial,electricity,reference,2007,48.8934,Petajoules
BC,commercial,electricity,reference,2007,54.7488,Petajoules
MB,commercial,electricity,reference,2007,19.087,Petajoules
NB,commercial,electricity,reference,2007,10.837,Petajoules
NL,commercial,electricity,reference,2007,8.023,Petajoules
NS,commercial,electricity,reference,2007,12.039,Petajoules
NT,commercial,electricity,reference,2007,0.673,Petajoules
NU,commercial,electricity,reference,2007,0.281,Petajoules
ON,commercial,electricity,reference,2007,129.427,Petajoules
PE,commercial,electricity,reference,2007,1.602,Petajoules
QC,commercial,electricity,reference,2007,85.331,Petajoules
SK,commercial,electricity,reference,2007,20.804,Petajoules
YT,commercial,electricity,reference,2007,0.635,Petajoules
all,commercial,electricity,reference,2008,398.8834,Petajoules
AB,commercial,electricity,reference,2008,49.9453,Petajoules
BC,commercial,electricity,reference,2008,55.134,Petajoules
MB,commercial,electricity,reference,2008,19.02,Petajoules
NB,commercial,electricity,reference,2008,10.9,Petajoules
NL,commercial,electricity,reference,2008,8.092,Petajoules
NS,commercial,electricity,reference,2008,12.182,Petajoules
NT,commercial,electricity,reference,2008,0.675,Petajoules
