province,sector,source,scenario,year,value,unit
MB,total,total,reference,2012,304.7996,Petajoules
NB,total,total,reference,2012,286.5691,Petajoules
NL,total,total,reference,2012,154.978,Petajoules
NS,total,total,reference,2012,204.3576,Petajoules
NT,total,total,reference,2012,17.9175,Petajoules
NU,total,total,reference,2012,5.8916,Petajoules
ON,total,total,reference,2012,2950.2093,Petajoules
PE,total,total,reference,2012,27.5201,Petajoules
QC,total,total,reference,2012,1746.6797,Petajoules
SK,total,total,reference,2012,631.3499,Petajoules
YT,total,total,reference,2012,9.9214,Petajoules
all,total,total,reference,2013,11227.7889,Petajoules
AB,total,total,reference,2013,3638.201,Petajoules
BC,total,total,reference,2013,1173.0242,Petajoules
MB,total,total,reference,2013,311.3517,Petajoules
NB,total,total,reference,2013,239.4731,Petajoules
NL,total,total,reference,2013,153.0596,Petajoules
NS,total,total,reference,2013,196.0026,Petajoules
NT,total,total,reference,2013,17.0792,Petajoules
NU,total,total,reference,2013,6.1659,Petajoules
ON,total,total,reference,2013,3039.5196,Petajoules
PE,total,total,reference,2013,26.0173,Petajoules
QC,total,total,reference,2013,1776.2672,Petajoules
SK,total,total,reference,2013,643.1275,Petajoules
YT,total,total,reference,2013,8.5005,Petajoules
all,total,total,reference,2014,11314.4505,Petajoules
AB,total,total,reference,2014,3662.4023,Petajoules
BC,total,total,reference,2014,1170.4282,Petajoules
MB,total,total,reference,2014,317.305,Petajoules
NB,total,total,reference,2014,228.0844,Petajoules
NL,total,total,reference,2014,163.8907,Petajoules
NS,total,total,reference,2014,168.3214,Petajoules
NT,total,total,reference,2014,19.6295,Petajoules
NU,total,total,reference,2014,6.159,Petajoules
ON,total,total,reference,2014,3085.5995,Petajoules
PE,total,total,reference,2014,25.8072,Petajoules
QC,total,total,reference,2014,1771.7305,Petajoules
SK,total,total,reference,2014,687.1712,Petajoules
YT,total,total,reference,2014,7.9211,Petajoules
all,total,total,reference,2015,11343.8802,Petajoules
AB,total,total,reference,2015,3674.7731,Petajoules
BC,total,total,reference,2015,1162.0149,Petajoules
MB,total,total,reference,2015,318.4137,Petajoules
NB,total,total,reference,2015,226.5848,Petajoules
NL,total,total,reference,2015,166.803,Petajoules
NS,total,total,reference,2015,177.6324,Petajoules
NT,total,total,reference,2015,21.9625,Petajoules
NU,total,total,reference,2015,5.7142,Petajoules
ON,total,total,reference,2015,3069.2594,Petajoules
PE,total,total,reference,2015,26.391,Petajoules
QC,total,total,reference,2015,1799.1034,Petajoules
SK,total,total,reference,2015,686.8642,Petajoules
YT,total,total,reference,2015,8.363,Petajoules
all,total,total,reference,2016,11297.6196,Petajoules
AB,total,total,reference,2016,3684.9028,Petajoules
BC,total,total,reference,2016,1209.4481,Petajoules
MB,total,total,reference,2016,314.5606,Petajoules
NB,total,total,reference,2016,232.2012,Petajoules
NL,total,total,reference,2016,171.9139,Petajoules
NS,total,total,reference,2016,169.9124,Petajoules
NT,total,total,reference,2016,21.2728,Petajoules
NU,total,total,reference,2016,7.1105,Petajoules
ON,total,total,reference,2016,3016.401,Petajoules
PE,total,total,reference,2016,27.1079,Petajoules
QC,total,total,reference,2016,1770.5071,Petajoules
SK,total,total,reference,2016,663.951,Petajoules
YT,total,total,reference,2016,8.3304,Petajoules
all,total,total,reference,2017,11509.2471,Petajoules
AB,total,total,reference,2017,3816.8521,Petajoules
BC,total,total,reference,2017,1249.0937,Petajoules
MB,total,total,reference,2017,322.9313,Petajoules
NB,total,total,reference,2017,230.3728,Petajoules
NL,total,total,reference,2017,162.3055,Petajoules
NS,total,total,reference,2017,169.2315,Petajoules
NT,total,total,reference,2017,21.3186,Petajoules
NU,total,total,reference,2017,6.6031,Petajoules
ON,total,total,reference,2017,3039.2293,Petajoules
PE,total,total,reference,2017,27.4031,Petajoules
QC,total,total,reference,2017,1773.6359,Petajoules
SK,total,total,reference,2017,682.3555,Petajoules
YT,total,total,reference,2017,7.9135,Petajoules
all,total,total,reference,2018,11706.2376,Petajoules
AB,total,total,reference,2018,3925.4156,Petajoules
BC,total,total,reference,2018,1270.735,Petajoules
MB,total,total,reference,2018,323.4438,Petajoules
NB,total,total,reference,2018,229.1837,Petajoules
NL,total,total,reference,2018,157.3535,Petajoules
NS,total,total,reference,2018,165.2389,Petajoules
NT,total,total,reference,2018,20.7765,Petajoules
NU,total,total,reference,2018,6.412,Petajoules
ON,total,total,reference,2018,3096.3556,Petajoules
PE,total,total,reference,2018,27.3463,Petajoules
QC,total,total,reference,2018,1787.828,Petajoules
SK,total,total,reference,2018,688.6632,Petajoules
YT,total,total,reference,2018,7.4858,Petajoules
all,total,total,reference,2019,11777.867,Petajoules
AB,total,total,reference,2019,4018.5093,Petajoules
BC,total,total,reference,2019,1263.9966,Petajoules
MB,total,total,reference,2019,322.5349,Petajoules
NB,total,total,reference,2019,225.8272,Petajoules
NL,total,total,reference,2019,159.5129,Petajoules
NS,total,total,reference,2019,163.7215,Petajoules
NT,total,total,reference,2019,20.6069,Petajoules
NU,total,total,reference,2019,6.7986,Petajoules
ON,total,total,reference,2019,3097.9664,Petajoules
PE,total,total,reference,2019,27.2486,Petajoules
QC,total,total,reference,2019,1775.3485,Petajoules
SK,total,total,reference,2019,687.2357,Petajoules
YT,total,total,reference,2019,8.5596,Petajoules
all,total,total,reference,2020,11801.3981,Petajoules
AB,total,total,reference,2020,4067.5785,Petajoules
BC,total,total,reference,2020,1254.5322,Petajoules
MB,total,total,reference,2020,322.1415,Petajoules
NB,total,total,reference,2020,224.0351,Petajoules
NL,total,total,reference,2020,154.8777,Petajoules
NS,total,total,reference,2020,162.8477,Petajoules
NT,total,total,reference,2020,20.7834,Petajoules
NU,total,total,reference,2020,7.2946,Petajoules
ON,total,total,reference,2020,3089.7547,Petajoules
PE,total,total,reference,2020,27.2213,Petajoules
QC,total,total,reference,2020,1771.3423,Petajoules
SK,total,total,reference,2020,690.2335,Petajoules
YT,total,total,reference,2020,8.7567,Petajoules
all,total,total,reference,2021,11854.7332,Petajoules
AB,total,total,reference,2021,4130.007,Petajoules
BC,total,total,reference,2021,1249.9384,Petajoules
MB,total,total,reference,2021,320.6941,Petajoules
NB,total,total,reference,2021,221.8655,Petajoules
NL,total,total,reference,2021,155.8532,Petajoules
NS,total,total,reference,2021,162.1874,Petajoules
NT,total,total,reference,2021,20.2488,Petajoules
NU,total,total,reference,2021,7.3416,Petajoules
ON,total,total,reference,2021,3083.1223,Petajoules
PE,total,total,reference,2021,27.1282,Petajoules
QC,total,total,reference,2021,1777.0071,Petajoules
SK,total,total,reference,2021,690.6155,Petajoules
YT,total,total,reference,2021,8.7229,Petajoules
all,total,total,reference,2022,11900.7627,Petajoules
AB,total,total,reference,2022,4179.9927,Petajoules
BC,total,total,reference,2022,1244.7724,Petajoules
MB,total,total,reference,2022,318.6524,Petajoules
NB,total,total,reference,2022,219.9528,Petajoules
NL,total,total,reference,2022,155.2294,Petajoules
NS,total,total,reference,2022,161.276,Petajoules
NT,total,total,reference,2022,19.7039,Petajoules
NU,total,total,reference,2022,7.4784,Petajoules
ON,total,total,reference,2022,3090.7404,Petajoules
PE,total,total,reference,2022,26.9313,Petajoules
QC,total,total,reference,2022,1779.9321,Petajoules
SK,total,total,reference,2022,686.629,Petajoules
YT,total,total,reference,2022,9.4688,Petajoules
all,total,total,reference,2023,11941.8476,Petajoules
AB,total,total,reference,2023,4216.6767,Petajoules
BC,total,total,reference,2023,1244.0203,Petajoules
MB,total,total,reference,2023,317.2002,Petajoules
NB,total,total,reference,2023,218.3012,Petajoules
NL,total,total,reference,2023,155.0756,Petajoules
NS,total,total,reference,2023,160.2613,Petajoules
NT,total,total,reference,2023,19.1602,Petajoules
NU,total,total,reference,2023,7.6507,Petajoules
ON,total,total,reference,2023,3099.2558,Petajoules
PE,total,total,reference,2023,26.7581,Petajoules
QC,total,total,reference,2023,1783.4141,Petajoules
SK,total,total,reference,2023,684.2802,Petajoules
YT,total,total,reference,2023,9.7928,Petajoules
all,total,total,reference,2024,11958.0286,Petajoules
AB,total,total,reference,2024,4225.4019,Petajoules
BC,total,total,reference,2024,1258.6449,Petajoules
MB,total,total,reference,2024,315.9245,Petajoules
NB,total,total,reference,2024,216.9566,Petajoules
NL,total,total,reference,2024,153.8478,Petajoules
NS,total,total,reference,2024,159.3419,Petajoules
NT,total,total,reference,2024,18.6919,Petajoules
NU,total,total,reference,2024,7.7947,Petajoules
ON,total,total,reference,2024,3097.6462,Petajoules
PE,total,total,reference,2024,26.6255,Petajoules
QC,total,total,reference,2024,1785.3313,Petajoules
SK,total,total,reference,2024,682.2922,Petajoules
YT,total,total,reference,2024,9.5283,Petajoules
all,total,total,reference,2025,11983.0048,Petajoules
AB,total,total,reference,2025,4238.2679,Petajoules
BC,total,total,reference,2025,1286.2306,Petajoules
MB,total,total,reference,2025,315.7801,Petajoules
NB,total,total,reference,2025,215.4136,Petajoules
NL,total,total,reference,2025,151.1499,Petajoules
NS,total,total,reference,2025,158.2836,Petajoules
NT,total,total,reference,2025,18.2859,Petajoules
NU,total,total,reference,2025,7.8513,Petajoules
ON,total,total,reference,2025,3092.6708,Petajoules
PE,total,total,reference,2025,26.5523,Petajoules
QC,total,total,reference,2025,1783.8435,Petajoules
SK,total,total,reference,2025,679.2992,Petajoules
YT,total,total,reference,2025,9.3761,Petajoules
all,total,total,reference,2026,12047.7607,Petajoules
AB,total,total,reference,2026,4274.1947,Petajoules
BC,total,total,reference,2026,1327.7762,Petajoules
MB,total,total,reference,2026,315.8315,Petajoules
NB,total,total,reference,2026,214.105,Petajoules
NL,total,total,reference,2026,147.3665,Petajoules
NS,total,total,reference,2026,157.0276,Petajoules
NT,total,total,reference,2026,17.9078,Petajoules
NU,total,total,reference,2026,7.9034,Petajoules
ON,total,total,reference,2026,3089.8807,Petajoules
PE,total,total,reference,2026,26.452,Petajoules
QC,total,total,reference,2026,1781.032,Petajoules
SK,total,total,reference,2026,679.2002,Petajoules
YT,total,total,reference,2026,9.0828,Petajoules
all,total,total,reference,2027,12067.2709,Petajoules
AB,total,total,reference,2027,4286.3108,Petajoules
BC,total,total,reference,2027,1341.5502,Petajoules
MB,total,total,reference,2027,316.3478,Petajoules
NB,total,total,reference,2027,213.7676,Petajoules
NL,total,total,reference,2027,146.5877,Petajoules
NS,total,total,reference,2027,155.9446,Petajoules
NT,total,total,reference,2027,17.5502,Petajoules
NU,total,total,reference,2027,7.9571,Petajoules
ON,total,total,reference,2027,3088.2485,Petajoules
PE,total,total,reference,2027,26.408,Petajoules
QC,total,total,reference,2027,1778.4432,Petajoules
SK,total,total,reference,2027,679.0223,Petajoules
YT,total,total,reference,2027,9.1332,Petajoules
all,total,total,reference,2028,12068.9202,Petajoules
AB,total,total,reference,2028,4288.7284,Petajoules
BC,total,total,reference,2028,1346.2227,Petajoules
MB,total,total,reference,2028,316.8529,Petajoules
NB,total,total,reference,2028,212.9638,Petajoules
NL,total,total,reference,2028,143.8807,Petajoules
NS,total,total,reference,2028,155.0445,Petajoules
NT,total,total,reference,2028,17.1931,Petajoules
NU,total,total,reference,2028,8.028,Petajoules
ON,total,total,reference,2028,3089.5859,Petajoules
PE,total,total,reference,2028,26.4058,Petajoules
QC,total,total,reference,2028,1778.155,Petajoules
SK,total,total,reference,2028,676.6054,Petajoules
YT,total,total,reference,2028,9.2543,Petajoules
all,total,total,reference,2029,12072.0547,Petajoules
AB,total,total,reference,2029,4292.6769,Petajoules
BC,total,total,reference,2029,1349.5417,Petajoules
MB,total,total,reference,2029,317.1932,Petajoules
NB,total,total,reference,2029,212.451,Petajoules
NL,total,total,reference,2029,143.36,Petajoules
NS,total,total,reference,2029,154.1256,Petajoules
NT,total,total,reference,2029,16.8732,Petajoules
NU,total,total,reference,2029,8.0955,Petajoules
ON,total,total,reference,2029,3089.9281,Petajoules
PE,total,total,reference,2029,26.4223,Petajoules
QC,total,total,reference,2029,1778.0052,Petajoules
SK,total,total,reference,2029,674.7908,Petajoules
YT,total,total,reference,2029,8.5907,Petajoules
all,total,total,reference,2030,12116.4575,Petajoules
AB,total,total,reference,2030,4316.2884,Petajoules
BC,total,total,reference,2030,1370.9135,Petajoules
MB,total,total,reference,2030,317.5726,Petajoules
NB,total,total,reference,2030,211.1926,Petajoules
NL,total,total,reference,2030,141.0288,Petajoules
NS,total,total,reference,2030,153.228,Petajoules
NT,total,total,reference,2030,16.5287,Petajoules
NU,total,total,reference,2030,8.1762,Petajoules
ON,total,total,reference,2030,3093.7893,Petajoules
PE,total,total,reference,2030,26.4675,Petajoules
QC,total,total,reference,2030,1779.4161,Petajoules
SK,total,total,reference,2030,673.8374,Petajoules
YT,total,total,reference,2030,8.0168,Petajoules
all,total,total,reference,2031,12179.5027,Petajoules
AB,total,total,reference,2031,4346.9663,Petajoules
BC,total,total,reference,2031,1400.3999,Petajoules
MB,total,total,reference,2031,317.7509,Petajoules
NB,total,total,reference,2031,210.4967,Petajoules
NL,total,total,reference,2031,139.7069,Petajoules
NS,total,total,reference,2031,152.3599,Petajoules
NT,total,total,reference,2031,16.2356,Petajoules
NU,total,total,reference,2031,8.2635,Petajoules
ON,total,total,reference,2031,3098.0921,Petajoules
PE,total,total,reference,2031,26.61,Petajoules
QC,total,total,reference,2031,1781.183,Petajoules
SK,total,total,reference,2031,673.4356,Petajoules
YT,total,total,reference,2031,8.0025,Petajoules
all,total,total,reference,2032,12208.0948,Petajoules
AB,total,total,reference,2032,4354.6023,Petajoules
BC,total,total,reference,2032,1420.0839,Petajoules
MB,total,total,reference,2032,317.8127,Petajoules
NB,total,total,reference,2032,209.8336,Petajoules
NL,total,total,reference,2032,138.1816,Petajoules
NS,total,total,reference,2032,151.5076,Petajoules
NT,total,total,reference,2032,15.9624,Petajoules
NU,total,total,reference,2032,8.3536,Petajoules
ON,total,total,reference,2032,3101.435,Petajoules
PE,total,total,reference,2032,26.68,Petajoules
QC,total,total,reference,2032,1782.7635,Petajoules
SK,total,total,reference,2032,672.7454,Petajoules
YT,total,total,reference,2032,8.1341,Petajoules
all,total,total,reference,2033,12205.4367,Petajoules
AB,total,total,reference,2033,4351.3642,Petajoules
BC,total,total,reference,2033,1418.82,Petajoules
MB,total,total,reference,2033,317.8338,Petajoules
NB,total,total,reference,2033,209.0432,Petajoules
NL,total,total,reference,2033,138.0607,Petajoules
NS,total,total,reference,2033,150.7046,Petajoules
NT,total,total,reference,2033,15.7289,Petajoules
NU,total,total,reference,2033,8.454,Petajoules
ON,total,total,reference,2033,3104.7723,Petajoules
PE,total,total,reference,2033,26.7658,Petajoules
QC,total,total,reference,2033,1783.9377,Petajoules
SK,total,total,reference,2033,672.977,Petajoules
YT,total,total,reference,2033,6.9746,Petajoules
all,total,total,reference,2034,12203.2776,Petajoules
AB,total,total,reference,2034,4351.1655,Petajoules
BC,total,total,reference,2034,1416.0745,Petajoules
MB,total,total,reference,2034,317.7811,Petajoules
NB,total,total,reference,2034,208.2706,Petajoules
NL,total,total,reference,2034,137.9045,Petajoules
NS,total,total,reference,2034,149.8619,Petajoules
NT,total,total,reference,2034,15.495,Petajoules
NU,total,total,reference,2034,8.3189,Petajoules
ON,total,total,reference,2034,3106.782,Petajoules
PE,total,total,reference,2034,26.8518,Petajoules
QC,total,total,reference,2034,1784.2919,Petajoules
SK,total,total,reference,2034,673.4824,Petajoules
YT,total,total,reference,2034,6.9965,Petajoules
all,total,total,reference,2035,12208.5458,Petajoules
AB,total,total,reference,2035,4356.6959,Petajoules
BC,total,total,reference,2035,1414.5605,Petajoules
MB,total,total,reference,2035,317.7947,Petajoules
NB,total,total,reference,2035,207.4708,Petajoules
NL,total,total,reference,2035,138.4638,Petajoules
NS,total,total,reference,2035,148.9449,Petajoules
NT,total,total,reference,2035,15.273,Petajoules
NU,total,total,reference,2035,8.4352,Petajoules
ON,total,total,reference,2035,3108.5853,Petajoules
PE,total,total,reference,2035,26.9319,Petajoules
QC,total,total,reference,2035,1784.0279,Petajoules
SK,total,total,reference,2035,674.3418,Petajoules
YT,total,total,reference,2035,7.0208,Petajoules
all,total,total,reference,2036,12204.758,Petajoules
AB,total,total,reference,2036,4355.9543,Petajoules
BC,total,total,reference,2036,1412.6419,Petajoules
MB,total,total,reference,2036,317.7919,Petajoules
NB,total,total,reference,2036,206.6226,Petajoules
NL,total,total,reference,2036,138.1034,Petajoules
NS,total,total,reference,2036,147.9887,Petajoules
NT,total,total,reference,2036,15.0667,Petajoules
NU,total,total,reference,2036,8.5566,Petajoules
ON,total,total,reference,2036,3109.2718,Petajoules
PE,total,total,reference,2036,27.0109,Petajoules
QC,total,total,reference,2036,1783.2857,Petajoules
SK,total,total,reference,2036,675.4174,Petajoules
YT,total,total,reference,2036,7.0456,Petajoules
all,total,total,reference,2037,12197.6184,Petajoules
AB,total,total,reference,2037,4353.9204,Petajoules
BC,total,total,reference,2037,1410.5541,Petajoules
MB,total,total,reference,2037,317.9231,Petajoules
NB,total,total,reference,2037,205.7261,Petajoules
NL,total,total,reference,2037,137.1331,Petajoules
NS,total,total,reference,2037,147.0304,Petajoules
NT,total,total,reference,2037,14.8696,Petajoules
NU,total,total,reference,2037,8.6829,Petajoules
ON,total,total,reference,2037,3108.7793,Petajoules
PE,total,total,reference,2037,27.0702,Petajoules
QC,total,total,reference,2037,1782.0642,Petajoules
SK,total,total,reference,2037,676.8022,Petajoules
YT,total,total,reference,2037,7.0626,Petajoules
all,total,total,reference,2038,12196.9581,Petajoules
AB,total,total,reference,2038,4358.6083,Petajoules
BC,total,total,reference,2038,1409.3893,Petajoules
MB,total,total,reference,2038,318.0271,Petajoules
NB,total,total,reference,2038,204.8153,Petajoules
NL,total,total,reference,2038,135.7738,Petajoules
NS,total,total,reference,2038,146.1399,Petajoules
NT,total,total,reference,2038,14.6923,Petajoules
NU,total,total,reference,2038,8.8161,Petajoules
ON,total,total,reference,2038,3107.6889,Petajoules
PE,total,total,reference,2038,27.1182,Petajoules
QC,total,total,reference,2038,1780.5324,Petajoules
SK,total,total,reference,2038,678.2747,Petajoules
YT,total,total,reference,2038,7.0825,Petajoules
all,total,total,reference,2039,12195.0758,Petajoules
AB,total,total,reference,2039,4363.1217,Petajoules
BC,total,total,reference,2039,1408.7017,Petajoules
MB,total,total,reference,2039,318.2916,Petajoules
NB,total,total,reference,2039,203.9094,Petajoules
NL,total,total,reference,2039,134.426,Petajoules
NS,total,total,reference,2039,145.1526,Petajoules
NT,total,total,reference,2039,14.5307,Petajoules
NU,total,total,reference,2039,8.9555,Petajoules
ON,total,total,reference,2039,3105.9036,Petajoules
PE,total,total,reference,2039,27.1459,Petajoules
QC,total,total,reference,2039,1777.6628,Petajoules
SK,total,total,reference,2039,680.1703,Petajoules
YT,total,total,reference,2039,7.1032,Petajoules
all,total,total,reference,2040,12188.9624,Petajoules
AB,total,total,reference,2040,4363.7806,Petajoules
BC,total,total,reference,2040,1408.4374,Petajoules
MB,total,total,reference,2040,318.444,Petajoules
NB,total,total,reference,2040,202.8841,Petajoules
NL,total,total,reference,2040,132.7173,Petajoules
NS,total,total,reference,2040,144.171,Petajoules
NT,total,total,reference,2040,14.383,Petajoules
NU,total,total,reference,2040,9.0938,Petajoules
ON,total,total,reference,2040,3103.6305,Petajoules
PE,total,total,reference,2040,27.1814,Petajoules
QC,total,total,reference,2040,1774.9809,Petajoules
SK,total,total,reference,2040,682.1316,Petajoules
YT,total,total,reference,2040,7.1258,Petajoules
all,residential,electricity,reference,2005,543.3708,Petajoules
AB,residential,electricity,reference,2005,27.9688,Petajoules
BC,residential,electricity,reference,2005,63.413,Petajoules
MB,residential,electricity,reference,2005,22.45,Petajoules
NB,residential,electricity,reference,2005,19.865,Petajoules
NL,residential,electricity,reference,2005,12.171,Petajoules
NS,residential,electricity,reference,2005,14.86,Petajoules
NT,residential,electricity,reference,2005,0.408,Petajoules
NU,residential,electricity,reference,2005,0.213,Petajoules
ON,residential,electricity,reference,2005,164.268,Petajoules
PE,residential,electricity,reference,2005,0.578,Petajoules
QC,residential,electricity,reference,2005,206.311,Petajoules
SK,residential,electricity,reference,2005,10.432,Petajoules
YT,residential,electricity,reference,2005,0.433,Petajoules
all,residential,electricity,reference,2006,530.6352,Petajoules
AB,residential,electricity,reference,2006,29.6352,Petajoules
BC,residential,electricity,reference,2006,63.783,Petajoules
MB,residential,electricity,reference,2006,20.356,Petajoules
NB,residential,electricity,reference,2006,19.374,Petajoules
NL,residential,electricity,reference,2006,11.993,Petajoules
NS,residential,electricity,reference,2006,14.441,Petajoules
NT,residential,electricity,reference,2006,0.4,Petajoules
NU,residential,electricity,reference,2006,0.217,Petajoules
ON,residential,electricity,reference,2006,153.588,Petajoules
PE,residential,electricity,reference,2006,0.587,Petajoules
QC,residential,electricity,reference,2006,205.283,Petajoules
SK,residential,electricity,reference,2006,10.502,Petajoules
YT,residential,electricity,reference,2006,0.476,Petajoules
all,residential,electricity,reference,2007,553.0095,Petajoules
AB,residential,electricity,reference,2007,30.8092,Petajoules
BC,residential,electricity,reference,2007,66.5063,Petajoules
MB,residential,electricity,reference,2007,26.725,Petajoules
NB,residential,electricity,reference,2007,19.875,Petajoules
NL,residential,electricity,reference,2007,12.755,Petajoules
NS,residential,electricity,reference,2007,14.981,Petajoules
NT,residential,electricity,reference,2007,0.413,Petajoules
NU,residential,electricity,reference,2007,0.223,Petajoules
ON,residential,electricity,reference,2007,151.328,Petajoules
PE,residential,electricity,reference,2007,0.607,Petajoules
QC,residential,electricity,reference,2007,217.371,Petajoules
SK,residential,electricity,reference,2007,10.94,Petajoules
YT,residential,electricity,reference,2007,0.476,Petajoules
all,residential,electricity,reference,2008,573.1811,Petajoules
AB,residential,electricity,reference,2008,31.7981,Petajoules
BC,residential,electricity,reference,2008,69.706,Petajoules
MB,residential,electricity,reference,2008,27.596,Petajoules
NB,residential,electricity,reference,2008,19.597,Petajoules
NL,residential,electricity,reference,2008,12.928,Petajoules
NS,residential,electricity,reference,2008,15.151,Petajoules
NT,residential,electricity,reference,2008,0.42,Petajoules
NU,residential,electricity,reference,2008,0.273,Petajoules
ON,residential,electricity,reference,2008,163.082,Petajoules
PE,residential,electricity,reference,2008,0.62,Petajoules
QC,residential,electricity,reference,2008,220.291,Petajoules
SK,residential,electricity,reference,2008,11.217,Petajoules
YT,residential,electricity,reference,2008,0.502,Petajoules
all,residential,electricity,reference,2009,577.6437,Petajoules
AB,residential,electricity,reference,2009,32.7247,Petajoules
BC,residential,electricity,reference,2009,69.308,Petajoules
MB,residential,electricity,reference,2009,28.467,Petajoules
NB,residential,electricity,reference,2009,19.997,Petajoules
NL,residential,electricity,reference,2009,13.38,Petajoules
NS,residential,electricity,reference,2009,15.274,Petajoules
NT,residential,electricity,reference,2009,0.435,Petajoules
NU,residential,electricity,reference,2009,0.243,Petajoules
ON,residential,electricity,reference,2009,158.724,Petajoules
PE,residential,electricity,reference,2009,0.631,Petajoules
QC,residential,electricity,reference,2009,226.177,Petajoules
