province,type,scenario,year,value,unit
NU,Total,high,2009,0,Thousand cubic metres
ON,Total,high,2009,0.25,Thousand cubic metres
PE,Total,high,2009,0,Thousand cubic metres
QC,Total,high,2009,0,Thousand cubic metres
SK,Total,high,2009,67.64,Thousand cubic metres
YT,Total,high,2009,0,Thousand cubic metres
all,Total,high,2010,474.5561247902,Thousand cubic metres
AB,Total,high,2010,349.55,Thousand cubic metres
BC,Total,high,2010,5.6761247902,Thousand cubic metres
MB,Total,high,2010,4.42,Thousand cubic metres
NB,Total,high,2010,0,Thousand cubic metres
NL,Total,high,2010,43.85,Thousand cubic metres
NS,Total,high,2010,1.07,Thousand cubic metres
NT,Total,high,2010,2.39,Thousand cubic metres
NU,Total,high,2010,0,Thousand cubic metres
ON,Total,high,2010,0.24,Thousand cubic metres
PE,Total,high,2010,0,Thousand cubic metres
QC,Total,high,2010,0,Thousand cubic metres
SK,Total,high,2010,67.36,Thousand cubic metres
YT,Total,high,2010,0,Thousand cubic metres
all,Total,high,2011,500.168675425,Thousand cubic metres
AB,Total,high,2011,374.76,Thousand cubic metres
BC,Total,high,2011,5.898675425,Thousand cubic metres
MB,Total,high,2011,6.46,Thousand cubic metres
NB,Total,high,2011,0,Thousand cubic metres
NL,Total,high,2011,42.14,Thousand cubic metres
NS,Total,high,2011,0.86,Thousand cubic metres
NT,Total,high,2011,1.67,Thousand cubic metres
NU,Total,high,2011,0,Thousand cubic metres
ON,Total,high,2011,0.22,Thousand cubic metres
PE,Total,high,2011,0,Thousand cubic metres
QC,Total,high,2011,0,Thousand cubic metres
SK,Total,high,2011,68.16,Thousand cubic metres
YT,Total,high,2011,0,Thousand cubic metres
all,Total,high,2012,536.6389214323,Thousand cubic metres
AB,Total,high,2012,413.09,Thousand cubic metres
BC,Total,high,2012,6.2689214323,Thousand cubic metres
MB,Total,high,2012,8.12,Thousand cubic metres
NB,Total,high,2012,0,Thousand cubic metres
NL,Total,high,2012,31.43,Thousand cubic metres
NS,Total,high,2012,0.58,Thousand cubic metres
NT,Total,high,2012,2.07,Thousand cubic metres
NU,Total,high,2012,0,Thousand cubic metres
ON,Total,high,2012,0.22,Thousand cubic metres
PE,Total,high,2012,0,Thousand cubic metres
QC,Total,high,2012,0,Thousand cubic metres
SK,Total,high,2012,74.86,Thousand cubic metres
YT,Total,high,2012,0,Thousand cubic metres
all,Total,high,2013,576.6847601759,Thousand cubic metres
AB,Total,high,2013,444.75,Thousand cubic metres
BC,Total,high,2013,6.5447601759,Thousand cubic metres
MB,Total,high,2013,8.82,Thousand cubic metres
NB,Total,high,2013,0,Thousand cubic metres
NL,Total,high,2013,36.87,Thousand cubic metres
NS,Total,high,2013,0.33,Thousand cubic metres
NT,Total,high,2013,1.96,Thousand cubic metres
NU,Total,high,2013,0,Thousand cubic metres
ON,Total,high,2013,0.2,Thousand cubic metres
PE,Total,high,2013,0,Thousand cubic metres
QC,Total,high,2013,0,Thousand cubic metres
SK,Total,high,2013,77.21,Thousand cubic metres
YT,Total,high,2013,0,Thousand cubic metres
all,Total,high,2014,617.7938398549,Thousand cubic metres
AB,Total,high,2014,485.04,Thousand cubic metres
BC,Total,high,2014,7.8538398549,Thousand cubic metres
MB,Total,high,2014,7.3,Thousand cubic metres
NB,Total,high,2014,0,Thousand cubic metres
NL,Total,high,2014,34.34,Thousand cubic metres
NS,Total,high,2014,0.46,Thousand cubic metres
NT,Total,high,2014,1.69,Thousand cubic metres
NU,Total,high,2014,0,Thousand cubic metres
ON,Total,high,2014,0.19,Thousand cubic metres
PE,Total,high,2014,0,Thousand cubic metres
QC,Total,high,2014,0,Thousand cubic metres
SK,Total,high,2014,80.92,Thousand cubic metres
YT,Total,high,2014,0,Thousand cubic metres
all,Total,high,2015,639.126154431,Thousand cubic metres
AB,Total,high,2015,516.2676100454,Thousand cubic metres
BC,Total,high,2015,8.6426834268,Thousand cubic metres
MB,Total,high,2015,7.2826375491,Thousand cubic metres
NB,Total,high,2015,0,Thousand cubic metres
NL,Total,high,2015,27.348,Thousand cubic metres
NS,Total,high,2015,0.4392230137,Thousand cubic metres
NT,Total,high,2015,1.587,Thousand cubic metres
NU,Total,high,2015,0,Thousand cubic metres
ON,Total,high,2015,0.157,Thousand cubic metres
PE,Total,high,2015,0,Thousand cubic metres
QC,Total,high,2015,0,Thousand cubic metres
SK,Total,high,2015,77.402000396,Thousand cubic metres
YT,Total,high,2015,0,Thousand cubic metres
all,Total,high,2016,644.9271652926,Thousand cubic metres
AB,Total,high,2016,524.0283627718,Thousand cubic metres
BC,Total,high,2016,9.8055502412,Thousand cubic metres
MB,Total,high,2016,6.6111636479,Thousand cubic metres
NB,Total,high,2016,0,Thousand cubic metres
NL,Total,high,2016,30.5028821354,Thousand cubic metres
NS,Total,high,2016,0.4338392607,Thousand cubic metres
NT,Total,high,2016,1.5392357803,Thousand cubic metres
NU,Total,high,2016,0,Thousand cubic metres
ON,Total,high,2016,0.1551500576,Thousand cubic metres
PE,Total,high,2016,0,Thousand cubic metres
QC,Total,high,2016,0,Thousand cubic metres
SK,Total,high,2016,71.8509813978,Thousand cubic metres
YT,Total,high,2016,0,Thousand cubic metres
all,Total,high,2017,701.2848303927,Thousand cubic metres
AB,Total,high,2017,572.2535553582,Thousand cubic metres
BC,Total,high,2017,10.6463241165,Thousand cubic metres
MB,Total,high,2017,6.3342832499,Thousand cubic metres
NB,Total,high,2017,0,Thousand cubic metres
NL,Total,high,2017,34.9799428606,Thousand cubic metres
NS,Total,high,2017,0.4121472976,Thousand cubic metres
NT,Total,high,2017,1.4930587069,Thousand cubic metres
NU,Total,high,2017,0,Thousand cubic metres
ON,Total,high,2017,0.153598557,Thousand cubic metres
PE,Total,high,2017,0,Thousand cubic metres
QC,Total,high,2017,0,Thousand cubic metres
SK,Total,high,2017,75.0119202459,Thousand cubic metres
YT,Total,high,2017,0,Thousand cubic metres
all,Total,high,2018,737.4836290661,Thousand cubic metres
AB,Total,high,2018,600.2145878451,Thousand cubic metres
BC,Total,high,2018,11.4206470658,Thousand cubic metres
MB,Total,high,2018,5.9371944837,Thousand cubic metres
NB,Total,high,2018,0,Thousand cubic metres
NL,Total,high,2018,40.5097840457,Thousand cubic metres
NS,Total,high,2018,0.3915399328,Thousand cubic metres
NT,Total,high,2018,1.4482669457,Thousand cubic metres
NU,Total,high,2018,0,Thousand cubic metres
ON,Total,high,2018,0.1520625715,Thousand cubic metres
PE,Total,high,2018,0,Thousand cubic metres
QC,Total,high,2018,0,Thousand cubic metres
SK,Total,high,2018,77.4095461759,Thousand cubic metres
YT,Total,high,2018,0,Thousand cubic metres
all,Total,high,2019,770.0713098107,Thousand cubic metres
AB,Total,high,2019,626.0374839383,Thousand cubic metres
BC,Total,high,2019,12.2069012158,Thousand cubic metres
MB,Total,high,2019,5.6594847613,Thousand cubic metres
NB,Total,high,2019,0,Thousand cubic metres
NL,Total,high,2019,44.5188534519,Thousand cubic metres
NS,Total,high,2019,0.3719629361,Thousand cubic metres
NT,Total,high,2019,1.4048189373,Thousand cubic metres
NU,Total,high,2019,0,Thousand cubic metres
ON,Total,high,2019,0.1505419457,Thousand cubic metres
PE,Total,high,2019,0,Thousand cubic metres
QC,Total,high,2019,0,Thousand cubic metres
SK,Total,high,2019,79.7212626243,Thousand cubic metres
YT,Total,high,2019,0,Thousand cubic metres
all,Total,high,2020,790.1730641288,Thousand cubic metres
AB,Total,high,2020,639.0027327016,Thousand cubic metres
BC,Total,high,2020,12.9602283274,Thousand cubic metres
MB,Total,high,2020,5.5174317105,Thousand cubic metres
NB,Total,high,2020,0,Thousand cubic metres
NL,Total,high,2020,48.4673250508,Thousand cubic metres
NS,Total,high,2020,0.3533647893,Thousand cubic metres
NT,Total,high,2020,1.3626743692,Thousand cubic metres
NU,Total,high,2020,0,Thousand cubic metres
ON,Total,high,2020,0.1490365263,Thousand cubic metres
PE,Total,high,2020,0,Thousand cubic metres
QC,Total,high,2020,0,Thousand cubic metres
SK,Total,high,2020,82.3602706537,Thousand cubic metres
YT,Total,high,2020,0,Thousand cubic metres
all,Total,high,2021,810.6023575581,Thousand cubic metres
AB,Total,high,2021,649.8414788222,Thousand cubic metres
BC,Total,high,2021,13.8871818162,Thousand cubic metres
MB,Total,high,2021,5.4657272174,Thousand cubic metres
NB,Total,high,2021,0,Thousand cubic metres
NL,Total,high,2021,55.2171091197,Thousand cubic metres
NS,Total,high,2021,0,Thousand cubic metres
NT,Total,high,2021,1.3217941381,Thousand cubic metres
NU,Total,high,2021,0,Thousand cubic metres
ON,Total,high,2021,0.147546161,Thousand cubic metres
PE,Total,high,2021,0,Thousand cubic metres
QC,Total,high,2021,0,Thousand cubic metres
SK,Total,high,2021,84.7215202834,Thousand cubic metres
YT,Total,high,2021,0,Thousand cubic metres
all,Total,high,2022,831.9989637639,Thousand cubic metres
AB,Total,high,2022,667.4330065564,Thousand cubic metres
BC,Total,high,2022,15.0393182631,Thousand cubic metres
MB,Total,high,2022,5.4295812242,Thousand cubic metres
NB,Total,high,2022,0,Thousand cubic metres
NL,Total,high,2022,56.1805385123,Thousand cubic metres
NS,Total,high,2022,0,Thousand cubic metres
NT,Total,high,2022,1.282140314,Thousand cubic metres
NU,Total,high,2022,0,Thousand cubic metres
ON,Total,high,2022,0.1460706994,Thousand cubic metres
PE,Total,high,2022,0,Thousand cubic metres
QC,Total,high,2022,0,Thousand cubic metres
SK,Total,high,2022,86.4883081945,Thousand cubic metres
YT,Total,high,2022,0,Thousand cubic metres
all,Total,high,2023,854.1390491669,Thousand cubic metres
AB,Total,high,2023,689.016889035,Thousand cubic metres
BC,Total,high,2023,15.9939857933,Thousand cubic metres
MB,Total,high,2023,5.3485645109,Thousand cubic metres
NB,Total,high,2023,0,Thousand cubic metres
NL,Total,high,2023,54.499685627,Thousand cubic metres
NS,Total,high,2023,0,Thousand cubic metres
NT,Total,high,2023,1.2436761046,Thousand cubic metres
NU,Total,high,2023,0,Thousand cubic metres
ON,Total,high,2023,0.1446099924,Thousand cubic metres
PE,Total,high,2023,0,Thousand cubic metres
QC,Total,high,2023,0,Thousand cubic metres
SK,Total,high,2023,87.8916381037,Thousand cubic metres
YT,Total,high,2023,0,Thousand cubic metres
all,Total,high,2024,864.2839551027,Thousand cubic metres
AB,Total,high,2024,697.6465333201,Thousand cubic metres
BC,Total,high,2024,16.8822602853,Thousand cubic metres
MB,Total,high,2024,5.2682682959,Thousand cubic metres
NB,Total,high,2024,0,Thousand cubic metres
NL,Total,high,2024,54.3240058081,Thousand cubic metres
NS,Total,high,2024,0,Thousand cubic metres
NT,Total,high,2024,1.2063658214,Thousand cubic metres
NU,Total,high,2024,0,Thousand cubic metres
ON,Total,high,2024,0.1431638925,Thousand cubic metres
PE,Total,high,2024,0,Thousand cubic metres
QC,Total,high,2024,0,Thousand cubic metres
SK,Total,high,2024,88.8133576794,Thousand cubic metres
YT,Total,high,2024,0,Thousand cubic metres
all,Total,high,2025,889.3121387367,Thousand cubic metres
AB,Total,high,2025,718.2297935065,Thousand cubic metres
BC,Total,high,2025,17.668950789,Thousand cubic metres
MB,Total,high,2025,5.1801264203,Thousand cubic metres
NB,Total,high,2025,0,Thousand cubic metres
NL,Total,high,2025,57.601891059,Thousand cubic metres
NS,Total,high,2025,0,Thousand cubic metres
NT,Total,high,2025,1.1701748468,Thousand cubic metres
NU,Total,high,2025,0,Thousand cubic metres
ON,Total,high,2025,0.1417322536,Thousand cubic metres
PE,Total,high,2025,0,Thousand cubic metres
QC,Total,high,2025,0,Thousand cubic metres
SK,Total,high,2025,89.3194698616,Thousand cubic metres
YT,Total,high,2025,0,Thousand cubic metres
all,Total,high,2026,922.8988117268,Thousand cubic metres
AB,Total,high,2026,751.9748289426,Thousand cubic metres
BC,Total,high,2026,18.2810640559,Thousand cubic metres
MB,Total,high,2026,5.0874896494,Thousand cubic metres
NB,Total,high,2026,0,Thousand cubic metres
NL,Total,high,2026,56.7615276892,Thousand cubic metres
NS,Total,high,2026,0,Thousand cubic metres
NT,Total,high,2026,1.1350696014,Thousand cubic metres
NU,Total,high,2026,0,Thousand cubic metres
ON,Total,high,2026,0.140314931,Thousand cubic metres
PE,Total,high,2026,0,Thousand cubic metres
QC,Total,high,2026,0,Thousand cubic metres
SK,Total,high,2026,89.5185168573,Thousand cubic metres
YT,Total,high,2026,0,Thousand cubic metres
all,Total,high,2027,945.138943212,Thousand cubic metres
AB,Total,high,2027,773.8055158417,Thousand cubic metres
BC,Total,high,2027,18.7407002736,Thousand cubic metres
MB,Total,high,2027,4.9920616151,Thousand cubic metres
NB,Total,high,2027,0,Thousand cubic metres
NL,Total,high,2027,56.9574297255,Thousand cubic metres
NS,Total,high,2027,0,Thousand cubic metres
NT,Total,high,2027,1.1010175133,Thousand cubic metres
NU,Total,high,2027,0,Thousand cubic metres
ON,Total,high,2027,0.1389117817,Thousand cubic metres
PE,Total,high,2027,0,Thousand cubic metres
QC,Total,high,2027,0,Thousand cubic metres
SK,Total,high,2027,89.4033064612,Thousand cubic metres
YT,Total,high,2027,0,Thousand cubic metres
all,Total,high,2028,961.1788618966,Thousand cubic metres
AB,Total,high,2028,792.4568630541,Thousand cubic metres
BC,Total,high,2028,19.118494142,Thousand cubic metres
MB,Total,high,2028,4.8916226273,Thousand cubic metres
NB,Total,high,2028,0,Thousand cubic metres
NL,Total,high,2028,54.4102516055,Thousand cubic metres
NS,Total,high,2028,0,Thousand cubic metres
NT,Total,high,2028,1.0679869879,Thousand cubic metres
NU,Total,high,2028,0,Thousand cubic metres
ON,Total,high,2028,0.1375226639,Thousand cubic metres
PE,Total,high,2028,0,Thousand cubic metres
QC,Total,high,2028,0,Thousand cubic metres
SK,Total,high,2028,89.0961208158,Thousand cubic metres
YT,Total,high,2028,0,Thousand cubic metres
all,Total,high,2029,980.2747663295,Thousand cubic metres
AB,Total,high,2029,816.4161695071,Thousand cubic metres
BC,Total,high,2029,19.4464726688,Thousand cubic metres
MB,Total,high,2029,4.7892924681,Thousand cubic metres
NB,Total,high,2029,0,Thousand cubic metres
NL,Total,high,2029,49.8423259703,Thousand cubic metres
NS,Total,high,2029,0,Thousand cubic metres
NT,Total,high,2029,1.0359473783,Thousand cubic metres
NU,Total,high,2029,0,Thousand cubic metres
ON,Total,high,2029,0.1361474373,Thousand cubic metres
PE,Total,high,2029,0,Thousand cubic metres
QC,Total,high,2029,0,Thousand cubic metres
SK,Total,high,2029,88.6084108995,Thousand cubic metres
YT,Total,high,2029,0,Thousand cubic metres
all,Total,high,2030,1005.2567566187,Thousand cubic metres
AB,Total,high,2030,846.6562930027,Thousand cubic metres
BC,Total,high,2030,19.7406014851,Thousand cubic metres
MB,Total,high,2030,4.6858741472,Thousand cubic metres
NB,Total,high,2030,0,Thousand cubic metres
NL,Total,high,2030,45.0236287016,Thousand cubic metres
NS,Total,high,2030,0,Thousand cubic metres
NT,Total,high,2030,1.0048689569,Thousand cubic metres
NU,Total,high,2030,0,Thousand cubic metres
ON,Total,high,2030,0.1347859629,Thousand cubic metres
PE,Total,high,2030,0,Thousand cubic metres
QC,Total,high,2030,0,Thousand cubic metres
SK,Total,high,2030,88.0107043623,Thousand cubic metres
YT,Total,high,2030,0,Thousand cubic metres
all,Total,high,2031,1020.2769153094,Thousand cubic metres
AB,Total,high,2031,867.1434164751,Thousand cubic metres
BC,Total,high,2031,20.0248545047,Thousand cubic metres
MB,Total,high,2031,4.5839724977,Thousand cubic metres
NB,Total,high,2031,0,Thousand cubic metres
NL,Total,high,2031,40.1874432084,Thousand cubic metres
NS,Total,high,2031,0,Thousand cubic metres
NT,Total,high,2031,0.9747228882,Thousand cubic metres
NU,Total,high,2031,0,Thousand cubic metres
ON,Total,high,2031,0.1334381033,Thousand cubic metres
PE,Total,high,2031,0,Thousand cubic metres
QC,Total,high,2031,0,Thousand cubic metres
SK,Total,high,2031,87.229067632,Thousand cubic metres
YT,Total,high,2031,0,Thousand cubic metres
all,Total,high,2032,1025.972557319,Thousand cubic metres
AB,Total,high,2032,879.3241945109,Thousand cubic metres
BC,Total,high,2032,20.2510546803,Thousand cubic metres
MB,Total,high,2032,4.4919693918,Thousand cubic metres
NB,Total,high,2032,0,Thousand cubic metres
NL,Total,high,2032,34.4800991911,Thousand cubic metres
NS,Total,high,2032,0,Thousand cubic metres
NT,Total,high,2032,0.9454812016,Thousand cubic metres
NU,Total,high,2032,0,Thousand cubic metres
ON,Total,high,2032,0.1321037222,Thousand cubic metres
PE,Total,high,2032,0,Thousand cubic metres
QC,Total,high,2032,0,Thousand cubic metres
SK,Total,high,2032,86.3476546211,Thousand cubic metres
YT,Total,high,2032,0,Thousand cubic metres
all,Total,high,2033,1036.0952642249,Thousand cubic metres
AB,Total,high,2033,894.1048986699,Thousand cubic metres
BC,Total,high,2033,20.4145695506,Thousand cubic metres
MB,Total,high,2033,4.410003653,Thousand cubic metres
NB,Total,high,2033,0,Thousand cubic metres
NL,Total,high,2033,30.7357406476,Thousand cubic metres
NS,Total,high,2033,0,Thousand cubic metres
NT,Total,high,2033,0.9171167655,Thousand cubic metres
NU,Total,high,2033,0,Thousand cubic metres
ON,Total,high,2033,0.130782685,Thousand cubic metres
PE,Total,high,2033,0,Thousand cubic metres
QC,Total,high,2033,0,Thousand cubic metres
SK,Total,high,2033,85.3821522533,Thousand cubic metres
YT,Total,high,2033,0,Thousand cubic metres
all,Total,high,2034,1044.8725815012,Thousand cubic metres
AB,Total,high,2034,906.3744726449,Thousand cubic metres
BC,Total,high,2034,20.5570675786,Thousand cubic metres
MB,Total,high,2034,4.280125691,Thousand cubic metres
NB,Total,high,2034,0,Thousand cubic metres
NL,Total,high,2034,28.3309638367,Thousand cubic metres
NS,Total,high,2034,0,Thousand cubic metres
NT,Total,high,2034,0.8896032626,Thousand cubic metres
NU,Total,high,2034,0,Thousand cubic metres
ON,Total,high,2034,0.1294748582,Thousand cubic metres
PE,Total,high,2034,0,Thousand cubic metres
QC,Total,high,2034,0,Thousand cubic metres
SK,Total,high,2034,84.3108736293,Thousand cubic metres
YT,Total,high,2034,0,Thousand cubic metres
all,Total,high,2035,1051.6201077839,Thousand cubic metres
AB,Total,high,2035,917.7327048882,Thousand cubic metres
BC,Total,high,2035,20.579291877,Thousand cubic metres
MB,Total,high,2035,4.1244117535,Thousand cubic metres
NB,Total,high,2035,0,Thousand cubic metres
NL,Total,high,2035,25.0410423627,Thousand cubic metres
NS,Total,high,2035,0,Thousand cubic metres
NT,Total,high,2035,0.8629151647,Thousand cubic metres
NU,Total,high,2035,0,Thousand cubic metres
ON,Total,high,2035,0.1281801096,Thousand cubic metres
PE,Total,high,2035,0,Thousand cubic metres
QC,Total,high,2035,0,Thousand cubic metres
SK,Total,high,2035,83.1515616281,Thousand cubic metres
YT,Total,high,2035,0,Thousand cubic metres
all,Total,high,2036,1057.407360109,Thousand cubic metres
AB,Total,high,2036,927.9189785267,Thousand cubic metres
BC,Total,high,2036,20.5952314918,Thousand cubic metres
MB,Total,high,2036,3.9563606322,Thousand cubic metres
NB,Total,high,2036,0,Thousand cubic metres
NL,Total,high,2036,22.3434315606,Thousand cubic metres
NS,Total,high,2036,0,Thousand cubic metres
NT,Total,high,2036,0.8370277098,Thousand cubic metres
NU,Total,high,2036,0,Thousand cubic metres
ON,Total,high,2036,0.1268983085,Thousand cubic metres
PE,Total,high,2036,0,Thousand cubic metres
QC,Total,high,2036,0,Thousand cubic metres
SK,Total,high,2036,81.6294318795,Thousand cubic metres
YT,Total,high,2036,0,Thousand cubic metres
all,Total,high,2037,1057.5059998315,Thousand cubic metres
AB,Total,high,2037,932.3599275296,Thousand cubic metres
BC,Total,high,2037,20.5694290787,Thousand cubic metres
MB,Total,high,2037,3.8169724566,Thousand cubic metres
NB,Total,high,2037,0,Thousand cubic metres
NL,Total,high,2037,19.8788715251,Thousand cubic metres
NS,Total,high,2037,0,Thousand cubic metres
NT,Total,high,2037,0.8119168785,Thousand cubic metres
NU,Total,high,2037,0,Thousand cubic metres
ON,Total,high,2037,0.1256293254,Thousand cubic metres
PE,Total,high,2037,0,Thousand cubic metres
QC,Total,high,2037,0,Thousand cubic metres
SK,Total,high,2037,79.9432530376,Thousand cubic metres
YT,Total,high,2037,0,Thousand cubic metres
all,Total,high,2038,1056.0545763596,Thousand cubic metres
AB,Total,high,2038,934.8938819453,Thousand cubic metres
BC,Total,high,2038,20.5186956103,Thousand cubic metres
MB,Total,high,2038,3.6942244455,Thousand cubic metres
NB,Total,high,2038,0,Thousand cubic metres
NL,Total,high,2038,17.6603213744,Thousand cubic metres
NS,Total,high,2038,0,Thousand cubic metres
NT,Total,high,2038,0.7875593721,Thousand cubic metres
NU,Total,high,2038,0,Thousand cubic metres
ON,Total,high,2038,0.1243730321,Thousand cubic metres
PE,Total,high,2038,0,Thousand cubic metres
QC,Total,high,2038,0,Thousand cubic metres
SK,Total,high,2038,78.3755205799,Thousand cubic metres
YT,Total,high,2038,0,Thousand cubic metres
all,Total,high,2039,1057.6809212226,Thousand cubic metres
AB,Total,high,2039,939.5678477276,Thousand cubic metres
BC,Total,high,2039,20.4471943072,Thousand cubic metres
MB,Total,high,2039,3.5715314437,Thousand cubic metres
NB,Total,high,2039,0,Thousand cubic metres
NL,Total,high,2039,16.4346372183,Thousand cubic metres
NS,Total,high,2039,0,Thousand cubic metres
NT,Total,high,2039,0.763932591,Thousand cubic metres
NU,Total,high,2039,0,Thousand cubic metres
ON,Total,high,2039,0.1231293018,Thousand cubic metres
PE,Total,high,2039,0,Thousand cubic metres
QC,Total,high,2039,0,Thousand cubic metres
SK,Total,high,2039,76.7726486331,Thousand cubic metres
YT,Total,high,2039,0,Thousand cubic metres
all,Total,high,2040,1053.0727741018,Thousand cubic metres
AB,Total,high,2040,938.2698388666,Thousand cubic metres
BC,Total,high,2040,20.3674777217,Thousand cubic metres
MB,Total,high,2040,3.4457963448,Thousand cubic metres
NB,Total,high,2040,0,Thousand cubic metres
NL,Total,high,2040,15.0401082243,Thousand cubic metres
NS,Total,high,2040,0,Thousand cubic metres
NT,Total,high,2040,0.7410146132,Thousand cubic metres
NU,Total,high,2040,0,Thousand cubic metres
ON,Total,high,2040,0.1218980088,Thousand cubic metres
PE,Total,high,2040,0,Thousand cubic metres
QC,Total,high,2040,0,Thousand cubic metres
SK,Total,high,2040,75.0866403225,Thousand cubic metres
YT,Total,high,2040,0,Thousand cubic metres
all,Total,reference,2005,411.666706144,Thousand cubic metres
AB,Total,reference,2005,282.21,Thousand cubic metres
BC,Total,reference,2005,6.626706144,Thousand cubic metres
MB,Total,reference,2005,2.21,Thousand cubic metres
NB,Total,reference,2005,0,Thousand cubic metres
NL,Total,reference,2005,48.47,Thousand cubic metres
NS,Total,reference,2005,2.05,Thousand cubic metres
NT,Total,reference,2005,2.99,Thousand cubic metres
NU,Total,reference,2005,0,Thousand cubic metres
ON,Total,reference,2005,0.38,Thousand cubic metres
PE,Total,reference,2005,0,Thousand cubic metres
QC,Total,reference,2005,0,Thousand cubic metres
SK,Total,reference,2005,66.73,Thousand cubic metres
YT,Total,reference,2005,0,Thousand cubic metres
all,Total,reference,2006,440.1582096086,Thousand cubic metres
AB,Total,reference,2006,308.9,Thousand cubic metres
BC,Total,reference,2006,6.5582096086,Thousand cubic metres
MB,Total,reference,2006,3.02,Thousand cubic metres
NB,Total,reference,2006,0,Thousand cubic metres
NL,Total,reference,2006,48.28,Thousand cubic metres
NS,Total,reference,2006,1.91,Thousand cubic metres
NT,Total,reference,2006,2.97,Thousand cubic metres
NU,Total,reference,2006,0,Thousand cubic metres
ON,Total,reference,2006,0.34,Thousand cubic metres
PE,Total,reference,2006,0,Thousand cubic metres
QC,Total,reference,2006,0,Thousand cubic metres
SK,Total,reference,2006,68.18,Thousand cubic metres
YT,Total,reference,2006,0,Thousand cubic metres
all,Total,reference,2007,457.8264421613,Thousand cubic metres
AB,Total,reference,2007,316.65,Thousand cubic metres
BC,Total,reference,2007,5.9964421613,Thousand cubic metres
MB,Total,reference,2007,3.53,Thousand cubic metres
NB,Total,reference,2007,0,Thousand cubic metres
NL,Total,reference,2007,58.58,Thousand cubic metres
NS,Total,reference,2007,1.89,Thousand cubic metres
NT,Total,reference,2007,2.79,Thousand cubic metres
NU,Total,reference,2007,0,Thousand cubic metres
ON,Total,reference,2007,0.3,Thousand cubic metres
PE,Total,reference,2007,0,Thousand cubic metres
QC,Total,reference,2007,0,Thousand cubic metres
SK,Total,reference,2007,68.09,Thousand cubic metres
YT,Total,reference,2007,0,Thousand cubic metres
all,Total,reference,2008,448.2278693016,Thousand cubic metres
